
ç,xu3,چ
çubuk demeti,xu3bu1wfo2 dmbo2y,چبوق دمتی
çubuk içmek,xu3bu1wfo2 ebu2xu3mk,چبوق ايچمک
çubuk içmek,xu3bu1wfo2 eyxu3mk,چبوق ایچمک
çubuk,xu3bu1wfo2,چبوق
çubuk,xu3wbu1wfo2,چوبوق
çubukla,xu3wbu1wfo2le,چوبوقلا
çubuklamak,xu3wbu1wfo2lemfo2,چوبوقلامق
çubukları,xu3wbu1wfo2lry,چوبوقلری
çubukluk,xu3wbu1wfo2lfo2,چوبوقلق
çubukçu,xu3wbu1wfo2xu1y,چوبوقجی
çubuğa,xu3wbu1wao1h,چوبوغه
çubuğu,xu3wbu1wao1y,چوبوغی
çubuğunda,xu3wbu1wao1bo1dh,چوبوغنده
çuha kenarı,xu3wfo2h kbo1ery,چوقه کناری
çuha kenârı,xu3wfo2h kbo1ery,چوقه کناری
çuha çiçeği,xu3wfo2h xu3bu2xu3ky,چوقه چيچکی
çuha çiçeği,xu3wfo2h xu3yxu3ky,چوقه چیچکی
çuha,xu3wxo1h,چوخه
çuha,xu3wxo1h||,چوخه‌
çuhacı,xu3wfo2h xu1y,چوقه جی
çuhadan,xu3wxo1h||dbo1,چوخه‌دن
çuhadar,xu3wxo1h<>der,چوخه‌دار
çuhadar,xu3wxo1h||der,چوخه‌دار
çuhaçiçeği,xu3wxo1h<>xu3yxu3ko7y,چوخه‌چیچگی
çuhaçiçeği,xu3wxo1h||xu3yxu3ko7y,چوخه‌چیچگی
çukur,xu3fo2wr,چقور
çukur,xu3wfo2wr,چوقور
çukura,xu3wfo2wrh,چوقوره
çukurda,xu3wfo2wrdh,چوقورده
çukurlan,xu3wfo2wrlebo1,چوقورلان
çukurlanmak,xu3wfo2wrlebo1mfo2,چوقورلانمق
çukurlar,xu3wfo2wrlr,چوقورلر
çukurlara,xu3wfo2wrlrh,چوقورلره
çukurlarına,xu3wfo2wrlrybo1h,چوقورلرینه
çukurlaş,xu3wfo2wrleso3,چوقورلاش
çukurlaşmak,xu3wfo2wrleso3mfo2,چوقورلاشمق
çukurluk,xu3wfo2wrlfo2,چوقورلق
çukuruma,xu3wfo2wrymh,چوقوریمه
çukuruna,xu3wfo2wrybo1h,چوقورینه
çukurunda,xu3wfo2wrbo1dh,چوقورنده
çukurundan,xu3wfo2wrbo1dbo1,چوقورندن
çul,xu3wl,چول
çulha,xu3wlhe,چولها
çulha,xu3wlxo1e,چولخا
çulla,xu3wlle,چوللا
çullama,xu3wllemh,چوللامه
çullama,xu3wllemh||,چوللامه‌
çullamak,xu3wllemfo2,چوللامق
çullan,xu3wllebo1,چوللان
çullanmak,xu3wllebo1mfo2,چوللانمق
çulluk,xu3wllfo2,چوللق
çultutmaz,xu3wl twbo2mero1,چول طوتماز
çumra,xu3wmre,چومرا
çun,xu3wbo1,چون
çuval,xu3wel,چوال
çuval,xu3wwel,چووال
çuvaldan,xu3wweldbo1,چووالدن
çuvaldız,xu3weldwro1,چوالدوز
çuvaldız,xu3wweldyro1,چووالدیز
çâbik yazmak,xu3ebu1k bu2ero1mfo2,چابک يازمق
çâbik,xu3ebu1k,چابک
çâbiklik,xu3ebu1klk,چابکلک
çâbük bitirmek,xu3ebu1k bu1bo2rmk,چابک بترمک
çâbük,xu3ebu1k,چابک
çâbüklük,xu3ebu1klk,چابکلک
çâbükpâ,xu3ebu1k bu3e,چابک پا
çâbükrev,xu3ebu1k rw,چابک رو
çâbüksüvar,xu3ebu1k swer,چابک سوار
çâbükî,xu3ebu1ky,چابکی
çâder,xu3edr,چادر
çâdernişin,xu3edrbo1so3bu2bo1,چادرنشين
çâh,xu3eh,چاه
çâk etmek,xu3ek e,چاک ا
çâk,xu3ek,چاک
çâker,xu3ekr,چاکر
çâkerî,xu3ekry,چاکری
çâkâçâk,xu3ekexu3ek,چاکاچاک
çâkûç,xu3ekwxu3,چاکوچ
çâlik,xu3elbu2k,چاليک
çâlpâre,xu3erbu3erh,چارپاره
çâlâk,xu3elek,چالاک
çâlâkî,xu3eleky,چالاکی
çâme,xu3emh,چامه
çâne,xu3ebo1h,چانه
çâplûs,xu3ebu3lws,چاپلوس
çâpâr,xu3ebu3er,چاپار
çâr,xu3er,چار
çâr-çiz,xu3er xu3yro1,چار چیز
çârdeh,xu3erdh,چارده
çâre bulmak,xu3erh bu1wlmfo2,چاره بولمق
çâre,xu3erh,چاره
çârecû,xu3erh xu1w,چاره جو
çâresini bulmak,xu3erh sbo1y bu1wlmfo2,چاره سنی بولمق
çâresiz,xu3erh sro1,چاره سز
çâresiz,xu3erh||sro1,چاره‌سز
çâresizlik,xu3erh||sro1lk,چاره‌سزلک
çâresâz,xu3erh sero1,چاره ساز
çâresâzî,xu3erh sero1y,چاره سازی
çârgâh,xu3erko7eh,چارگاه
çârgûşe,xu3erko7wso3h,چارگوشه
çârnâçâr,xu3erbo1exu3er,چارناچار
çârpâ,xu3erbu3e,چارپا
çârsû,xu3ersw,چارسو
çârtâk,xu3ertefo2,چارطاق
çâryâr,xu3eryer,چاریار
çârçûbe,xu3erxu3wbu1h,چارچوبه
çârüm,xu3erm,چارم
çârşeb,xu3erso3bu1,چارشب
çârşenbe,xu3erso3bo1bu1h,چارشنبه
çâviş,xu3ewso3,چاوش
çâşni (çeşni),xu3eso3bo1y,چاشنی
çâşni,xu3eso3bo1y,چاشنی
çâşnigîr,xu3eso3bo1y ko7bu2r,چاشنی گير
çâşt,xu3eso3bo2,چاشت
çî,xu3y,چی
çîgûne,xu3ko7wbo1h,چگونه
çîn,xu3bu2bo1,چين
çînemek,xu3bu2bo1h mk,چينه مک
çîredest,xu3bu2rh dsbo2,چيره دست
çîz,xu3bu2ro1,چيز
çîz,xu3yro1,چیز
çîğ,xu3bu2k,چيک
çök,xu3wk,چوک
çökdür,xu3wkdwr,چوکدور
çökdürmek,xu3wkdwrmk,چوکدورمک
çökecektir,xu3wkh||xu1kdr,چوکه‌جکدر
çökelim,xu3wkh||lm,چوکه‌لم
çöken,xu3wkbo1,چوکن
çökerek,xu3wkh||rk,چوکه‌رک
çökert,xu3wkrbo2,چوکرت
çökertebilmek,xu3wkrbo2h||bu1ylmk,چوکرته‌بیلمک
çökertme,xu3wkrbo2mh,چوکرتمه
çökertme,xu3wkrbo2mh||,چوکرتمه‌
çökertmek,xu3wkrbo2mk,چوکرتمک
çökmek,xu3wkmk,چوکمک
çökmesine,xu3wkmh||sbo1h,چوکمه‌سنه
çökmeye,xu3wkmko7h,چوکمگه
çökmüş,xu3wkmso3,چوکمش
çökse,xu3wksh,چوکسه
çöktü,xu3wkdy,چوکدی
çöktürdü,xu3wkdyrdy,چوکدیردی
çöktürdükleri,xu3wkdyrdklry,چوکدیردکلری
çöktürdünüz,xu3wkdyrdyko3ro1,چوکدیردیڭز
çöktüren,xu3wkdyrbo1,چوکدیرن
çöktüğü,xu3wkdyko7y,چوکدیگی
çöktüğünde,xu3wkdyko7bo1dh,چوکدیگنده
çökük,xu3wkwk,چوکوک
çökülüşlerle,xu3wkwlso3lrlh,چوکولشلرله
çöküntü,xu3wkbo1dy,چوکندی
çöküntü,xu3wkwbo1bo2w,چوکونتو
çöküp,xu3wkwbu1,چوکوب
çökürtme,xu3wkwrbo2mh,چوکورتمه
çökürtme,xu3wkwrbo2mh||,چوکورتمه‌
çöküyor,xu3wkwywr,چوکویور
çöl,xu3wl,چول
çölde,xu3wldh,چولده
çöldeki,xu3wldh||ky,چولده‌کی
çöldür,xu3wldr,چولدر
çöller,xu3wllr,چوللر
çöllerde,xu3wllrdh,چوللرده
çöllerden,xu3wllrdbo1,چوللردن
çöllere,xu3wllrh,چوللره
çöllerinde,xu3wllrbo1dh,چوللرنده
çöllerine,xu3wllrybo1h,چوللرینه
çöllerini,xu3wllrybo1y,چوللرینی
çöllük,xu3wllk,چوللک
çölü'ne,xu3wlbo1h,چولنه
çölün,xu3wlko3,چولڭ
çömel,xu3wml,چومل
çömelmek,xu3wmlmk,چوملمک
çömelt,xu3wmlbo2,چوملت
çömeltmek,xu3wmlbo2mk,چوملتمک
çömez,xu3wmro1,چومز
çömlek,xu3wmlk,چوملک
çömlekhesabı,xu3wmlk xsebu1y,چوملک حسابی
çömlekkebabı,xu3wmlk kbu1ebu1y,چوملک کبابی
çömleklerde,xu3wmlklrdh,چوملکلرده
çömlekçi,xu3wmlkxu1y,چوملکجی
çöp,xu3wbu3,چوپ
çöpatlamaz,xu3wbu3 eo6bo2lemero1,چوپ آتلاماز
çöpcü,xu3wbu3xu1y,چوپجی
çöpleme,xu3wbu3lh<>mh||,چوپله‌مه‌
çöpleme,xu3wbu3lh||mh,چوپله‌مه
çöplen,xu3wbu3lh<>bo1,چوپله‌ن
çöplenmek,xu3wbu3lh<>bo1mk,چوپله‌نمک
çöplenmek,xu3wbu3lh||bo1mk,چوپله‌نمک
çöplük,xu3wbu3lk,چوپلک
çöpçatan,xu3wbu3 xu3ebo2ebo1,چوپ چاتان
çöpün,xu3wbu3ko3,چوپڭ
çör-çöpten,xu3wrxu3wbu3dbo1,چورچوپدن
çörek,xu3wrk,چورک
çöreklen,xu3wrh<>klh<>bo1,چوره‌کله‌ن
çöreklenmek,xu3wrh<>klh<>bo1mk,چوره‌کله‌نمک
çöreklenmek,xu3wrh||klh||bo1mk,چوره‌کله‌نمک
çöreklenmiş,xu3wrklbo1mso3,چورکلنمش
çörekotu,xu3wrk ewbo2y,چورک اوتی
çörekten,xu3wrkdbo1,چورکدن
çörçöp,xu3wrxu3wbu3,چورچوپ
çöven,xu3wkbo1,چوکن
çöven,xu3wko7bo1,چوگن
çöven,xu3wwh<>bo1,چووه‌ن
çöven,xu3wwh||bo1,چووه‌ن
çöz,xu3wro1,چوز
çözdür,xu3wro1dwr,چوزدور
çözdürmek,xu3wro1dwrmk,چوزدورمک
çözdürüyor,xu3wro1dyryywr,چوزدیرییور
çözemedik,xu3wro1h||mdk,چوزه‌مدک
çözemedikleri,xu3wro1h||mdklry,چوزه‌مدکلری
çözemez,xu3wro1h||mro1,چوزه‌مز
çözer,xu3wro1r,چوزر
çözgü,xu3wro1ko7w,چوزگو
çözme,xu3wro1mh,چوزمه
çözme,xu3wro1mh||,چوزمه‌
çözmek,xu3wro1mk,چوزمک
çözmekten,xu3wro1mkdbo1,چوزمکدن
çözsün,xu3wro1swbo1,چوزسون
çözük,xu3wro1wk,چوزوک
çözül,xu3wro1wl,چوزول
çözülmek,xu3wro1lmk,چوزلمک
çözülmek,xu3wro1wlmk,چوزولمک
çözülmez,xu3wro1wlmro1,چوزولمز
çözülmüş,xu3wro1lmso3,چوزلمش
çözülse,xu3wro1wlsh,چوزولسه
çözülü,xu3wro1bu2lw,چوزيلو
çözülü,xu3wro1ylw,چوزیلو
çözülüp,xu3wro1wlwbu1,چوزولوب
çözülür,xu3wro1wlwr,چوزولور
çözülüyor,xu3wro1ylyywr,چوزیلییور
çöğen,xu3wkbo1,چوکن
çöğür,xu3wko7wr,چوگور
çû,xu3w,چو
çûb,xu3wbu1,چوب
çûbek,xu3wbu1k,چوبک
çûbân,xu3wbu1ebo1,چوبان
çûn,xu3wbo1,چون
çün,xu3bo1,چن
çün,xu3wbo1,چون
çünki,xu3wbo1kh,چونکه
çünki,xu3wbo1kh||,چونکه‌
çünkü,xu3wbo1kh,چونکه
çünkü,xu3wbo1kh||,چونکه‌
çürü,xu3wrw,چورو
çürüdüm,xu3wrwdm,چورودم
çürük,xu3wrwk,چوروک
çürüklük,xu3wrwklk,چوروکلک
çürüklüğünü,xu3wrwklko7bo1y,چوروکلگنی
çürüktür,xu3wrwkdr,چوروکدر
çürüme,xu3wrbu2mh,چوريمه
çürüme,xu3wrymh||,چوریمه‌
çürümek,xu3wrwmk,چورومک
çürümekle,xu3wrwmklh,چورومکله
çürümekte,xu3wrwmkdh,چورومکده
çürümelerden,xu3wrwmh||lrdbo1,چورومه‌لردن
çürümelerini,xu3wrwmh||lrybo1y,چورومه‌لرینی
çürümemiş,xu3wrwmh||mso3,چورومه‌مش
çürümeye,xu3wrwmko7h,چورومگه
çürümüş,xu3wrwmso3,چورومش
çürür,xu3wrwr,چورور
çürüse,xu3wrwsh,چوروسه
çürüsün,xu3wrwswbo1,چوروسون
çürüt,xu3wrwbo2,چوروت
çürütebilirler,xu3wrwbo2h||bu1ylyrlr,چوروته‌بیلیرلر
çürütecek,xu3wrwbo2h||xu1k,چوروته‌جک
çürütemedikleri,xu3wrwbo2h||mdklry,چوروته‌مدکلری
çürütemediklerinden,xu3wrwbo2h||mdklrbo1dbo1,چوروته‌مدکلرندن
çürütemediler,xu3wrwbo2h||mdylr,چوروته‌مدیلر
çürütemez,xu3wrwbo2h||mro1,چوروته‌مز
çürütemiyor,xu3wrwbo2h||myywr,چوروته‌مییور
çürüten,xu3wrwbo2bo1,چوروتن
çürütmediği,xu3wrwbo2mdyko7y,چوروتمدیگی
çürütmek,xu3wrwbo2mk,چوروتمک
çürütmekle,xu3wrwbo2mklh,چوروتمکله
çürütmekten,xu3wrwbo2mkdbo1,چوروتمکدن
çürütmemek,xu3wrwbo2mh||mk,چوروتمه‌مک
çürütmeye,xu3wrwbo2mh||yh,چوروتمه‌یه
çürütmeyecek,xu3wrwbo2myh||xu1k,چوروتمیه‌جک
çürütmeyi,xu3wrwbo2mh||yy,چوروتمه‌یی
çürütmeğe,xu3wrwbo2mko7h,چوروتمگه
çürütmüş,xu3wrwbo2mso3,چوروتمش
çürütmüştür,xu3wrwbo2mso3dr,چوروتمشدر
çürütse,xu3wrwbo2sh,چوروتسه
çürütsünler,xu3wrwbo2swbo1lr,چوروتسونلر
çürüttükleri,xu3wrwbo2dklry,چوروتدکلری
çürüttüğüm,xu3wrwbo2dyko7m,چوروتدیگم
çürütül,xu3wrwbo2wl,چوروتول
çürütülebilir,xu3wrwbo2ylh||bu1ylyr,چوروتیله‌بیلیر
çürütülemez,xu3wrwbo2wlh||mro1,چوروتوله‌مز
çürütülerek,xu3wrwbo2ylh||rk,چوروتیله‌رک
çürütülmek,xu3wrwbo2wlmk,چوروتولمک
çürütülmesine,xu3wrwbo2wlmh||sbo1h,چوروتولمه‌سنه
çürütülmeye,xu3wrwbo2wlmko7h,چوروتولمگه
çürütülmez,xu3wrwbo2wlmro1,چوروتولمز
çürütülmüş,xu3wrwbo2ylmso3,چوروتیلمش
çürütüp,xu3wrwbo2wbu1,چوروتوب
çürütür,xu3wrwbo2wr,چوروتور
çürütüyor,xu3wrwbo2wywr,چوروتویور
çürütüyorlar,xu3wrwbo2wywrlr,چوروتویورلر
çürüyeceklerdir,xu3wrwyh||xu1klrdr,چورویه‌جکلردر
çürüyeceksin,xu3wrwyh||xu1ksko3,چورویه‌جکسڭ
çürüyecektir,xu3wryyh||xu1kdr,چورییه‌جکدر
çürüyen,xu3wrwybo1,چوروین
çürüyor,xu3wrwywr,چورویور
çürüyorduk,xu3wrwywrdfo2,چورویوردق
çürüyünceye,xu3wrwybo1xu1h||yh,چوروینجه‌یه
çürüyüp cerahat olmak,xu3wrwywbu1 xu1rexbo2 ew,چورویوب جراحت او
çürüyüp cerâhat olmak,xu3wrwbu2wbu1 xu1rexbo2 ew,چورويوب جراحت او
çürüyüp,xu3wrwywbu1,چورویوب
çürüğe çıkarmak,xu3wrwkh xu3bu2fo2ermfo2,چوروکه چيقارمق
çürüğe çıkarmak,xu3wrwkh xu3yfo2ermfo2,چوروکه چیقارمق
çürüğe çıkmak,xu3wrwkh xu3bu2fo2mfo2,چوروکه چيقمق
çürüğe çıkmak,xu3wrwkh xu3yfo2mfo2,چوروکه چیقمق
çürüğünden,xu3wrwko7bo1dbo1,چوروگندن
çürüğünü,xu3wrwko7bo1y,چوروگنی
çüst,xu3sbo2,چست
çüsti,xu3sbo2y,چستی
çüstî,xu3sbo2y,چستی
çüval,xu3wel,چوال
çüvalduz,xu3weldwro1,چوالدوز
çüvaldûz,xu3weldwro1,چوالدوز
çüvâl,xu3wel,چوال
çüş,xu3wso3,چوش
çıban,xu3bu1ebo1,چبان
çıban,xu3ybu1ebo1,چیبان
çıbanı,xu3ybu1ebo1y,چیبانی
çıfıt,xu3yfo1ybo2,چیفیت
çıfıtlık,xu3fo1ybo2lfo2,چفیتلق
çıfıtlık,xu3yfo1ybo2lfo2,چیفیتلق
çık,xu3yfo2,چیق
çıkabilir,xu3yfo2h||bu1ylyr,چیقه‌بیلیر
çıkabilirler,xu3yfo2h||bu1ylyrlr,چیقه‌بیلیرلر
çıkabilirsin,xu3yfo2h||bu1ylyrsko3,چیقه‌بیلیرسڭ
çıkabilmek,xu3yfo2h||bu1ylmk,چیقه‌بیلمک
çıkabilmekliğimiz,xu3yfo2h||bu1ylmklko7mro1,چیقه‌بیلمکلگمز
çıkabilmesinden,xu3yfo2h||bu1ylmh||sbo1dbo1,چیقه‌بیلمه‌سندن
çıkabilmişler,xu3yfo2h||bu1ylmso3lr,چیقه‌بیلمشلر
çıkabilsin,xu3yfo2h||bu1ylsybo1,چیقه‌بیلسین
çıkacak yer,xu3bu2fo2h xu1fo2 bu2r,چيقه جق ير
çıkacak yer,xu3yfo2h xu1fo2 yr,چیقه جق یر
çıkacak,xu3yfo2h||xu1fo2,چیقه‌جق
çıkacaklar,xu3yfo2h||xu1fo2lr,چیقه‌جقلر
çıkacaklarına,xu3yfo2h||xu1fo2lrybo1h,چیقه‌جقلرینه
çıkacaklarını,xu3yfo2h||xu1fo2lrybo1y,چیقه‌جقلرینی
çıkacaksın,xu3yfo2h||xu1fo2sko3,چیقه‌جقسڭ
çıkacaksınız,xu3yfo2h||xu1fo2sko3ro1,چیقه‌جقسڭز
çıkacaktı,xu3yfo2h||xu1fo2dy,چیقه‌جقدی
çıkacaktım,xu3yfo2h||xu1fo2dm,چیقه‌جقدم
çıkacaktınız,xu3yfo2h||xu1fo2dyko3ro1,چیقه‌جقدیڭز
çıkacaktır,xu3yfo2h||xu1fo2dr,چیقه‌جقدر
çıkacağı,xu3yfo2h||xu1ao1y,چیقه‌جغی
çıkacağım,xu3yfo2h||xu1ao1m,چیقه‌جغم
çıkacağına,xu3yfo2h||xu1ao1bo1h,چیقه‌جغنه
çıkacağını,xu3yfo2h||xu1ao1bo1y,چیقه‌جغنی
çıkacağız,xu3yfo2h||xu1ao1ro1,چیقه‌جغز
çıkageldi,xu3yfo2h||ko7ldy,چیقه‌گلدی
çıkalım,xu3yfo2elm,چیقالم
çıkamadı,xu3yfo2emdy,چیقامدی
çıkamadık,xu3yfo2emdfo2,چیقامدق
çıkamadıkları,xu3yfo2emdfo2lry,چیقامدقلری
çıkamadıklarından,xu3yfo2emdfo2lrbo1dbo1,چیقامدقلرندن
çıkamadım,xu3yfo2emdm,چیقامدم
çıkamadığı,xu3yfo2emdyao1y,چیقامدیغی
çıkamadığından,xu3yfo2emdyao1bo1dbo1,چیقامدیغندن
çıkamamaktadır,xu3yfo2ememfo2dh||dr,چیقامامقده‌در
çıkamamaları,xu3yfo2emh||mlry,چیقامه‌ملری
çıkamayacağını,xu3yfo2emyh||xu1ao1bo1y,چیقامیه‌جغنی
çıkamayan,xu3yfo2emyebo1,چیقامیان
çıkamayıp,xu3yfo2h||mywbu1,چیقه‌میوب
çıkamaz,xu3yfo2emero1,چیقاماز
çıkamazlar,xu3yfo2emero1lr,چیقامازلر
çıkamazsınız,xu3yfo2emero1sko3ro1,چیقامازسڭز
çıkamıyan,xu3yfo2emyebo1,چیقامیان
çıkamıyor,xu3yfo2emyywr,چیقامییور
çıkamıyorlar,xu3yfo2emyywrlr,چیقامییورلر
çıkamıyorsan,xu3yfo2emyywrsh||ko3,چیقامییورسه‌ڭ
çıkamıyorum,xu3yfo2emyywrm,چیقامییورم
çıkan,xu3yfo2ebo1,چیقان
çıkana,xu3yfo2ebo1h,چیقانه
çıkanlar,xu3yfo2ebo1lr,چیقانلر
çıkanları,xu3yfo2ebo1lry,چیقانلری
çıkanların,xu3yfo2ebo1lrko3,چیقانلرڭ
çıkar sokak,xu3bu2fo2erzwfo2efo2,چيقارصوقاق
çıkar sokak,xu3yfo2erzwfo2efo2,چیقارصوقاق
çıkar,xu3yfo2er,چیقار
çıkar-çıkmaz,xu3yfo2er xu3yfo2mero1,چیقار چیقماز
çıkarabildik,xu3yfo2erh||bu1yldk,چیقاره‌بیلدک
çıkarabileceğimiz,xu3yfo2erh||bu1ylh||xu1ko7mro1,چیقاره‌بیله‌جگمز
çıkarabileceğinden,xu3yfo2erh||bu1ylh||xu1ko7bo1dbo1,چیقاره‌بیله‌جگندن
çıkarabilir,xu3yfo2erh||bu1ylyr,چیقاره‌بیلیر
çıkarabilse,xu3yfo2erh||bu1ylsh,چیقاره‌بیلسه
çıkarabilsin,xu3yfo2erh||bu1ylsybo1,چیقاره‌بیلسین
çıkaracak,xu3yfo2erh||xu1fo2,چیقاره‌جق
çıkaracaklar,xu3yfo2erh||xu1fo2lr,چیقاره‌جقلر
çıkaracaklarmış,xu3yfo2erh||xu1fo2lrmso3,چیقاره‌جقلرمش
çıkaracaktır,xu3yfo2erh||xu1fo2dr,چیقاره‌جقدر
çıkaracağım,xu3yfo2erh||xu1ao1m,چیقاره‌جغم
çıkarak,xu3yfo2h||rfo2,چیقه‌رق
çıkaramadık,xu3yfo2eremdfo2,چیقارامدق
çıkaramadıkları,xu3yfo2eremdfo2lry,چیقارامدقلری
çıkaramadılar,xu3yfo2eremdylr,چیقارامدیلر
çıkaramadım,xu3yfo2erh||mdm,چیقاره‌مدم
çıkaramadığı,xu3yfo2eremdyao1y,چیقارامدیغی
çıkaramayan,xu3yfo2eremyebo1,چیقارامیان
çıkaramaz,xu3yfo2eremero1,چیقاراماز
çıkaramazlar,xu3yfo2eremero1lr,چیقارامازلر
çıkaramazsın,xu3yfo2eremero1sko3,چیقارامازسڭ
çıkaramıyanlara,xu3yfo2eremyebo1lrh,چیقارامیانلره
çıkaran,xu3yfo2erebo1,چیقاران
çıkaranlar,xu3yfo2erebo1lr,چیقارانلر
çıkaranlara,xu3yfo2erebo1lrh,چیقارانلره
çıkaranların,xu3yfo2erebo1lrko3,چیقارانلرڭ
çıkararak,xu3yfo2erh||rfo2,چیقاره‌رق
çıkarayım,xu3yfo2ereym,چیقارایم
çıkardı,xu3yfo2erdy,چیقاردی
çıkardık,xu3yfo2erdfo2,چیقاردق
çıkardıkları,xu3yfo2erdfo2lry,چیقاردقلری
çıkardıklarını,xu3yfo2erdfo2lrybo1y,چیقاردقلرینی
çıkardılar,xu3yfo2erdylr,چیقاردیلر
çıkardın,xu3yfo2erdko3,چیقاردڭ
çıkardınız,xu3yfo2erdyko3ro1,چیقاردیڭز
çıkardığı,xu3yfo2erdyao1y,چیقاردیغی
çıkardığımız,xu3yfo2erdyao1mro1,چیقاردیغمز
çıkardığını,xu3yfo2erdyao1bo1y,چیقاردیغنی
çıkardığınız,xu3yfo2erdyao1ko3ro1,چیقاردیغڭز
çıkarken,xu3yfo2erkbo1,چیقارکن
çıkarlar,xu3yfo2erlr,چیقارلر
çıkarma,xu3yfo2ermh,چیقارمه
çıkarmadık,xu3yfo2ermdfo2,چیقارمدق
çıkarmadım,xu3yfo2ermdm,چیقارمدم
çıkarmadığına,xu3yfo2ermdyao1bo1h,چیقارمدیغنه
çıkarmak,xu3bu2fo2ermfo2,چيقارمق
çıkarmak,xu3bu2fo2rmfo2,چيقرمق
çıkarmak,xu3yfo2ermfo2,چیقارمق
çıkarmak,xu3yfo2rmfo2,چیقرمق
çıkarmakla,xu3yfo2ermfo2lh,چیقارمقله
çıkarmaktan,xu3yfo2ermfo2dbo1,چیقارمقدن
çıkarmaktı,xu3yfo2ermfo2dy,چیقارمقدی
çıkarmaktır,xu3yfo2ermfo2dr,چیقارمقدر
çıkarmalı,xu3yfo2ermly,چیقارملی
çıkarmamak,xu3yfo2ermemfo2,چیقارمامق
çıkarmamanızı,xu3yfo2ermemko3ro1y,چیقارمامڭزی
çıkarmamış,xu3yfo2ermemso3,چیقارمامش
çıkarmasiyle,xu3yfo2ermesylh,چیقارماسیله
çıkarması,xu3yfo2ermsy,چیقارمسی
çıkarmasın,xu3yfo2ermesybo1,چیقارماسین
çıkarmasına,xu3yfo2ermsbo1h,چیقارمسنه
çıkarmasını,xu3yfo2ermesbo1y,چیقارماسنی
çıkarmasının,xu3yfo2ermsbo1ko3,چیقارمسنڭ
çıkarmasıyla,xu3yfo2ermsylh,چیقارمسیله
çıkarmaya,xu3yfo2ermao1h,چیقارمغه
çıkarmayacağım,xu3yfo2ermyh||xu1ao1m,چیقارمیه‌جغم
çıkarmayacağınızdan,xu3yfo2ermyh||xu1ao1ko3ro1dbo1,چیقارمیه‌جغڭزدن
çıkarmaz,xu3yfo2ermero1,چیقارماز
çıkarmazsa,xu3yfo2ermero1sh,چیقارمازسه
çıkarmağa,xu3yfo2ermao1h,چیقارمغه
çıkarmıyor,xu3yfo2ermyywr,چیقارمییور
çıkarmıyorlar,xu3yfo2ermyywrlr,چیقارمییورلر
çıkarmış,xu3yfo2ermso3,چیقارمش
çıkarmışlar,xu3yfo2ermso3lr,چیقارمشلر
çıkarmışsınız,xu3yfo2ermso3sko3ro1,چیقارمشسڭز
çıkarmıştı,xu3yfo2ermso3dy,چیقارمشدی
çıkarmıştınız,xu3yfo2ermso3dyko3ro1,چیقارمشدیڭز
çıkarmıştır,xu3yfo2ermso3dr,چیقارمشدر
çıkarsa,xu3yfo2ersh,چیقارسه
çıkarsalar,xu3yfo2ersh||lr,چیقارسه‌لر
çıkarsan,xu3yfo2ersh||ko3,چیقارسه‌ڭ
çıkarsın,xu3yfo2ersybo1,چیقارسین
çıkarsınız,xu3yfo2ersko3ro1,چیقارسڭز
çıkart,xu3yfo2erbo2,چیقارت
çıkartacağız,xu3yfo2erbo2h||xu1ao1ro1,چیقارته‌جغز
çıkartan,xu3yfo2erbo2ebo1,چیقارتان
çıkartarak,xu3yfo2erbo2erfo2,چیقارتارق
çıkartma,xu3yfo2erbo2mh,چیقارتمه
çıkartma,xu3yfo2erbo2mh||,چیقارتمه‌
çıkartmadan,xu3yfo2erbo2mh||dbo1,چیقارتمه‌دن
çıkartmak,xu3yfo2erbo2mfo2,چیقارتمق
çıkartmakla,xu3yfo2erbo2mfo2lh,چیقارتمقله
çıkartmıştır,xu3yfo2erbo2mso3dr,چیقارتمشدر
çıkartsın,xu3yfo2erbo2sybo1,چیقارتسین
çıkarttı,xu3yfo2erbo2dy,چیقارتدی
çıkarttıran,xu3yfo2erbo2dyrebo1,چیقارتدیران
çıkartılamaz,xu3yfo2erbo2ylemero1,چیقارتیلاماز
çıkartılarak,xu3yfo2erbo2ylerfo2,چیقارتیلارق
çıkartılır,xu3yfo2erbo2ylyr,چیقارتیلیر
çıkartılıyor,xu3yfo2erbo2ylyywr,چیقارتیلییور
çıkartılıyormuş,xu3yfo2erbo2ylyywrmso3,چیقارتیلییورمش
çıkartır,xu3yfo2erbo2yr,چیقارتیر
çıkartıyor,xu3yfo2erbo2yywr,چیقارتییور
çıkartıyorlar,xu3yfo2erbo2yywrlr,چیقارتییورلر
çıkarıcı,xu3yfo2eryxu1y,چیقاریجی
çıkarıl,xu3yfo2eryl,چیقاریل
çıkarılacak,xu3yfo2erylh||xu1fo2,چیقاریله‌جق
çıkarılan,xu3yfo2erylebo1,چیقاریلان
çıkarılarak,xu3yfo2erylh||rfo2,چیقاریله‌رق
çıkarıldı,xu3yfo2eryldy,چیقاریلدی
çıkarıldıktan,xu3yfo2eryldfo2dbo1,چیقاریلدقدن
çıkarıldığı,xu3yfo2eryldyao1y,چیقاریلدیغی
çıkarıldığından,xu3yfo2eryldyao1bo1dbo1,چیقاریلدیغندن
çıkarılmak,xu3yfo2erylmfo2,چیقاریلمق
çıkarılmamış,xu3yfo2erylmemso3,چیقاریلمامش
