
ş,so3,ش
şiar-ı,so3aeru4,شعارِ
şiara,so3aerh,شعاره
şiarı,so3aery,شعاری
şiarıdır,so3aerydr,شعاریدر
şiarımız,so3aerymro1,شعاریمز
şiarına,so3aerybo1h,شعارینه
şiarını,so3aerybo1y,شعارینی
şiarıyla,so3aerylh,شعاریله
şibh,so3bu1h,شبه
şibh,so3bu1h||,شبه‌
şibh-i cezire,so3bu1h xu1ro1yrh||,شبه جزیره‌
şibh-i cezîre,so3bu1h xu1ro1yrh,شبه جزیره
şibh-i main,so3bu1h maybo1,شبه معین
şibh-i maîn,so3bu1h mabu2bo1,شبه معين
şibh-i münharif,so3bu1h mbo1xrfo1,شبه منحرف
şibhi-cezire,so3bu1h xu1ro1yrh||,شبه جزیره‌
şibhi-cezîre,so3bu1h xu1ro1bu2rh,شبه جزيره
şica',so3xu1ea,شجاع
şica’,so3xu1ea,شجاع
şicâ',so3xu1ea,شجاع
şiddet,so3dbo2,شدت
şiddet,so3do8bo2,شدّت
şiddet-i takva,so3u4do4o8bo2u4 bo2o4fo2o0wo4e,شِدَّتِ تَقْوَا
şiddet-i takvâ,so3u4do4o8bo2u4 bo2o4fo2o0wo4e,شِدَّتِ تَقْوَا
şiddet-i zuhur,so3u4do4o8bo2u4 to1o9ho9wro0,شِدَّتِ ظُهُورْ
şiddet-i zuhûr,so3u4do4o8bo2u4 to1o9ho9wro0,شِدَّتِ ظُهُورْ
şiddet-i,so3do8bo2u4,شدّتِ
şiddet-üz,so3do8ho2 el,شدّة ال
şiddete,so3do8bo2h,شدّته
şiddeten,so3do8ho2o44,شدّةً
şiddeti,so3do8bo2y,شدّتی
şiddetimle,so3do8bo2mlh,شدّتمله
şiddetin,so3do8bo2ko3,شدّتڭ
şiddetinden,so3do8bo2bo1dbo1,شدّتندن
şiddetine,so3do8bo2bo1h,شدّتنه
şiddetini,so3do8bo2bo1y,شدّتنی
şiddetiyle,so3do8bo2ylh,شدّتیله
şiddetle,so3do8bo2lh,شدّتله
şiddetlendi,so3do8bo2lbo1dy,شدّتلندی
şiddetlendikçe,so3do8bo2lbo1dkxu1h,شدّتلندکجه
şiddetlendir,so3dbo2lbo1dyr,شدتلندیر
şiddetlendirdi,so3do8bo2lbo1dyrdy,شدّتلندیردی
şiddetlendirir,so3do8bo2lbo1dyrr,شدّتلندیرر
şiddetlendirmek,so3dbo2lbo1dbu2rmk,شدتلنديرمک
şiddetlendirmek,so3dbo2lbo1dyrmk,شدتلندیرمک
şiddetlendirmek,so3do8bo2lbo1dyrmk,شدّتلندیرمک
şiddetlendirmiş,so3do8bo2lbo1dyrmso3,شدّتلندیرمش
şiddetlenen,so3do8bo2lh||bo1bo1,شدّتله‌نن
şiddetlenip,so3do8bo2lh||bo1wbu1,شدّتله‌نوب
şiddetlenir,so3do8bo2lh||bo1yr,شدّتله‌نیر
şiddetleniyor,so3do8bo2lh||bo1yywr,شدّتله‌نییور
şiddetlenmektedir,so3do8bo2lbo1mkdh||dr,شدّتلنمکده‌در
şiddetlenmiş,so3do8bo2lbo1mso3,شدّتلنمش
şiddetlenmiştir,so3do8bo2lbo1mso3dr,شدّتلنمشدر
şiddetlerden,so3do8bo2lrdbo1,شدّتلردن
şiddetleri,so3do8bo2lry,شدّتلری
şiddetlerimde,so3do8bo2lrmdh,شدّتلرمده
şiddetlerini,so3do8bo2lrybo1y,شدّتلرینی
şiddetli,so3d bo2lw,شد تلو
şiddetli,so3dbo2lw,شدتلو
şiddetli,so3dbo2ly,شدتلی
şiddetli,so3do8bo2ly,شدّتلی
şiddetlidir,so3do8bo2lydr,شدّتلیدر
şiddetlilerini,so3do8bo2lylrybo1y,شدّتلیلرینی
şiddetlisi,so3do8bo2lysy,شدّتلیسی
şiddetsiz,so3do8bo2sro1,شدّتسز
şiddette,so3do8bo2dh,شدّتده
şiddetten,so3do8bo2dbo1,شدّتدن
şifa kabul etmez,so3fo1e fo2bu1wl eybo2mro1,شفا قبول ایتمز
şifa vermek,so3fo1ewyrmk,شفاویرمک
şifa',so3fo1ec,شفاء
şifa,so3fo1e,شفا
şifa,so3fo1ec,شفاء
şifa-bahş,so3fo1ebu1xo1so3,شفابخش
şifa-i,so3fo1ecu4,شفاءِ
şifa-resan,so3fo1ersebo1,شفارسان
şifa-yı,so3fo1eyu4,شفایِ
şifabahş,so3fo1ebu1xo1so3,شفابخش
şifada,so3fo1edh,شفاده
şifadan,so3fo1edbo1,شفادن
şifadar,so3fo1eder,شفادار
şifadarane,so3fo1ederebo1h,شفادارانه
şifadır,so3fo1edr,شفادر
şifah,so3fo1eh||,شفاه‌
şifahane,so3fo1exo1ebo1h||,شفاخانه‌
şifahane-i,so3fo1exo1ebo1hu4,شفاخانهِ
şifahanesi,so3fo1exo1ebo1h||sy,شفاخانه‌سی
şifahanesinden,so3fo1exo1ebo1h||sbo1dbo1,شفاخانه‌سندن
şifahen,so3fo1ehe,شفاها
şifahen,so3fo1eheo44,شفاهاً
şifahen,so3fo1eho44e,شفاهًا
şifahen,so3u4fo1o4eho44e,شِفَاهًا
şifahi,so3fo1ehy,شفاهی
şifahî,so3fo1ehy,شفاهی
şifakar,so3fo1eker,شفاکار
şifakâr,so3fo1eker,شفاکار
şifakâr-ı,so3fo1eker,شفاکار
şifakâraneden,so3fo1ekerebo1h||dbo1,شفاکارانه‌دن
şifalar,so3fo1elr,شفالر
şifalarını,so3fo1elrybo1y,شفالرینی
şifalı,so3fo1elw,شفالو
şifalı,so3fo1ely,شفالی
şifanapezir,so3fo1ebo1ebu3do1yr,شفاناپذیر
şifanın,so3fo1ebo1ko3,شفانڭ
şifaresan,so3fo1ersebo1,شفارسان
şifası,so3fo1esy,شفاسی
şifasına,so3fo1esbo1h,شفاسنه
şifasını,so3fo1esbo1y,شفاسنی
şifaya,so3fo1eyh,شفایه
şifayab,so3fo1eyebu1,شفایاب
şifayı,so3fo1eyy,شفایی
şifa’,so3fo1ec,شفاء
şifre,so3bu2fo1rh||,شيفره‌
şifre,so3fo1rh,شفره
şifre,so3fo1rh||,شفره‌
şifre,so3yfo1rh<>,شیفره‌
şifre,xu1fo1rh,جفره
şifre-i,so3fo1rhu4,شفرهِ
şifre-misal,so3fo1rh||mbo3el,شفره‌مثال
şifredir,so3fo1rh||dr,شفره‌در
şifreler,so3fo1rh||lr,شفره‌لر
şifrelerdir,so3fo1rh||lrdr,شفره‌لردر
şifreleri,so3fo1rh||lry,شفره‌لری
şifrelerin,so3fo1rh||lrko3,شفره‌لرڭ
şifrelerle,so3fo1rh||lrlh,شفره‌لرله
şifreli,so3bu2fo1rh||ly,شيفره‌لی
şifreli,so3fo1rh||ly,شفره‌لی
şifreli,so3yfo1rh<>ly,شیفره‌لی
şifrelidir,so3fo1rh||lydr,شفره‌لیدر
şifrenin,so3fo1rh||bo1ko3,شفره‌نڭ
şifresidir,so3fo1rh||sydr,شفره‌سیدر
şifrevari,so3fo1rh||wery,شفره‌واری
şifreyi,so3fo1rh||yy,شفره‌یی
şifriye-i,so3fo1ryh||u4,شفریه‌ِ
şifte,so3yfo1bo2h||,شیفته‌
şiftedil,so3yfo1bo2h dl,شیفته دل
şifâ kabûl etmez,so3fo1e fo2bu1wl ebu2bo2mro1,شفا قبول ايتمز
şifâ vermek,so3fo1ewbu2rmk,شفاويرمک
şifâ',so3fo1ec,شفاء
şifâ,so3fo1e,شفا
şifâbahş,so3fo1ebu1xo1so3,شفابخش
şifâh,so3fo1eh,شفاه
şifâhane,so3fo1exo1ebo1h,شفاخانه
şifâhen,so3fo1ehe,شفاها
şifâhen,so3fo1eheo44,شفاهاً
şifâhen,so3u4fo1o4eho44e,شِفَاهًا
şifâhâne,so3fo1exo1ebo1h,شفاخانه
şifâhî,so3fo1ehy,شفاهی
şifâlı,so3fo1elw,شفالو
şifâlı,so3fo1ely,شفالی
şifânâpezîr,so3fo1ebo1ebu3do1yr,شفاناپذیر
şifâresân,so3fo1ersebo1,شفارسان
şifâyâb,so3fo1eyebu1,شفایاب
şihab,so3hebu1,شهاب
şihab,so3u4ho4ebu1o0,شِهَابْ
şihe,so3yhh||,شیهه‌
şihâb,so3hebu1,شهاب
şihâb,so3u4ho4ebu1o0,شِهَابْ
şii,so3yay,شیعی
şiir,so3ar,شعر
şiir-i,so3aru4,شعرِ
şiiralud,so3ar eo6lwd,شعر آلود
şiirde,so3ardh,شعرده
şiirden,so3ardbo1,شعردن
şiire,so3arh,شعره
şiiri,so3ary,شعری
şiirimdeki,so3armdh||ky,شعرمده‌کی
şiirin,so3arko3,شعرڭ
şiirinde,so3arko3dh,شعرڭده
şiirini,so3arybo1y,شعرینی
şiirle,so3arlh,شعرله
şiirleri,so3arlry,شعرلری
şiirlerin,so3arlrko3,شعرلرڭ
şiirlerinde,so3arlrbo1dh,شعرلرنده
şiirlerinden,so3arlrbo1dbo1,شعرلرندن
şiirlerini,so3arlrybo1y,شعرلرینی
şiirleriyle,so3arlrylh,شعرلریله
şiirlerle,so3arlrlh,شعرلرله
şiirâlud,so3ar eo6lwd,شعر آلود
şiiyyet,so3yaybo2,شیعیت
şikaak,so3fo2efo2,شقاق
şikaf,so3kefo1,شکاف
şikak,so3fo2efo2,شقاق
şikakı,so3fo2efo2y,شقاقی
şikakından,so3fo2efo2bo1dbo1,شقاقندن
şikar etmek,so3kere,شکارا
şikar,so3ker,شکار
şikargah,so3kerko7eh||,شکارگاه‌
şikari,so3kery,شکاری
şikayat,so3keyebo2,شکایات
şikayat-ı,so3keyebo2u4,شکایاتِ
şikayet etmek,so3keybo2 e,شکایت ا
şikayet,so3kebu2bo2,شکايت
şikayet,so3keybo2,شکایت
şikayete,so3keybo2h,شکایته
şikayeti,so3keybo2y,شکایتی
şikayetindeki,so3keybo2bo1dh||ky,شکایتنده‌کی
şikayetinden,so3keybo2bo1dbo1,شکایتندن
şikayetiyle,so3keybo2ylh,شکایتیله
şikayetler,so3keybo2lr,شکایتلر
şikayetlere,so3keybo2lrh,شکایتلره
şikayetlerin,so3keybo2lrko3,شکایتلرڭ
şikayetname,so3keybo2  bo1emh||,شکایت  نامه‌
şikayetname,so3keybo2 bo1emh||,شکایت نامه‌
şikayetname,so3keybo2bo1emh||,شکایتنامه‌
şikayette,so3keybo2dh,شکایتده
şikayetçi,so3keybo2xu1y,شکایتجی
şikem,so3km,شکم
şikem-perver,so3km||bu3rwr,شکم‌پرور
şikembe,so3kmbu1h,شکمبه
şikembe,so3kmbu1h||,شکمبه‌
şikemderd,so3km drd,شکم درد
şikemperest,so3km bu3rsbo2,شکم پرست
şikemperver,so3km bu3rwr,شکم پرور
şikemperver,so3km||bu3rwr,شکم‌پرور
şikemperver,so3u4ko4mo0bu3o4ro0wo4ro0,شِکَمْپَرْوَرْ
şiken,so3kbo1,شکن
şikence,so3kbo1xu1h,شکنجه
şikence,so3kbo1xu1h||,شکنجه‌
şikest,so3ksbo2,شکست
şikeste,so3ksbo2h,شکسته
şikeste,so3ksbo2h||,شکسته‌
şikestebal,so3ksbo2h bu1el,شکسته بال
şikestebeste,so3ksbo2h bu1sbo2h,شکسته بسته
şikestebeste,so3ksbo2h bu1sbo2h||,شکسته بسته‌
şikestebâl,so3ksbo2h bu1el,شکسته بال
şikestedil,so3ksbo2h dl,شکسته دل
şikestetali',so3ksbo2h tela,شکسته طالع
şikestetali’,so3ksbo2h tela,شکسته طالع
şikestetâli',so3ksbo2h tela,شکسته طالع
şikk-i muhali̇f,so3u4fo2u4o8 mo9xo1o4elu4fo1o0,شِقِّ مُخَالِفْ
şikk-i muhâlif,so3u4fo2u4o8 mo9xo1o4elu4fo1o0,شِقِّ مُخَالِفْ
şikâf,so3kefo1,شکاف
şikâr etmek,so3kere,شکارا
şikâr,so3ker,شکار
şikârgah,so3kerko7eh,شکارگاه
şikârî,so3kery,شکاری
şikâyet etmek,so3kebu2bo2 e,شکايت ا
şikâyet,so3kebu2bo2,شکايت
şikâyet,so3keybo2,شکایت
şikâyetler,so3keybo2lr,شکایتلر
şikâyetnâme,so3kebu2bo2bo1emh,شکايتنامه
şikâyetnâme,so3keybo2  bo1emh,شکایت  نامه
şikâyetnâme,so3keybo2 bo1emh,شکایت نامه
şikâyetçi,so3kebu2bo2xu1y,شکايتجی
şikâyât,so3keyebo2,شکایات
şile,so3ylh||,شیله‌
şilte,so3bu2lbo2h||,شيلته‌
şilte,so3lbo2h,شلته
şilte,so3lbo2h||,شلته‌
şilte,so3ylbo2h<>,شیلته‌
şimal,so3mel,شمال
şimal,so3u4mo4elo0,شِمَالْ
şimal-i,so3melu4,شمالِ
şimalde,so3meldh,شمالده
şimaldeki,so3meldh||ky,شمالده‌کی
şimalden,so3meldbo1,شمالدن
şimale,so3melh,شماله
şimalen,so3mele,شمالا
şimalen,so3meleo44,شمالاً
şimali,so3mely,شمالی
şimalin,so3melko3,شمالڭ
şimalinde,so3melbo1dh,شمالنده
şimalî,so3mely,شمالی
şimalîdeki,so3melydh||ky,شمالیده‌کی
şimalîden,so3melydbo1,شمالیدن
şimalînin,so3melybo1ko3,شمالینڭ
şimalîsinde,so3melysbo1dh,شمالیسنده
şimalîsinden,so3melysbo1dbo1,شمالیسندن
şimalîye,so3mely||yh,شمالی‌یه
şimdi bile,so3mdy bu1bu2lh,شمدی بيله
şimdi bile,so3mdy bu1ylh||,شمدی بیله‌
şimdi,so3bu2mdy,شيمدی
şimdi,so3mdy,شمدی
şimdi,so3ymdy,شیمدی
şimdiden geri,so3mdbu2dbo1 kbu2rw,شمديدن کيرو
şimdiden geri,so3mdydbo1 kyrw,شمدیدن کیرو
şimdiden,so3bu2mdbo1,شيمدن
şimdiden,so3bu2mdbu2dbo1,شيمديدن
şimdiden,so3ymdbo1,شیمدن
şimdiden,so3ymdydbo1,شیمدیدن
şimdiki vakit,so3mdbu2ky wfo2bo2,شمديکی وقت
şimdiki vakit,so3mdyky wfo2bo2,شمدیکی وقت
şimdiki,so3bu2mdbu2ky,شيمديکی
şimdiki,so3mdbu2ky,شمديکی
şimdiki,so3mdyky,شمدیکی
şimdiki,so3ymdyky,شیمدیکی
şimdikilere,so3ymdykylrh,شیمدیکیلره
şimdikinden,so3ymdykbo1dbo1,شیمدیکندن
şimdikinin,so3ymdykbo1ko3,شیمدیکنڭ
şimdilik,so3bu2mdbu2lk,شيمديلک
şimdilik,so3mdbu2lk,شمديلک
şimdilik,so3mdylk,شمدیلک
şimdilik,so3ymdylk,شیمدیلک
şimdiye gelince,so3mdy bu2h klbo1xu1h,شمدی يه کلنجه
şimdiye gelince,so3mdy yh klbo1xu1h||,شمدی یه کلنجه‌
şimdiye kadar,so3mdy bu2h fo2dr,شمدی يه قدر
şimdiye kadar,so3mdy yh fo2dr,شمدی یه قدر
şimdiye,so3ymdy||yh,شیمدی‌یه
şimendifer,so3bu2mbo1dwfo1r,شيمندوفر
şimendifer,so3mbo1dwfo1r,شمندوفر
şimendifer,so3u4bu2mo4bo1o0du4bu2fo1o4ro0,شِيمَنْدِيفَرْ
şimendifer,so3u4ymo4bo1o0du4yfo1o4ro0,شِیمَنْدِیفَرْ
şimendifer,so3ymbo1dwfo1r,شیمندوفر
şimendifer-i,so3mbo1dwfo1ru4,شمندوفرِ
şimendiferde,so3mbo1dwfo1rdh,شمندوفرده
şimendiferdeki,so3mbo1dwfo1rdh||ky,شمندوفرده‌کی
şimendiferden,so3mbo1dwfo1rdbo1,شمندوفردن
şimendiferdir,so3mbo1dwfo1rdr,شمندوفردر
şimendifere,so3mbo1dwfo1rh,شمندوفره
şimendiferi,so3mbo1dwfo1ry,شمندوفری
şimendiferimiz,so3mbo1dwfo1rymro1,شمندوفریمز
şimendiferimizde,so3mbo1dwfo1rymro1dh,شمندوفریمزده
şimendiferin,so3mbo1dwfo1rko3,شمندوفرڭ
şimendiferinde,so3mbo1dwfo1rbo1dh,شمندوفرنده
şimendiferine,so3mbo1dwfo1rybo1h,شمندوفرینه
şimendiferle,so3mbo1dwfo1rlh,شمندوفرله
şimendiferler,so3mbo1dwfo1rlr,شمندوفرلر
şimendiferleri,so3mbo1dwfo1rlry,شمندوفرلری
şimendiferlerin,so3mbo1dwfo1rlrko3,شمندوفرلرڭ
şimâl,so3mel,شمال
şimâl,so3u4mo4elo0,شِمَالْ
şimâlen,so3mele,شمالا
şimâlen,so3meleo44,شمالاً
şimâli,so3mely,شمالی
şimâlî,so3mely,شمالی
şimşad,so3mso3ed,شمشاد
şimşek çakmak,so3mso3k xu3efo2mfo2,شمشک چاقمق
şimşek,so3bu2mso3k,شيمشک
şimşek,so3mso3k,شمشک
şimşek,so3ymso3k,شیمشک
şimşekler,so3mso3klr,شمشکلر
şimşekleri,so3mso3klry,شمشکلری
şimşeklerin,so3mso3klrko3,شمشکلرڭ
şimşeklerle,so3mso3klrlh,شمشکلرله
şimşekli,so3mso3kly,شمشکلی
şimşekvari,so3mso3k||wery,شمشک‌واری
şimşeğe,so3mso3ko7h,شمشگه
şimşeği,so3mso3ko7y,شمشگی
şimşeğin,so3mso3ko7ko3,شمشگڭ
şimşir,so3bu2mso3bu2r,شيمشير
şimşir,so3mso3bu2r,شمشير
şimşir,so3mso3yr,شمشیر
şimşir,so3ymso3yr,شیمشیر
şimşirî'ye,so3mso3yry||yh,شمشیری‌یه
şimşirî,so3mso3yry,شمشیری
şimşâd,so3mso3ed,شمشاد
şinas,so3bo1es,شناس
şinel,so3bo1l,شنل
şinik,so3bu2bo1bu2k,شينيک
şinik,so3ybo1yk,شینیک
şinâs,so3bo1es,شناس
şir,so3bu2r,شير
şir,so3yr,شیر
şir-pençe,so3yrbu3bo1xu3h||,شیرپنچه‌
şira',so3rea,شراع
şira,so3bu2re,شيرا
şira,so3re,شرا
şira,so3yre,شیرا
şiralarından,so3yrelrbo1dbo1,شیرالرندن
şiran,so3yrebo1,شیران
şiranî,so3yrebo1y,شیرانی
şirasını,so3resbo1y,شراسنی
şiraya,so3reyh,شرایه
şiraze,so3yrero1h||,شیرازه‌
şirazî'nin,so3yrero1ybo1ko3,شیرازینڭ
şirazî'yi,so3yrero1y||yy,شیرازی‌یی
şirazî,so3yrero1y,شیرازی
şirdan,so3yrdebo1,شیردان
şirdil,so3yrdl,شیردل
şire,so3yrh||,شیره‌
şirhar,so3yrxo1wer,شیرخوار
şirin,so3bu2rbu2bo1,شيرين
şirin,so3yrybo1,شیرین
şirindir,so3yrybo1dr,شیریندر
şirindirler,so3yrybo1drlr,شیریندرلر
şirinine,so3yrybo1bo1h,شیریننه
şirinkar,so3yrybo1ker,شیرینکار
şirinlik,so3bu2rbu2bo1lk,شيرينلک
şirinlik,so3yrybo1lk,شیرینلک
şirinzeban,so3yrybo1 ro1bu1ebo1,شیرین زبان
şirk'e,so3rkh,شرکه
şirk,so3rk,شرک
şirk,so3u4ro0ko0,شِرْکْ
şirk-i hafi,so3u4ro0ku4 xo1o4fo1y,شِرْکِ خَفی
şirk-i hafî,so3u4ro0ku4 xo1o4fo1bu2,شِرْکِ خَفي
şirk-i,so3rku4,شرکِ
şirk-âlûd,so3rk||eo6lwd,شرک‌آلود
şirke,so3rkh,شرکه
şirket,so3rkbo2,شرکت
şirket-i,so3rkbo2u4,شرکتِ
şirketi,so3rkbo2y,شرکتی
şirketler,so3rkbo2lr,شرکتلر
şirkette,so3rkbo2dh,شرکتده
şirketteki,so3rkbo2dh||ky,شرکتده‌کی
şirki,so3rky,شرکی
şirkin,so3rkko3,شرکڭ
şirkine,so3rkbo1h,شرکنه
şirkini,so3rkbo1y,شرکنی
şirkler,so3rklr,شرکلر
şirklerden,so3rklrdbo1,شرکلردن
şirkleri,so3rklry,شرکلری
şirklerin,so3rklrko3,شرکلرڭ
şirkte,so3rkdh,شرکده
şirkten,so3rkdbo1,شرکدن
şirktendir,so3rkdbo1dr,شرکدندر
şirktir,so3rkdr,شرکدر
şirmerd,so3yrmrd,شیرمرد
şirpençe,so3yrbu3bo1xu1h||,شیرپنجه‌
şirpençe,so3yrbu3bo1xu3h||,شیرپنچه‌
şirret,so3rbo2,شرت
şirretlik,so3rbo2lk,شرتلک
şirvan'a,so3yrwebo1h,شیروانه
şirvan'da,so3yrwebo1dh,شیروانده
şirvan'daki,so3yrwebo1dh||ky,شیروانده‌کی
şirvan,so3yrwebo1,شیروان
şirveyh,so3yrwyh,شیرویه
şiryan,so3ryebo1,شریان
şiryân,so3ryebo1,شریان
şirâ',so3rea,شراع
şirâ,so3re,شرا
şita,so3bo2e,شتا
şita,so3u4bo2o4e,شِتَا
şitab,so3bo2ebu1,شتاب
şitaban,so3bo2ebu1ebo1,شتابان
şitaiye,so3bo2eyo5yh,شتائیه
şitaiyye,so3bo2ebo5yh||,شتائیه‌
şitak,so3ybo2efo2,شیتاق
şitası,so3bo2esy,شتاسی
şitâ,so3bo2e,شتا
şitâb,so3bo2ebu1,شتاب
şitâbân,so3bo2ebu1ebo1,شتابان
şitâiyye,so3bo2ebo5bu2h,شتائيه
şive,so3ywh,شیوه
şive,so3ywh||,شیوه‌
şive-i,so3ywhu4,شیوهِ
şivebaz,so3ywh bu1ero1,شیوه باز
şivekar,so3ywh ker,شیوه کار
şivekar,so3ywh<>ker,شیوه‌کار
şivekâr,so3bu2wh||ker,شيوه‌کار
şivelerini,so3ywh||lrybo1y,شیوه‌لرینی
şiveleriyle,so3ywh||lrylh,شیوه‌لریله
şiveli,so3ywh<>ly,شیوه‌لی
şiven,so3ywbo1,شیون
şivenizle,so3ywh||ko3ro1lh,شیوه‌ڭزله
şivesi,so3ywh||sy,شیوه‌سی
şivesiyle,so3ywh||sylh,شیوه‌سیله
şivesiz,so3ywh<>sro1,شیوه‌سز
şivesizlik,so3ywh<>sro1lk,شیوه‌سزلک
şiveyi,so3ywh||yy,شیوه‌یی
şiâr,so3aer,شعار
şiâr,so3u4ao4ero0,شِعَارْ
şiîler,so3yaylr,شیعیلر
şiîlerin,so3yaylrko3,شیعیلرڭ
şiş kebabı,so3bu2so3 kbu1ebu1y,شيش کبابی
şiş kebabı,so3yso3 kbu1ebu1y,شیش کبابی
şiş,so3bu2so3,شيش
şiş,so3yso3,شیش
şişe,so3bu2so3h,شيشه
şişe,so3yso3h,شیشه
şişe,so3yso3h||,شیشه‌
şişeci,so3bu2so3h||xu1y,شيشه‌جی
şişeci,so3yso3h<>xu1y,شیشه‌جی
şişeciklerinde,so3yso3h||xu1klrbo1dh,شیشه‌جکلرنده
şişeciklerine,so3yso3h||xu1klrybo1h,شیشه‌جکلرینه
şişede,so3yso3h||dh,شیشه‌ده
şişeden,so3yso3h||dbo1,شیشه‌دن
şişehane,so3yso3h<>xo1ebo1h||,شیشه‌خانه‌
şişehâne,so3bu2so3h||xo1ebo1h,شيشه‌خانه
şişeler,so3yso3h||lr,شیشه‌لر
şişelerdeki,so3yso3h||lrdh||ky,شیشه‌لرده‌کی
şişelerden,so3yso3h||lrdbo1,شیشه‌لردن
şişelerdir,so3yso3h||lrdr,شیشه‌لردر
şişelere,so3yso3h||lrh,شیشه‌لره
şişeleri,so3yso3h||lry,شیشه‌لری
şişelerim,so3yso3h||lrm,شیشه‌لرم
şişelerimizi,so3yso3h||lrymro1y,شیشه‌لریمزی
şişelerin,so3yso3h||lrko3,شیشه‌لرڭ
şişenin,so3yso3h||bo1ko3,شیشه‌نڭ
şişer,so3yso3r,شیشر
şişesi,so3yso3h||sy,شیشه‌سی
şişesidir,so3yso3h||sydr,شیشه‌سیدر
şişesinde,so3yso3h||sbo1dh,شیشه‌سنده
şişesindeki,so3yso3h||sbo1dh||ky,شیشه‌سنده‌کی
şişeye,so3yso3h||yh,شیشه‌یه
şişeyi,so3yso3h||yy,شیشه‌یی
şişhane,so3yso3xo1ebo1h||,شیشخانه‌
şişhaneli,so3yso3xo1ebo1h<>ly,شیشخانه‌لی
şişhâne,so3bu2so3xo1ebo1h,شيشخانه
şişhâneli,so3bu2so3xo1ebo1h||ly,شيشخانه‌لی
şişir,so3yso3yr,شیشیر
şişiril,so3yso3yryl,شیشیریل
şişirilmek,so3bu2so3bu2rbu2lmk,شيشيريلمک
şişirilmek,so3yso3yrylmk,شیشیریلمک
şişirmek,so3bu2so3bu2rmk,شيشيرمک
şişirmek,so3bu2so3rmk,شيشرمک
şişirmek,so3yso3rmk,شیشرمک
şişirmek,so3yso3yrmk,شیشیرمک
şişirmesiyle,so3yso3yrmsylh,شیشیرمسیله
şişirt,so3yso3yrbo2,شیشیرت
şişirtmek,so3bu2so3bu2rbo2mk,شيشيرتمک
şişirtmek,so3yso3yrbo2mk,شیشیرتمک
şişkebabı,so3bu2so3 kbu1ebu1y,شيش کبابی
şişkebabı,so3yso3 kbu1ebu1y,شیش کبابی
şişkin,so3bu2so3kbu2bo1,شيشکين
şişkin,so3yso3kybo1,شیشکین
şişkinlik,so3bu2so3kbu2bo1lk,شيشکينلک
şişkinlik,so3yso3kybo1lk,شیشکینلک
şişko,so3bu2so3fo2w,شيشقو
şişko,so3yso3fo2w,شیشقو
şişle,so3yso3lh<>,شیشله‌
şişlemek,so3bu2so3lh||mk,شيشله‌مک
şişlemek,so3yso3lh<>mk,شیشله‌مک
şişlen,so3yso3lh<>bo1,شیشله‌ن
şişlenmek,so3bu2so3lh||bo1mk,شيشله‌نمک
şişlenmek,so3yso3lh<>bo1mk,شیشله‌نمک
şişler,so3yso3lr,شیشلر
şişli'de,so3yso3lydh,شیشلیده
şişli,so3bu2so3ly,شيشلی
şişli,so3yso3ly,شیشلی
şişman,so3bu2so3mebo1,شيشمان
şişman,so3so3mebo1,ششمان
şişman,so3yso3mebo1,شیشمان
şişmanlık,so3bu2so3mebo1lfo2,شيشمانلق
şişmanlık,so3yso3mebo1lfo2,شیشمانلق
şişmek,so3bu2so3mk,شيشمک
şişmek,so3yso3mk,شیشمک
şişmekte,so3yso3mkdh,شیشمکده
şişti,so3yso3dy,شیشدی
şi̇a,so3yao4h||,شیعَه‌
şi̇ar,so3u4ao4ero0,شِعَارْ
şi̇ddet,so3dbo2,شدت
şi̇ddet-i̇ takva,so3u4do4o8bo2u4 bo2o4fo2o0wo4e,شِدَّتِ تَقْوَا
şi̇ddet-i̇ zuhur,so3u4do4o8bo2u4 to1o9ho9wro0,شِدَّتِ ظُهُورْ
şi̇fahen,so3u4fo1o4eho44e,شِفَاهًا
şi̇hab,so3u4ho4ebu1o0,شِهَابْ
şi̇kayet,so3keybo2,شکایت
şi̇kemperver,so3u4ko4mo0bu3o4ro0wo4ro0,شِکَمْپَرْوَرْ
şi̇mal,so3u4mo4elo0,شِمَالْ
şi̇mendi̇fer,so3u4ymo4bo1o0du4yfo1o4ro0,شِیمَنْدِیفَرْ
şi̇rk,so3rk,شرک
şi̇rk,so3u4ro0ko0,شِرْکْ
şi̇rk-i̇ hafi̇,so3u4ro0ku4 xo1o4fo1y,شِرْکِ خَفی
şi̇ta,so3u4bo2o4e,شِتَا
şi’i,so3yay,شیعی
şi’ilik,so3yaylk,شیعیلک
şi’r,so3ar,شعر
şi’î,so3bu2ay,شيعی
şi’îlik,so3bu2abu2lk,شيعيلک
şoför,so3wfo1wr,شوفور
şoförün,so3wfo1wrko3,شوفورڭ
şoförünü,so3wfo1wrybo1y,شوفورینی
şol,so3wl,شول
şose,so3wso3h,شوشه
şose,so3wso3h||,شوشه‌
şu kadar,so3wfo2dr,شوقدر
şu sebepten ki,so3wsbu1bu2dbo1kh,شوسبيدنکه
şu sebepten ki,so3wsbu1ydbo1kh||,شوسبیدنکه‌
şu şartla ki,so3wso3rtlh kh,شوشرطله که
şu şartla ki,so3wso3rtlh kh||,شوشرطله که‌
şu'a',so3aea,شعاع
şu'be,so3abu1h,شعبه
şu'be,so3abu1h||,شعبه‌
şu'benin,so3abu1h||bo1ko3,شعبه‌نڭ
şu'besi,so3abu1h||sy,شعبه‌سی
