daavat,dawebo2
deniz-misal,dko3ro1mbo3el
denizotu,dko3ro1ewbo2y
denizotu,dlo5o3ro1ewbo2y
denizperçemi,dko3ro1bu3rxu3my
denizperçemi,dlo5o3ro1bu3rxu3my
deniz seferi,dkro1sfo1ry
deniz suyu,dkro1 zwbu2y
deniz suyu,dkro1 zwyy
deniz tutması,dkro1twbo2msy
deniz tutmuş,dkro1twbo2mso3
denk,dbo1k
denk etmek,dbo1k e
denkleş,dbo1klso3
denkleşdir,dbo1klso3dyr
denkleşdirmek,dbo1klso3dyrmk
denkleşmek,dbo1klso3mk
denli,dko3ly
denli,dlo5o3ly
denmeğe,dybo1mko7h
denmek,dybo1mk
denmektedir,dybo1mkdh||dr
denmesi,dybo1mh||sy
denmesinin,dybo1mh||sbo1ko3
denmeye,dybo1mh||yh
denmeyip,dybo1mh||ywbu1
denmiş,dybo1mso3
denmiştir,dybo1mso3dr
dense,dybo1sh
densiz,dko3sro1
densiz,dlo5o3sro1
densizlik,dko3sro1lk
densizlik,dlo5o3sro1lk
department,dbu3erbo2mbo1bo2
depboy,dbu1wy
depo,dh<>bu3w
depo,dh||bu3w
depolarda,dh||bu3wlrdh
depolar,dh||bu3wlr
depoları,dbu3wlry
depolarına,dbu3wlrybo1h
deposu,dh||bu3wsy
deposunu,dh||bu3wsbo1y
deposunun,dh||bu3wsbo1ko3
depozit,dbu3wro1ybo2w
depreniyor,bo2bu3rh||bo1ywr
deprenmeyecek,bo2bu3rbo1myh||xu1k
depreşdir,dbu3rso3dyr
depreşdirmek,dbu3rso3dyrmk
depreştikçe,bo2bu3rso3dkxu1h
depret,bo2bu3rbo2
depret,dbu3rh<>bo2
depretmek,bo2bu3rbo2mk
depretmek,dbu3rh<>bo2mk
depretmek,dbu3rh||bo2mk
depretmiyecek,bo2bu3rbo2myh||xu1k
deprettirir,bo2bu3rbo2dyrr
derağus,dreao1wso3
derâğus,dreao1wso3
derahim,drehm
derâhim,drehm
der'akab,do4ro0ao4fo2o4bu1o0
der-akab,drafo2bu1
derakab,drafo2bu1
deramed,dr eo6md
derâmed,dr eo6md
der-anbar etmek,drebo1bu1ere
derârî,drery
deraz,drero1
derâz,drero1
derban,drbu1ebo1
derbân,drbu1ebo1
derbar,drbu1er
derbâr,drbu1er
derbasiye,drbu1esyh
derbeder,drbu1dr
derbendçi,drbu1bo1dxu1y
derbend,do4ro0bu1o4bo1o0do0
derbend,drbu1bo1d
derben,drbu1bo1d
derbent,drbu1bo1d
dercan,drxu1ebo1
derc,do4ro0xu1o0
derc,drxu1
dercedebilir,drxu1 eydh||bu1ylyr
dercedebilsin,drxu1 eydh||bu1ylsybo1
dercedeceğim,drxu1 eydh||xu1ko7m
dercedeceğiz,drxu1 eydh||xu1ko7ro1
dercedecektir,drxu1 eydh||xu1kdr
dercedelim,drxu1 eydh||lm
dercedendir,drxu1 eydbo1dr
derceden,drxu1 eydbo1
derceder,drxu1 eydr
dercederek,drxu1 eydh||rk
dercedildi,drxu1 eydyldy
dercedildiğini,drxu1 eydyldyko7bo1y
dercedilecektir,drxu1 eydylh||xu1kdr
dercedilen,drxu1 eydylbo1
dercedilerek,drxu1 eydylh||rk
dercedilir,drxu1 eydylyr
dercediliyor,drxu1 eydylyywr
dercedilmedi,drxu1 eydylmdy
dercedilmemiştir,drxu1 eydylmh||mso3dr
dercedilmesi,drxu1 eydylmsy
dercedilmesini,drxu1 eydylmh||sbo1y
dercedilmeye,drxu1 eydylmko7h
dercedilmiş,drxu1 eydylmso3
dercedilmişlerdir,drxu1 eydylmso3lrdr
dercedilmişti,drxu1 eydylmso3dy
dercedilmiştir,drxu1 eydylmso3dr
dercedip,drxu1 eydwbu1
dercediyor,drxu1 eydyywr
dercediyorlar,drxu1 eydyywrlr
dercediyorum,drxu1 eydyywrm
dercediyoruz,drxu1 eydyywrro1
dercesinde,drxu1h||sbo1dh
dercet,drxu1 eybo2
derc etmek,drxu1 e
dercetmek,drxu1 eybo2mk
dercetmekle,drxu1 eybo2mklh
dercetmesiyle,drxu1 eybo2msylh
dercetmeyi,drxu1 eybo2mko7y
dercetmiş,drxu1 eybo2mso3
dercetmişlerdir,drxu1 eybo2mso3lrdr
dercetmişti,drxu1 eybo2mso3dy
dercetmiştir,drxu1 eybo2mso3dr
dercetmiyor,drxu1 eybo2myywr
dercetsin,drxu1 eybo2sybo1
dercettiği,drxu1 eybo2dyko7y
dercettiğini,drxu1 eybo2dyko7bo1y
dercettik,drxu1 eybo2dk
derceylemiştir,drxu1 eo5ylh||mso3dr
derci,drxu1y
dercolunan,drxu1 ewlwbo1ebo1
dercolunmuştur,drxu1 ewlbo1mso3dr
derda,drde
derdâ,drde
derd-alud,drdelwd
derd-alûd,drdelwd
derd çekmek,drdxu3kmk
derd,drd
derde,drdh
derdest,drdsbo2
derdest-i,drdsbo2u4
derd-i,drdu4
derdi,dyrdy
derdik,dyrdk
derd-i maîşet,do4ro0du4 mo4abu2so3o4bo2o0
derd-i̇ mai̇şet,do4ro0du4 mo4a۪yso3o4bo2o0
derd-i maişet,do4ro0du4 mo4a۪yso3o4bo2o0
derdim,dyrdm
derdime,drdymh
derdimi,drdymy
derdimize,drdymro1h
derdimizi,drdymro1y
derdinden,drdbo1dbo1
derdin,drdko3
derdine,drdyko3h
derdini,drdybo1y
derdinin,drdybo1ko3
derdini söylemek,drdbu2bo1y swbu2lmk
derdini söylemek,drdybo1y swylmk
derdiser,drd sr
derdiyle,drdylh
derdlen,drdlh<>bo1
derdlenmek,drdlh<>bo1mk
derdlenmek,drdlh||bo1mk
derdlerden,drdlrdbo1
derdlere,drdlrh
derdlerime,drdlrymh
derdlerimin,drdlrymko3
derdleş,drdlh<>so3
derdleşmek,drdlh<>so3mk
derdleşmek,drdlh||so3mk
derdli,drdly
derdlilere,drdlylrh
derdlilerin,drdlylrko3
derdmend,drdmbo1d
derd-nak,drdbo1ek
derd-nâk,drdbo1ek
der,dr
derdsiz,drdsro1
der,dyr
derebeyi,drcbu1ko7y
derebeyilik,drcbu1ko7lk
derecata,drxu1ebo2h
derecâta,drxu1ebo2h
derecat,drxu1ebo2
derecât,drxu1ebo2
derecat-ı,drxu1ebo2u4
derecât-ı,drxu1ebo2u4
derecatı,drxu1ebo2y
derecâtı,drxu1ebo2y
derecatımızı,drxu1ebo2mro1y
derecatına,drxu1ebo2bo1h
derecatında,drxu1ebo2bo1dh
derecâtında,drxu1ebo2bo1dh
derecatın,drxu1ebo2ko3
derecatını,drxu1ebo2bo1y
derecâtını,drxu1ebo2bo1y
derecatla,drxu1ebo2lh
derecatlarına,drxu1ebo2lrybo1h
derecatlı,drxu1ebo2ly
derecatta,drxu1ebo2dh
derecededir,drxu1h||dh||dr
derecededirler,drxu1h||dh||drlr
derecede,drxu1h||dh
derecedeki,drxu1h||dh||ky
dereceden,drxu1h||dbo1
derecedir,drxu1h||dr
derece,drxu1h
derece,drxu1h||
derece-i,drxu1h||'u4
derece-i hararet,drxu1hcxrerbo2
derece-i harâret,drxu1hcxrerbo2
derece-i kudret ve hikmet,do4ro4xu1o4u4 fo2o9do0ro4bo2o0 w xu4ko0mo4bo2o0
derece-i̇ kudret ve hi̇kmet,do4ro4xu1o4ۀu4 fo2o9do0ro4bo2o0 w xu4ko0mo4bo2o0
derece-i kudret ve hikmet,do4ro4xu1o4ۀu4 fo2o9do0ro4bo2o0 w xu4ko0mo4bo2o0
derece-i sadâkat,do4ro4xu1o4u4 zo4do4efo2o4bo2o0
derece-i̇ sadakat,do4ro4xu1o4ۀu4 zo4do4efo2o4bo2o0
derece-i sadakat,do4ro4xu1o4ۀu4 zo4do4efo2o4bo2o0
derece-i zekâvet,do4ro4xu1o4u4 do1o4ko4ewo4bo2o0
derece-i̇ zekavet,do4ro4xu1o4ۀu4 do1o4ko4ewo4bo2o0
derece-i zekavet,do4ro4xu1o4ۀu4 do1o4ko4ewo4bo2o0
derecelerde,drxu1h||lrdh
derecelere,drxu1h||lrh
dereceleri,drxu1h||lry
derecelerinde,drxu1h||lrbo1dh
derecelerinden,drxu1h||lrbo1dbo1
derecelerine,drxu1h||lrybo1h
derecelerini,drxu1h||lrybo1y
derecelerinin,drxu1h||lrybo1ko3
dereceleriyle,drxu1h||lrylh
derecelerle,drxu1h||lrlh
dereceli,drxu1h||ly
derecene,drxu1h||ko3h
derecenin,drxu1h||bo1ko3
derecesidir,drxu1h||sydr
derecesi,drxu1h||sy
derecesindedir,drxu1h||sbo1dh||dr
derecesindedirler,drxu1h||sbo1dh||drlr
derecesinde,drxu1h||sbo1dh
derecesindeki,drxu1h||sbo1dh||ky
derecesindeler,drxu1h||sbo1dh||lr
derecesinden,drxu1h||sbo1dbo1
derecesine,drxu1h||sbo1h
derecesini,drxu1h||sbo1y
derecesiyle,drxu1h||sylh
derecesiz,drxu1h||sro1
dereceye,drxu1h||yh
dereceyi,drxu1h||yy
derede,drh||dh
dereden,drh||dbo1
dere,drc
dere,drh
dere,drh||
derekata,drkebo2h
derekâta,drkebo2h
derekat,drkebo2
derekât,drkebo2
dereke,drkh
dereke,drkh||
dereke-i,drkh||'u4
derekesidir,drkh||sydr
derekesindedirler,drkh||sbo1dh||drlr
derekesinde,drkh||sbo1dh
derekesinden,drkh||sbo1dbo1
derekesine,drkh||sbo1h
derekeye,drkh||yh
derelerde,drh||lrdh
derelerdir,drh||lrdr
dereler,drh||lr
derelere,drh||lrh
dereleri,drh||lry
derelerinde,drh||lrbo1dh
derelerinden,drh||lrbo1dbo1
derelerin,drh||lrko3
derelerine,drh||lrybo1h
derelerinin,drh||lrybo1ko3
derelerinizdeki,drh||lryko3ro1dh||ky
dereli,drh||ly
derende,drbo1dh
derende,drbo1dh||
derenin,drh||bo1ko3
dereotu,bo2rcewbo2y
dereotu,drcewbo2y
dereotu,drh ewbo2y
deresinde,drh||sbo1dh
deresine,drh||sbo1h
deretepe,drcbo2bu1h
deretepe,drcbo2bu1h||
dereye,drh||yh
dergâha,drko7ehh
dergah,do4ro0ko7o4eho0
dergâh,do4ro0ko7o4eho0
dergah,drkeh||
dergâh,drkeh
dergah,drko7eh||
dergâh,drko7eh
dergâhıdır,drko7ehydr
dergah-ı,drko7ehu4
dergâh-ı,drko7ehu4
dergâh-i ilahî,do4ro0ko4ehu4 eu4lo4hu4bu2
dergâh-ı ilahî,do4ro0ko4ehu4 eu4lo4hu4bu2
dergah-i i̇lahi̇,do4ro0ko4ehu4 eu4lo4hu4y
dergah-ı ilahi,do4ro0ko4ehu4 eu4lo4hu4y
dergâh-i ilâhîye,do4ro0ko7o4ehu4 eu4lhu4bu2o4h
dergâh-ı ilâhîye,do4ro0ko7o4ehu4 eu4lhu4bu2o4h
dergah-i i̇lahi̇ye,do4ro0ko7o4ehu4 eu4lٰhu4yo4h||
dergah-ı ilahiye,do4ro0ko7o4ehu4 eu4lٰhu4yo4h||
dergahına,drko7ehbo1h
dergâhına,drko7ehbo1h
dergâhında,drko7ehbo1dh
dergâhından,drko7ehbo1dbo1
dergâhını,drko7ehbo1y
dergâhınızda,drko7ehko3ro1dh
dergah-i rahmet,do4ro0ko4ehu4 ro4xo0mo4bo2o0
dergah-ı rahmet,do4ro0ko4ehu4 ro4xo0mo4bo2o0
dergâh-i rahmet,do4ro0ko4ehu4 ro4xo0mo4bo2o0
dergâh-ı rahmet,do4ro0ko4ehu4 ro4xo0mo4bo2o0
dergâhta,drko7ehdh
derhal,drxel
derhâl,drxel
der-hast,drxo1wesbo2
derhast,drxo1wesbo2
derhâst,drxo1wesbo2
derhatır,drxo1etr
derhatır,dr xo1etr
derhâtır,dr xo1etr
der-hatır etmek,drxo1etre
der-hâtır etmek,drxo1etre
derhor,drxo1wr
deriçe,dryxu3h||
derîçe,dryxu3h
dericik,drbu2xu1k
dericik,dryxu1k
deriden,drydbo1
der-i,dru4
deri,dry
derik,dcryk
der iken,dbu2rebu2kbo1
der iken,dyreykbo1
derilen,drylbo1
derilenmek,drylbo1mk
derileri,drylry
derilerinden,drylrbo1dbo1
derim,dyrm
derimizi,drymro1y
derince,drybo1xu1h
derinden,drybo1dbo1
derindir,drybo1dr
derin,drbu2bo1
derîn,drbu2bo1
derin,drybo1
derine,drybo1h
derinleş,drybo1lh<>so3
derinleşmek,drybo1lh<>so3mk
derinleşmek,drybo1lh||so3mk
derinlet,drybo1lh<>bo2
derinletmek,drybo1lh<>bo2mk
derinletmek,drybo1lh||bo2mk
derinliği,drybo1lko7y
derinliğinde,drybo1lko7bo1dh
derinliğine,drybo1lko7bo1h
derinliğiyle,drybo1lko7ylh
derinlik,drbu2bo1lk
derinlik,drybo1lk
derinliklerden,drybo1lklrdbo1
derinliklerinden,drybo1lklrbo1dbo1
derinliklerine,drybo1lklrybo1h
derip,dyrwbu1
derisi,drysy
derisinde,drysbo1dh
derisini,drysbo1y
derisinin,drysbo1ko3
derisini soymak,drbu2sbo1y zwbu2mfo2
derisini soymak,drysbo1y zwymfo2
deriz,dyrro1
derkar,drker
derkâr,drker
derk,do4ro0ko0
derk,drk
derkedecektir,drk eydh||xu1kdr
derkedemez,drk eydh||mro1
derkeden,drk eydbo1
derkeder,drk eydr
derkederek,drk eydh||rk
derkedip,drk eydwbu1
derkenar,drkbo1er
derkenâr,drkbo1er
derkenarı,drkbo1ery
derken,dyrkbo1
derketmediği,drk eybo2mdyko7y
derketmediğinden,drk eybo2mdyko7bo1dbo1
derk etmek,drk e
derketmek,drk eybo2mk
derketmekle,drk eybo2mklh
derketmekte,drk eybo2mkdh
derketmesi,drk eybo2msy
derketmiş,drk eybo2mso3
derketmiyor,drk eybo2myywr
derketse,drk eybo2sh
derkettim,drk eybo2dm
derk-i,drku4
derkinde,drkbo1dh
derkinden,drkbo1dbo1
derkine,drkbo1h
derkolunur,drk ewlwbo1wr
derleme,drlh||mh
derlerdi,dyrlrdy
derler,dyrlr
derli,drly
derli-toplu,drly twbu3ly
dermanda,drmebo1dh
dermandan,drmebo1dbo1
dermande,drmebo1dh||
dermânde,drmebo1dh
dermandır,drmebo1dr
derman,do4ro0mo4ebo1o0
dermân,do4ro0mo4ebo1o0
derman,drmebo1
dermân,drmebo1
dermanıdır,drmebo1ydr
dermanı,drmebo1y
dermanlar,drmebo1lr
dermanları,drmebo1lry
dermanlarını,drmebo1lrybo1y
dermanlarıyla,drmebo1lrylh
dermansın,drmebo1sko3
dermansız,drmebo1sro1
dermansızlık,drmebo1sro1lfo2
dermeçatma,drmh<>xu3ebo2mh||
dermeçatma,drmh||xu3ebo2mh
derme,drmh
derme,drmh||
dermek,drmk
dermeyân,drmbu2ebo1
dermeyan,drmyebo1
dermeyân,drmyebo1
dermeyanına,drmyebo1bo1h
dermiş,dyrmso3
dermiyân etmek,drmbu2ebo1 e
dermiyan etmek,drmyebo1 e
derneği,drbo1ko7y
dernek,drbo1k
der-niyâm etmek,drbo1bu2em e
der-niyam etmek,drbo1yem e
derpîş,drbu3bu2so3
derpiş,drbu3yso3
der-pîş etmek,drbu3bu2so3 e
derpîş etmek,drbu3bu2so3 e
der-piş etmek,drbu3yso3 e
derpiş etmek,drbu3yso3 e
derrak,drek
derrâk,drek
derre,drh
derre,drh||
dersaadet,dr saedbo2
dersaadet'e,drsaedbo2h
dersaadet'ten,drsaedbo2dbo1
ders,drs
derse,dyrsh
dersem,dyrsh||m
dersen,dyrsh||ko3
derseniz,dyrsh||ko3ro1
dershan,drsxo1webo1
dershân,drsxo1webo1
dershanede,drsxo1ebo1h||dh
dershanedeki,drsxo1ebo1h||dh||ky
dershaneden,drsxo1ebo1h||dbo1
dershane,drsxo1ebo1h
dershane,drsxo1ebo1h||
dershâne,drsxo1ebo1h
dershane-i,drsxo1ebo1h||'u4
dershanelerde,drsxo1ebo1h||lrdh
dershaneler,drsxo1ebo1h||lr
dershaneleri,drsxo1ebo1h||lry
dershanelerinde,drsxo1ebo1h||lrbo1dh
dershanelerine,drsxo1ebo1h||lrybo1h
dershanelerinin,drsxo1ebo1h||lrybo1ko3
dershanesi,drsxo1ebo1h||sy
dershanesine,drsxo1ebo1h||sbo1h
dershanesinin,drsxo1ebo1h||sbo1ko3
dershaneye,drsxo1ebo1h||yh
dershaneyi,drsxo1ebo1h||yy
ders-i amm,drsaem
ders-i âmm,drsaem
dersidir,drsydr
ders-i,drsu4
dersi,drsy
dersimdir,drsmdr
dersim,drsm
dersime,drsmh
dersimi,drsmy
dersimin,drsmko3
dersimiz,drsmro1
dersimizi,drsmro1y
dersimizin,drsmro1ko3
dersinde,drsbo1dh
dersinden,drsbo1dbo1
dersin,drsko3
dersin,dyrsko3
dersine,drsbo1h
dersini,drsbo1y
dersinin,drsbo1ko3
dersinizden,drsko3ro1dbo1
dersiniz,dyrsko3ro1
dersinizi,drsko3ro1y
dersiyle,drsylh
dersizlik,drdsro1lk
dersle,drslh
derslerde,drslrdh
derslerden,drslrdbo1
derslerdir,drslrdr
dersler,drslr
derslere,drslrh
dersleridir,drslrydr
dersleri,drslry
derslerimden,drslrmdbo1
derslerim,drslrm
derslerime,drslrymh
derslerimi,drslrymy
derslerimin,drslrymko3
derslerimizdeki,drslrymro1dh||ky
derslerimizden,drslrymro1dbo1
derslerimizdir,drslrymro1dr
derslerimiz,drslrymro1
derslerimizi,drslrymro1y
derslerimizle,drslrymro1lh
derslerinde,drslrbo1dh
derslerinden,drslrbo1dbo1
derslerin,drslrko3
derslerine,drslrybo1h
derslerini,drslrybo1y
derslerinin,drslrybo1ko3
derslerinize,drslrko3ro1h
derslerinle,drslrko3lh
dersleriyle,drslrylh
derslerle,drslrlh
derssiz,drssro1
derste,drsdh
dersteki,drsdh||ky
dersten,drsdbo1
derstir,drsdr
ders vermek,drs wbu2rmk
ders vermek,drs wyrmk
dert,drd
dertlerden,drdlrdbo1
dertlere,drdlrh
dertleri,drdlry
dertlerime,drdlrymh
dertlerimizin,drdlrymro1ko3
dertlerin,drdlrko3
dertlerine,drdlrybo1h
dertlerini,drdlrybo1y
dertlerinize,drdlryko3ro1h
dertleriyle,drdlrylh
dertleşeyim,drdlso3h||ym
dertleşmekten,drdlso3mkdbo1
dertli,drdew
dertli,drdlw
dertli,drdly
dertliler,drdlylr
dertlilere,drdlylrh
dertlinin,drdlybo1ko3
dertliye,drdly||yh
dertmend,drdmbo1d
deruhde,do4ro0 ao9ho0do4h
deruhde,do4ro0 ao9ho0do4h||
deruhde,drahdh
deruhde,drahdh||
deruhde etmek,drahdh e
der-uhte,drahdh
der-uhte,drahdh||
deruhte,drahdh
derun,do4ro9wbo1o0
derûn,do4ro9wbo1o0
derun,drwbo1
derûn,drwbo1
deruni,drwbo1y
derunî,drwbo1y
derûni,drwbo1y
derûnî,drwbo1y
derununa,drwbo1bo1h
derununda,drwbo1bo1dh
derunundaki,drwbo1bo1dh||ky
derûnundaki,drwbo1bo1dh||ky
derunünde,drwbo1bo1dh||
derûnünde,drwbo1bo1dh
derunüne,drwbo1bo1h||
derûnüne,drwbo1bo1h
dervaze,drwero1h||
dervâze,drwero1h
dervişan,drwyso3ebo1
dervîşân,drwyso3ebo1
derviş,drwyso3
dervîş,drwyso3
dervişi,drwyso3y
dervişleridir,drwyso3lrydr
dervişlik,drwyso3lk
deryadan,dryedbo1
deryadil,dryedl
deryâdil,dryedl
deryâ,do4ro0bu2o4e
derya,do4ro0yo4e
deryâ,drbu2e
derya,drye
deryâ,drye
derya-i,dryecu4
derya-ı sahâvet,drbu2ey sxo1ewbo2
derya-ı sahavet,dryey sxo1ewbo2
deryalar,dryelr
deryalarına,dryelrybo1h
deryaneverd,dryebo1wrd
deryâneverd,dryebo1wrd
deryanın,dryebo1ko3
deryası,dryesy
deryasına,dryesbo1h
deryasında,dryesbo1dh
deryasındaki,dryesbo1dh||ky
deryasından,dryesbo1dbo1
deryasını,dryesbo1y
deryasının,dryesbo1ko3
deryasısın,dryesysko3
deryaya,dryeyh
derya-yı,dryeyu4
derz,drro1
derzi,drro1y
derzî,drro1y
desais,dsebo5s
desâis,dsebo5s
desais,dseyo5s
desais-i,dseyo5su4
desaisi,dseyo5sy
desaisinden,dseyo5sbo1dbo1
desaisine,dseyo5sbo1h
desaisini,dseyo5sbo1y
desaisle,dseyo5slh
desaisleri,dseyo5slry
desatir,dsebo2yr
desatire,dsebo2yrh
desatiridir,dsebo2yrydr
desatir-i,dsebo2yru4
desâtir-i,dsebo2yru4
desatiri,dsebo2yry
desâtiri,dsebo2yry
desatirindendir,dsebo2yrbo1dbo1dr
desatirinden,dsebo2yrbo1dbo1
desatirin,dsebo2yrko3
desatirine,dsebo2yrybo1h
desatirini,dsebo2yrybo1y
desatirinin,dsebo2yrybo1ko3
desatiriyle,dsebo2yrylh
desatirleri,dsebo2yrlry
dese,dysh
desek,dysh||k
deseler,dysh||lr
desem,dysh||m
desen,dysh||ko3
deseniz,dysh||ko3ro1
deseydi,dysh eydy
desigram,dh<>syao1rem
desigram,dh||syao1rem
deşil,dh<>so3yl
deşil,dso3ly
desilitre,dh<>sylybo2rh||
desilitre,dh||sylybo2rh
deşiliyor,dso3ylyywr
deşilmek,dh<>so3ylmk
deşilmek,dh||so3ylmk
deşilmek,dso3lymk
deşilse,dso3ylsh
desimetre,dh<>symbo2rh||
desimetre,dh||symbo2rh
desin,dysybo1
desinler,dysybo1lr
desiseci,dsysh||xu1y
desisecileri,dsysh||xu1ylry
desîse,do4sbu2so4h
desi̇se,do4s۪yso4h||
desise,do4s۪yso4h||
desîse,dsbu2sh
desise,dsysh
desise,dsysh||
desise-i,dsysh||'u4
desisekârane,dsysh||kerebo1h
desîsekâr,dsbu2sh ker
desisekar,dsysh<>ker
desisekar,dsysh ker
desisekâr,dsysh||ker
desisekarlık,dsysh<>kerlfo2
desisekârlık,dsysh||kerlfo2
desiselerden,dsysh||lrdbo1
desiseler,dsysh||lr
desiselere,dsysh||lrh
desiseleri,dsysh||lry
desiselerinde,dsysh||lrbo1dh
desiselerinden,dsysh||lrbo1dbo1
desiselerin,dsysh||lrko3
desiselerine,dsysh||lrybo1h
desiselerini,dsysh||lrybo1y
desiselerinin,dsysh||lrybo1ko3
desiseleriyle,dsysh||lrylh
desiselerle,dsysh||lrlh
desiseli,dsysh<>ly
desiseli,dsysh||ly
desisen,dsysh||ko3
desisesi,dsysh||sy
desisesi,dsysh<>xu1y
desîsesi,dsysh||xu1y
desisesine,dsysh||sbo1h
desisesini,dsysh||sbo1y
desisesinin,dsysh||sbo1ko3
desisesiyle,dsysh||sylh
desiseye,dsysh||yh
desiseyi,dsysh||yy
deşiyor,dso3yywr
deşiyorlar,dso3yywrlr
deskere,dskrh
deskere,dskrh||
deşmek,dso3mk
deşmektir,dso3mkdr
deşne,dso3bo1h
deşne,dso3bo1h||
despotane,dsbu3wbo2xo1ebo1h||
despotâne,dsbu3wbo2xo1ebo1h
despot,dsbu3wbo2
despotluk,dsbu3wbo2lfo2
dessasa,dso8esh
dessâsa,dso8esh
dessasane,dso8esebo1h
dessasanelerine,dso8esebo1h||lrybo1h
dessas,do4so4o8eso0
dessâs,do4so4o8eso0
dessas,dses
dessâs,dses
dessas,dso8es
dessâs,dso8es
dessaslar,dso8eslr
dessasları,dso8eslry
dessastır,dso8esdr
destandır,dsbo2ebo1dr
destan,dsbo2ebo1
destân,dsbo2ebo1
destanî,dsbo2ebo1y
destanlarda,dsbo2ebo1lrdh
destanları,dsbo2ebo1lry
destanlarında,dsbo2ebo1lrbo1dh
destar,dsbo2er
destâr,dsbo2er
destaviz,dsbo2ewyro1
destâvîz,dsbo2ewyro1
destbedest,dsbo2 bu1dsbo2
destbus,dsbo2 bu1ws
destbûs,dsbo2 bu1ws
destbusi,dsbo2 bu1wsy
destbûsî,dsbo2 bu1wsy
dest,do4so0bo2o0
dest,dsbo2
deşt,dso3bo2
destedad-ı,dsbo2h||dedu4
destedâd-ı,dsbo2h||dedu4
deste,dsbo2h
deste,dsbo2h||
destek,dsbo2k
destekle,dsbo2klh<>
desteklemek,dsbo2klh<>mk
desteklemek,dsbo2klh||mk
desteklemiş,dsbo2klh||mso3
desteklen,dsbo2klh<>bo1
desteklenmek,dsbo2klh<>bo1mk
desteklenmek,dsbo2klh||bo1mk
destekleyecek,dsbo2klh||yh||xu1k
destekleyen,dsbo2klh||ybo1
destekleyip,dsbo2klh||ywbu1
destekli,dsbo2kly
destekliyor,dsbo2klyywr
destek vurmak,dsbo2k ewrmfo2
destemora,dsbo2h mwrh
destemora,dsbo2h mwrh||
destere,dsbo2rh
destere,dsbo2rh||
destesi,dsbo2h||sy
destgah,dsbo2keh||
destgâh,dsbo2keh
destgah,dsbo2ko7eh||
destgâh,dsbo2ko7eh
destgâhıdır,dsbo2ko7ehydr
destgâh-ı,dsbo2ko7ehu4
destgâhı,dsbo2ko7ehy
destgâhına,dsbo2ko7ehbo1h
destgâhında,dsbo2ko7ehbo1dh
destgâhından,dsbo2ko7ehbo1dbo1
destgâhın,dsbo2ko7ehko3
destgâhları,dsbo2ko7ehlry
destgahtan,dsbo2ko7ehdbo1
destgâhtan,dsbo2ko7ehdbo1
destgah (tezgah),dsbo2keh||
destgâh (tezgâh),dsbo2keh
destgîr,dsbo2ko7bu2r
destgir,dsbo2ko7yr
dest-gîr,dsbo2ko7yr
destide,dsbo2ydh
dest-i,dsbo2u4
desti,dsbo2y
destî,dsbo2y
deşti,dso3bo2y
deştî,dso3bo2y
dest-i̇ hi̇kmet,do4so0bo2u4 xu4ko0mu4bo2o0
dest-i hikmet,do4so0bo2u4 xu4ko0mu4bo2o0
dest-i ihtiyâr,do4so0bo2u4 eu4xo1o0bo2u4bu2o4ero0
dest-i̇ i̇hti̇yar,do4so0bo2u4 eu4xo1o0bo2u4yo4ero0
dest-i ihtiyar,do4so0bo2u4 eu4xo1o0bo2u4yo4ero0
dest-i ihtiyârî,do4so0bo2u4 eu4xo1o0bo2u4bu2o4eru4bu2
dest-i̇ i̇hti̇yari̇,do4so0bo2u4 eu4xo1o0bo2u4yo4eru4y
dest-i ihtiyari,do4so0bo2u4 eu4xo1o0bo2u4yo4eru4y
dest-i̇ kudret,do4so0bo2u4 fo2o9do0ro4bo2o0
dest-i kudret,do4so0bo2u4 fo2o9do0ro4bo2o0
destileri,dsbo2ylry
destinizle,dsbo2ko3ro1lh
destisi,dsbo2ysy
destkar,dsbo2ker
destkâr,dsbo2ker
destkare,dsbo2kerh||
destkâre,dsbo2kerh
destmal,dsbo2mel
destmâl,dsbo2mel
destmüzd,dsbo2 mro1d
dest-res,dsbo2||rs
destres,dsbo2rs
destur,dsbo2wr
destûr,dsbo2wr
desukî,dswfo2y
detektiv,dh<>bo2h<>kbo2yw
detektiv,dh||bo2h||kbo2yw
detektör,dh<>bo2h<>kbo2wr
detektör,dh||bo2h||kbo2wr
determinist,dh||bo2rmbu2bo1bu2sbo2
determinist,dh<>bo2rmybo1ysbo2
determinizm,dh<>bo2rmybo1yro1m
determinizm,dh||bo2rmybo1yro1m
devabb,dwebu1
devâbb,dwebu1
devadır,dwedr
deva,do4wo4e
devâ,do4wo4e
deva,dwe
devâ,dwe
deva,dwec
devâ,dwec
devaen,dweco44
devahîye,dwehy||yh
devai,dwebo5y
devâi,dwebo5y
deva-i,dwecu4
devair,dwebo5r
devâir,dwebo5r
devair,dweyo5r
devaire,dweyo5rh
devair-i,dweyo5ru4
devâir-i,dweyo5ru4
devairi,dweyo5ry
devairinde,dweyo5rbo1dh
devairin,dweyo5rko3
devalar,dwelr
devaları,dwelry
devalarımı,dwelrymy
devalarını,dwelrybo1y
devalı,dwely
devama,dwemh
devâma,dwemh
devamdadır,dwemdh||dr
devamda,dwemdh
devamdalar,dwemdh||lr
devamdır,dwemdr
devam,dwem
devâm,dwem
devam etmek,dwem e
devâm etmek,dwem e
devam-ı,dwemu4
devâm-ı,dwemu4
devamı,dwemy
