a'cam,eo5axu1em,أعجام
akaribimi,eo5fo2erbu1my,أقاربمی
akaribin,eo5fo2erbu1ko3,أقاربڭ
akaribine,eo5fo2erbu1bo1h,أقاربنه
akaribini,eo5fo2erbu1bo1y,أقاربنی
akaribiyle,eo5fo2erbu1ylh,أقاربیله
akariblerim,eo5fo2erbu1lrm,أقاربلرم
akarsu,eo6fo2erzw,آقارصو
akarât,afo2rebo2,عقرات
akasya,eo6fo2esbu2e,آقاسيا
akasya,eo6fo2esye,آقاسیا
akağaç,eo6fo2||eo6ao1exu1,آق‌آغاج
akbaba,efo2 bu1ebu1e,اق بابا
akbaba,eo6fo2||bu1ebu1e,آق‌بابا
akbalık,eo6fo2 bu1elyfo2,آق بالیق
akbeh,efo2bu1x,اقبح
akbenek,eo6fo2||bu1bo1k,آق‌بنک
akciğer,efo2 xu1kr,اق جکر
akciğer,eo6fo2||xu3ko7r,آق‌چگر
akd etmek,afo2d e,عقد ا
akd etmek,afo2de,عقدا
akd,afo2d,عقد
akd-i nikah,afo2d bo1kex,عقد نکاح
akd-i nikâh,afo2d bo1kex,عقد نکاح
akd-i uhuvvet,ao4fo2o0du4 eo9xo1o9wo4o8bo2o0,عَقْدِ اُخُوَّتْ
akd-i,afo2du4,عقدِ
akd-i̇ uhuvvet,ao4fo2o0du4 eo9xo1o9wo4o8bo2o0,عَقْدِ اُخُوَّتْ
akdah,efo2dex,اقداح
akdam,efo2dem,اقدام
akdam-il,eo5fo2dem el,أقدام ال
akdam-ul,eo5fo2dem el,أقدام ال
akdamar,efo2 tmr,اق طمر
akdamardan ibaret olan,efo2 tmrdbo1 abu1erbo2 ewlebo1,اق طمردن عبارت اولان
akdamardan ibâret olan,efo2 tmrdbo1 abu1erbo2 ewlebo1,اق طمردن عبارت اولان
akdamarlara müteallik olan,efo2 tmrlrh mbo2alfo2 ewlebo1,اق طمرلره متعلق اولان
akdağ maden,eo6fo2deao1||madbo1,آقداغ‌معدن
akdağ'ın,eo6fo2deao1ko3,آقداغڭ
akdağ,eo6fo2deao1,آقداغ
akdeder,afo2d eydr,عقد ایدر
akdediyor,afo2d eydyywr,عقد ایدییور
akdem,efo2dm,اقدم
akdeniz,eo6fo2 dko3ro1,آق دڭز
akdes'e,eo5fo2dsh,أقدسه
akdes'i,eo5fo2dsy,أقدسی
akdes'in,eo5fo2dsko3,أقدسڭ
akdes'ine,eo5fo2dsbo1h,أقدسنه
akdes'ini,eo5fo2dsbo1y,أقدسنی
akdes'te,eo5fo2dsdh,أقدسده
akdes'tedir,eo5fo2dsdh||dr,أقدسده‌در
akdes'ten,eo5fo2dsdbo1,أقدسدن
akdes'tir,eo5fo2dsdr,أقدسدر
akdes,efo2ds,اقدس
akdes,eo4fo2o0do4so0,اَقْدَسْ
akdes,eo5fo2ds,أقدس
akdes-i,eo5fo2dsu4,أقدسِ
akdesden,eo5fo2dsdbo1,أقدسدن
akdese,eo5fo2dsh,أقدسه
akdesi,eo5fo2dsy,أقدسی
akdesin,eo5fo2dsko3,أقدسڭ
akdesinden,eo5fo2dsko3dbo1,أقدسڭدن
akdesine,eo5fo2dsbo1h,أقدسنه
akdesinin,eo5fo2dsbo1ko3,أقدسنڭ
akdet,afo2deybo2,عقدایت
akdetmek,afo2debu2bo2mk,عقدايتمک
akdetmek,afo2deybo2mk,عقدایتمک
akdi,afo2dy,عقدی
akdiken,eo6fo2||dykbo1,آق‌دیکن
akdiken,eo6fo2||dbu2kbo1,آق‌ديکن
akdini,afo2dko3y,عقدڭی
akdâh,efo2dex,اقداح
akdâm,efo2dem,اقدام
akgünlük,eo6fo2||kwbo1lk,آق‌کونلک
akhardal,eo6fo2||xrdel,آق‌حردال
akhaşhaş,eo6fo2||xo1so3xo1eso3,آق‌خشخاش
akhisar,eo6fo2xser,آقحسار
akibe,aefo2bu1h,عاقبه
akibet,aefo2bu1bo2,عاقبت
akibet,ao4efo2u4bu1o4bo2o0,عَاقِبَتْ
akibet-bînlik,aefo2bu1bo2||bu1ybo1lk,عاقبت‌بینلک
akibet-endişane,aefo2bu1bo2||eo5bo1dyso3ebo1h,عاقبت‌أندیشانه
akibet-endişlikten,aefo2bu1bo2||eo5bo1dyso3lkdbo1,عاقبت‌أندیشلکدن
akibet-i,aefo2bu1bo2u4,عاقبتِ
akibet-ül,aefo2bu1ho2 el,عاقبة ال
akibetbînlik,aefo2bu1bo2bu1ybo1lk,عاقبتبینلک
akibete,aefo2bu1bo2h,عاقبته
akibeti,aefo2bu1bo2y,عاقبتی
akibetin,aefo2bu1bo2ko3,عاقبتڭ
akibetinde,aefo2bu1bo2bo1dh,عاقبتنده
akibetinden,aefo2bu1bo2bo1dbo1,عاقبتندن
akibetine,aefo2bu1bo2bo1h,عاقبتنه
akibetini,aefo2bu1bo2bo1y,عاقبتنی
akibetinin,aefo2bu1bo2bo1ko3,عاقبتنڭ
akibetiyle,aefo2bu1bo2ylh,عاقبتیله
akibetlere,aefo2bu1bo2lrh,عاقبتلره
akibetleri,aefo2bu1bo2lry,عاقبتلری
akibetlerinden,aefo2bu1bo2lrbo1dbo1,عاقبتلرندن
akibetlerine,aefo2bu1bo2lrybo1h,عاقبتلرینه
akibetlerini,aefo2bu1bo2lrybo1y,عاقبتلرینی
akibetsiz,aefo2bu1bo2sro1,عاقبتسز
akibette,aefo2bu1bo2dh,عاقبتده
akibinde,afo2ybu1bo1dh,عقیبنده
akid,aefo2d,عاقد
akid,afo2d,عقد
akide,afo2ydh,عقیده
akide,afo2ydh||,عقیده‌
akide,ao4fo2ydo4h||,عَقیدَه‌
akide-i,afo2ydh||u4,عقیده‌ِ
akidede,afo2ydh||dh,عقیده‌ده
akidefuruş,afo2ydh fo1rwso3,عقیده فروش
akideler,afo2ydh||lr,عقیده‌لر
akidelere,afo2ydh||lrh,عقیده‌لره
akideleri,afo2ydh||lry,عقیده‌لری
akidelerimin,afo2ydh||lrymko3,عقیده‌لریمڭ
akidelerine,afo2ydh||lrybo1h,عقیده‌لرینه
akidelerini,afo2ydh||lrybo1y,عقیده‌لرینی
akidelerinin,afo2ydh||lrybo1ko3,عقیده‌لرینڭ
akidelerinizin,afo2ydh||lryko3ro1ko3,عقیده‌لریڭزڭ
akidemiz,afo2ydh||mro1,عقیده‌مز
akidenin,afo2ydh||bo1ko3,عقیده‌نڭ
akidesi,afo2ydh||sy,عقیده‌سی
akidesini,afo2ydh||sbo1y,عقیده‌سنی
akidesinin,afo2ydh||sbo1ko3,عقیده‌سنڭ
akidesiyle,afo2ydh||sylh,عقیده‌سیله
akideye,afo2ydh||yh,عقیده‌یه
akik,afo2bu2fo2,عقيق
akik,afo2yfo2,عقیق
akikle,afo2yfo2lh,عقیقله
akil,aefo2l,عاقل
akil,afo2l,عقل
akil,ao4efo2u4lo0,عَاقِلْ
akil,eo6kl,آکل
akilane,aefo2lebo1h||,عاقلانه‌
akile,eklh||,اکله‌
akile,eo6klh||,آکله‌
akim,afo2ym,عقیم
akim,ao4fo2ymo0,عَقیمْ
akis,aks,عکس
akis,ao4ku4so0,عَکِسْ
akisler,akslr,عکسلر
akislere,akslrh,عکسلره
akisleri,akslry,عکسلری
akisleridir,akslrydr,عکسلریدر
akislerin,akslrko3,عکسلرڭ
akislerinden,akslrbo1dbo1,عکسلرندن
akislerini,akslrybo1y,عکسلرینی
akisleriyle,akslrylh,عکسلریله
akistir,aksdr,عکسدر
aki̇de,ao4fo2ydo4h||,عَقیدَه‌
aki̇m,ao4fo2ymo0,عَقیمْ
aki̇s,ao4ku4so0,عَکِسْ
akkefal,eo6fo2 kfo1el,آق کفال
akkuyruk,eo6fo2||fo2wyrwfo2,آق‌قویروق
akl -ı baliğ,afo2l bu1elao1,عقل بالغ
akl -ı evvel,afo2l ewl,عقل اول
akl -ı küll,afo2l kl,عقل کل
akl -ı mücerred,afo2l mxu1rd,عقل مجرد
akl -ı selim,afo2l slym,عقل سلیم
akl etmek,afo2l e,عقل ا
akl öğretmek,afo2l ew krbo2mk,عقل او کرتمک
akl,afo2l,عقل
akl-i bali̇ğ,afo2l bu1elao1,عقل بالغ
akl-i bâliğ,afo2l bu1elao1,عقل بالغ
akl-i dünyevi,ao4fo2o0lu4 do9bo1o0bu2o4wu4bu2,عَقْلِ دُنْيَوِي
akl-i dünyevi̇,ao4fo2o0lu4 do9bo1o0yo4wu4y,عَقْلِ دُنْیَوِی
akl-i evvel,afo2l ewl,عقل اول
akl-i küll,afo2l kl,عقل کل
akl-i mücerred,afo2l mxu1rd,عقل مجرد
akl-i selim,afo2l slbu2m,عقل سليم
akl-i seli̇m,afo2l slym,عقل سلیم
akl-i seli̇m,ao4fo2o0lu4 so4lymo0,عَقْلِ سَلیمْ
akl-i selîm,ao4fo2o0lu4 so4lbu2mo0,عَقْلِ سَليمْ
akl-ı baliğ,afo2l bu1elao1,عقل بالغ
akl-ı bâliğ,afo2l bu1elao1,عقل بالغ
akl-ı dünyevi,ao4fo2o0lu4 do9bo1o0bu2o4wu4bu2,عَقْلِ دُنْيَوِي
akl-ı dünyevi,ao4fo2o0lu4 do9bo1o0yo4wu4y,عَقْلِ دُنْیَوِی
akl-ı evvel,afo2l ewl,عقل اول
akl-ı küll,afo2l kl,عقل کل
akl-ı mücerred,afo2l mxu1rd,عقل مجرد
akl-ı selim,afo2l slbu2m,عقل سليم
akl-ı selim,afo2l slym,عقل سلیم
akl-ı selim,ao4fo2o0lu4 so4lymo0,عَقْلِ سَلیمْ
akl-ı selîm,ao4fo2o0lu4 so4lbu2mo0,عَقْلِ سَليمْ
akl-ı,afo2lu4,عقلِ
akla baliğ olmak,afo2lh bu1elao1 ew,عقله بالغ او
akla baliğ,afo2lh bu1elao1,عقله بالغ
akla bâliğ olmak,afo2lh bu1elao1 ew,عقله بالغ او
akla bâliğ,afo2lh bu1elao1,عقله بالغ
akla sığar,afo2lh zbu2ao1er,عقله صيغار
akla sığar,afo2lh zyao1er,عقله صیغار
akla,afo2lh,عقله
aklam,efo2lem,اقلام
aklen,afo2leo4,عقلاَ
aklen,afo2leo44,عقلاً
aklen,efo2le,اقلا
akli,afo2ly,عقلی
akliyat,afo2lyebo2,عقلیات
akliyat-ı,afo2lyebo2u4,عقلیاتِ
akliyatlarıyla,afo2lyebo2lrylh,عقلیاتلریله
akliyatı,afo2lyebo2y,عقلیاتی
akliyatını,afo2lyebo2bo1y,عقلیاتنی
akliye,afo2lyh,عقلیه
akliye-i,afo2lyh||u4,عقلیه‌ِ
akliyede,afo2lyh||dh,عقلیه‌ده
akliyeden,afo2lyh||dbo1,عقلیه‌دن
akliyedir,afo2lyh||dr,عقلیه‌در
akliyenin,afo2lyh||bo1ko3,عقلیه‌نڭ
akliyesi,afo2lyh||sy,عقلیه‌سی
akliyesine,afo2lyh||sbo1h,عقلیه‌سنه
akliyesiyle,afo2lyh||sylh,عقلیه‌سیله
akliyeye,afo2lyh||yh,عقلیه‌یه
akliyeyi,afo2lyh||yy,عقلیه‌یی
akliyle,afo2lylh,عقلیله
akliyye,afo2lbu2h,عقليه
akliyye,afo2lyh,عقلیه
akliyye,afo2lyh||,عقلیه‌
akliyye-i,afo2lyh||u4,عقلیه‌ِ
akliyyun,afo2lywbo1,عقلیون
akliyyûn,afo2lbu2wbo1,عقليون
aklsız,afo2lsro1,عقلسز
aklâm,efo2lem,اقلام
aklâmı,eo5fo2lemy,أقلامی
aklî,afo2ly,عقلی
aklîden,afo2lydbo1,عقلیدن
aklîdir,afo2lydr,عقلیدر
aklînin,afo2lybo1ko3,عقلینڭ
aklîsi,afo2lysy,عقلیسی
aklîye,afo2ly||yh,عقلی‌یه
aklîyi,afo2ly||yy,عقلی‌یی
aklı başına gelmek,afo2ly bu1eso3bo1h klmk,عقلی باشنه کلمک
aklı başında olmak,afo2ly bu1eso3bo1dh ew,عقلی باشنده او
aklı başında olmaklık,afo2ly bu1eso3bo1dh ewlmfo2lfo2,عقلی باشنده اولمقلق
aklı başında,afo2ly bu1eso3bo1dh,عقلی باشنده
aklı başında,afo2ly bu1eso3bo1dh||,عقلی باشنده‌
aklı başındadır,afo2ly bu1eso3bo1dh dr,عقلی باشنده در
aklı,afo2ly,عقلی
aklıdır,afo2lydr,عقلیدر
aklık,eo6fo2lfo2,آقلق
aklım,afo2lm,عقلم
aklıma bir şey geliyor,afo2lmh bu1rso3y klbu2wr,عقلمه برشی کليور
aklıma bir şey geliyor,afo2lmh bu1rso3y klywr,عقلمه برشی کلیور
aklıma geliyor,afo2lmh klbu2wr,عقلمه کليور
aklıma geliyor,afo2lmh klywr,عقلمه کلیور
aklıma,afo2lmh,عقلمه
aklımdan,afo2lmdbo1,عقلمدن
aklımla,afo2lmlh,عقلمله
aklımı,afo2lmy,عقلمی
aklımın,afo2lmko3,عقلمڭ
aklımız,afo2lmro1,عقلمز
aklımıza,afo2lmro1h,عقلمزه
aklımızla,afo2lmro1lh,عقلمزله
aklımızı,afo2lmro1y,عقلمزی
aklımızın,afo2lmro1ko3,عقلمزڭ
aklın,afo2lko3,عقلڭ
aklına gelmek üzere,afo2lbo1h klmk ewro1rh,عقلنه کلمک اوزره
aklına gelmek üzere,afo2lbo1h klmk ewro1rh||,عقلنه کلمک اوزره‌
aklına getirmek,afo2lbo1h kbo2wrmfo2,عقلنه کتورمق
aklına getirmek,afo2lbo1h kbo2wrmk,عقلنه کتورمک
aklına kabul etmek,afo2lbo1h fo2bu1wl e,عقلنه قبول ا
aklına kabûl etmek,afo2lbo1h fo2bu1wl e,عقلنه قبول ا
aklına koymak,afo2lbo1h fo2wmfo2,عقلنه قومق
aklına şey koymak,afo2lbo1h so3y fo2wmfo2,عقلنه شی قومق
aklına,afo2lbo1h,عقلنه
aklınca,afo2lko3xu1h,عقلڭجه
aklında,afo2lbo1dh,عقلنده
aklından çıkarmak,afo2lbo1dbo1 xu3bu2fo2ermfo2,عقلندن چيقارمق
aklından çıkarmak,afo2lbo1dbo1 xu3yfo2ermfo2,عقلندن چیقارمق
aklından,afo2lbo1dbo1,عقلندن
aklınla,afo2lko3lh,عقلڭله
aklını başına getirmek,afo2lbo1y bu1eso3bo1h kbo2wrbo2mk,عقلنی باشنه کتورتمک
aklını başına getirmek,afo2lbo1y bu1eso3bo1h kbo2wrmk,عقلنی باشنه کتورمک
aklını vermek,afo2lbo1y wbu2rmk,عقلنی ويرمک
aklını vermek,afo2lbo1y wyrmk,عقلنی ویرمک
aklını çelmek,afo2lbo1y xu3lmk,عقلنی چلمک
aklını,afo2lbo1y,عقلنی
aklının,afo2lbo1ko3,عقلنڭ
aklınız,afo2lko3ro1,عقلڭز
aklınızla,afo2lko3ro1lh,عقلڭزله
aklınızı,afo2lko3ro1y,عقلڭزی
aklıselim,afo2l slbu2m,عقل سليم
aklıselim,afo2l slym,عقل سلیم
aklıyla,afo2lylh,عقلیله
akm,afo2m,عقم
akma,eo6fo2me,آقما
akma,eo6fo2mh,آقمه
akma,eo6fo2mh||,آقمه‌
akmak,efo2mfo2,اقمق
akmak,eo6fo2mfo2,آقمق
akmakta,eo6fo2mfo2dh,آقمقده
akmamak,efo2memfo2,اقمامق
akmar,efo2mer,اقمار
akması,eo6fo2mesy,آقماسی
akmasına,eo6fo2mesbo1h,آقماسنه
akmasını,eo6fo2mesbo1y,آقماسنی
akmasının,eo6fo2mesbo1ko3,آقماسنڭ
akmayan,efo2mbu2ebo1,اقميان
akmayan,efo2myebo1,اقمیان
akmaz,efo2mro1,اقمز
akmişe,efo2mso3h,اقمشه
akmişe,efo2mso3h||,اقمشه‌
akmâr,efo2mer,اقمار
akmış,eo6fo2mso3,آقمش
akmışsa,eo6fo2mso3sh,آقمشسه
akord,eo6fo2wrd,آقورد
akordcu,eo6fo2wrdxu1y,آقوردجی
akraba,efo2rbu1e,اقربا
akraba,efo2rbu1ec,اقرباء
akraba,eo5fo2rbu1e,أقربا
akraba-i,eo5fo2rbu1ecu4,أقرباءِ
akrabadan,efo2rbu1edbo1,اقربادن
akrabadan,eo5fo2rbu1edbo1,أقربادن
akrabadır,eo5fo2rbu1edr,أقربادر
akrabalar,eo5fo2rbu1elr,أقربالر
akrabalara,eo5fo2rbu1elrh,أقربالره
akrabaları,eo5fo2rbu1elry,أقربالری
akrabalarım,eo5fo2rbu1elrm,أقربالرم
akrabalarımın,eo5fo2rbu1elrymko3,أقربالریمڭ
akrabaların,eo5fo2rbu1elrko3,أقربالرڭ
akrabalarına,eo5fo2rbu1elrybo1h,أقربالرینه
akrabalarını,eo5fo2rbu1elrybo1y,أقربالرینی
akrabalarının,eo5fo2rbu1elrybo1ko3,أقربالرینڭ
akrabalarınız,eo5fo2rbu1elryko3ro1,أقربالریڭز
akrabalarınızla,eo5fo2rbu1elryko3ro1lh,أقربالریڭزله
akrabalarıyla,eo5fo2rbu1elrylh,أقربالریله
akrabalık,efo2rbu1elfo2,اقربالق
akrabalık,eo5fo2rbu1elfo2,أقربالق
akrabam,eo5fo2rbu1em,أقربام
akrabama,eo5fo2rbu1emh,أقربامه
akrabamın,eo5fo2rbu1emko3,أقربامڭ
akraban,eo5fo2rbu1eko3,أقرباڭ
akrabandır,eo5fo2rbu1eko3dr,أقرباڭدر
akrabanın,eo5fo2rbu1ebo1ko3,أقربانڭ
akrabası,eo5fo2rbu1esy,أقرباسی
akrabasına,eo5fo2rbu1esbo1h,أقرباسنه
akrabasından,eo5fo2rbu1esbo1dbo1,أقرباسندن
akrabasını,eo5fo2rbu1esbo1y,أقرباسنی
akrabasının,eo5fo2rbu1esbo1ko3,أقرباسنڭ
akrabasıyla,eo5fo2rbu1esylh,أقرباسیله
akrabâ,efo2rbu1e,اقربا
akrabâ,efo2rbu1ec,اقرباء
akrabâ,eo5fo2rbu1e,أقربا
akran,efo2rebo1,اقران
akran,eo4fo2o0ro4ebo1o0,اَقْرَانْ
akran,eo5fo2rebo1,أقران
akrandan,eo5fo2rebo1dbo1,أقراندن
akreb,afo2rbu1,عقرب
akreb,efo2rbu1,اقرب
akrebdir,eo5fo2rbu1dr,أقربدر
akrebek,afo2rbu1k,عقربک
akrebi,afo2rbu1y,عقربی
akrebidir,eo5fo2rbu1ydr,أقربیدر
akrebin,afo2rbu1ko3,عقربڭ
akrebiyet-i ilahiye,eo4fo2o0ro4bu1u4yo4bo2u4 eu4lhu4yo4h||,اَقْرَبِیَتِ اِلهِیَه‌
akrebiyet-i ilâhiye,eo4fo2o0ro4bu1u4bu2o4bo2u4 eu4lhu4bu2o4h,اَقْرَبِيَتِ اِلهِيَه
akrebiyet-i,eo5fo2rbu1ybo2u4,أقربیتِ
akrebiyete,eo5fo2rbu1ybo2h,أقربیته
akrebiyeti,eo5fo2rbu1ybo2y,أقربیتی
akrebiyetin,eo5fo2rbu1ybo2ko3,أقربیتڭ
akrebiyetini,eo5fo2rbu1ybo2bo1y,أقربیتنی
akrebiyyetin,eo5fo2rbu1ybo2ko3,أقربیتڭ
akrebi̇yet-i̇ i̇lahi̇ye,eo4fo2o0ro4bu1u4yo4bo2u4 eu4lhu4yo4h||,اَقْرَبِیَتِ اِلهِیَه‌
akreblerden,afo2rbu1lrdbo1,عقربلردن
akrebleri,afo2rbu1lry,عقربلری
akrep,afo2rbu1,عقرب
akrepler,afo2rbu1lr,عقربلر
akreplere,afo2rbu1lrh,عقربلره
akreplerin,afo2rbu1lrko3,عقربلرڭ
akreplerinin,afo2rbu1lrybo1ko3,عقربلرینڭ
akreplerle,afo2rbu1lrlh,عقربلرله
akrepli,afo2rbu1ly,عقربلی
akrepten,afo2rbu1dbo1,عقربدن
akrân,efo2rebo1,اقران
aks -i müddea,aks mdae,عکس مدعا
aks -i seda,aks zde,عکس صدا
aks etmek,aks e,عکس ا
aks,aks,عکس
aks-i misal,ao4ko0su4 mu4bo3o4elo0,عَکْسِ مِثَالْ
aks-i misâl,ao4ko0su4 mu4bo3o4elo0,عَکْسِ مِثَالْ
aks-i müddea,aks mdae,عکس مدعا
aks-i müddeâ,aks mdae,عکس مدعا
aks-i nur,ao4fo2o0su4 bo1o9wro0,عَقْسِ نُورْ
aks-i nûr,ao4fo2o0su4 bo1o9wro0,عَقْسِ نُورْ
aks-i sada,ao4ko0su4 zo4do4e,عَکْسِ صَدَا
aks-i sadâ,ao4ko0su4 zo4do4e,عَکْسِ صَدَا
aks-i seda,aks zde,عکس صدا
aks-i sedâ,aks zde,عکس صدا
aks-i,aksu4,عکسِ
aks-i̇ mi̇sal,ao4ko0su4 mu4bo3o4elo0,عَکْسِ مِثَالْ
aks-i̇ müddea,aks mdae,عکس مدعا
aks-i̇ nur,ao4fo2o0su4 bo1o9wro0,عَقْسِ نُورْ
aks-i̇ sada,ao4ko0su4 zo4do4e,عَکْسِ صَدَا
aks-i̇ seda,aks zde,عکس صدا
aks-ül,aks el,عکس ال
aks-ül-amel,aks elaml,عکس العمل
aksa -yı emel,efo2zey eml,اقصای امل
aksa -yı şark,efo2zey so3rfo2,اقصای شرق
aksa'sıdır,eo5fo2zesydr,أقصاسیدر
aksa'ya,eo5fo2zeyh,أقصایه
aksa,efo2zy,اقصی
aksa,eo5fo2ze,أقصا
aksa,eo6fo2se,آقسا
aksa-l,eo5fo2o0zy el,أقْصی ال
aksa-yi emel,efo2zey eml,اقصای امل
aksa-yi şark,efo2zey so3rfo2,اقصای شرق
aksa-yı emel,efo2zey eml,اقصای امل
aksa-yı şark,efo2zey so3rfo2,اقصای شرق
aksak,eao1sefo2,اغساق
aksak,eo6fo2sefo2,آقساق
aksakal,eo6fo2 sfo2el,آق سقال
aksam -ı saire,efo2sem sebo5rh||,اقسام سائره‌
aksam,efo2sem,اقسام
aksam,eo4fo2o0so4emo0,اَقْسَامْ
aksam-i sai̇re,efo2sem sebo5rh||,اقسام سائره‌
aksam-ı saire,efo2sem sebo5rh||,اقسام سائره‌
aksam-ı,eo5fo2semu4,أقسامِ
aksama,eo5fo2semh,أقسامه
aksamak,eo6fo2semfo2,آقسامق
aksamı,eo5fo2semy,أقسامی
aksamına,eo5fo2sembo1h,أقسامنه
aksamında,eo5fo2sembo1dh,أقسامنده
aksamından,eo5fo2sembo1dbo1,أقسامندن
aksamını,eo5fo2sembo1y,أقسامنی
aksamıyla,eo5fo2semylh,أقسامیله
aksaray,eo6fo2srey,آقسرای
aksası,eo5fo2zo99y||sy,أقصٌی‌سی
aksat,eo6fo2sebo2,آقسات
aksatmak,eo6fo2sebo2mfo2,آقساتمق
aksedecektir,aks eydh||xu1kdr,عکس ایده‌جکدر
akseden,aks eydbo1,عکس ایدن
akseder,aks eydr,عکس ایدر
aksedilmesine,aks eydylmh||sbo1h,عکس ایدیلمه‌سنه
aksedip,aks eydwbu1,عکس ایدوب
aksediyor,aks eydyywr,عکس ایدییور
akseki,eo6fo2sky,آقسکی
akser,efo2zr,اقصر
aksetmekle,aks eybo2mklh,عکس ایتمکله
aksetmektedir,aks eybo2mkdh||dr,عکس ایتمکده‌در
aksetmiş,aks eybo2mso3,عکس ایتمش
aksettirdiği,aks eybo2dyrdyko7y,عکس ایتدیردیگی
aksettirecek,aks eybo2dyrh||xu1k,عکس ایتدیره‌جک
aksettiren,aks eybo2dyrbo1,عکس ایتدیرن
aksettiriliyor,aks eybo2dyrylyywr,عکس ایتدیریلییور
aksettirir,aks eybo2dyrr,عکس ایتدیرر
aksettirmeğe,aks eybo2dyrmko7h,عکس ایتدیرمگه
aksettirmiş,aks eybo2dyrmso3,عکس ایتدیرمش
aksettirmiştir,aks eybo2dyrmso3dr,عکس ایتدیرمشدر
aksettiğini,aks eybo2dyko7bo1y,عکس ایتدیگنی
akseylemiş,aks eo5ylh||mso3,عکس أیله‌مش
aksi,aksy,عکسی
aksidir,aksydr,عکسیدر
aksilik,aksbu2lk,عکسيلک
aksilik,aksylk,عکسیلک
aksimize,aksmro1h,عکسمزه
aksin,aksko3,عکسڭ
aksine,aksbo1h,عکسنه
aksine,aksbo1h||,عکسنه‌
aksini,aksbo1y,عکسنی
aksinin,aksbo1ko3,عکسنڭ
aksiyle,aksylh,عکسیله
aksiyon,eo6fo2sbu2wbo1,آقسيون
aksiyon,eo6fo2sywbo1,آقسیون
aksu,eo6fo2||sw,آق‌سو
aksâ,efo2zy,اقصی
aksâ,eo6fo2se,آقسا
aksâ-yi emel,efo2zey eml,اقصای امل
aksâ-yi şark,efo2zey so3rfo2,اقصای شرق
aksâ-yı emel,efo2zey eml,اقصای امل
aksâ-yı şark,efo2zey so3rfo2,اقصای شرق
aksâm,efo2sem,اقسام
aksâm,eo4fo2o0so4emo0,اَقْسَامْ
aksâm-i sâire,efo2sem sebo5rh,اقسام سائره
aksâm-ı sâire,efo2sem sebo5rh,اقسام سائره
aksâmını,eo5fo2sembo1y,أقسامنی
aksî,aksy,عکسی
aksöğüt,eo6fo2||skwd,آق‌سکود
aksü'l-amel,aks elaml,عکس العمل
aksü'l-amel,ao4ko0so9 elo0ao4mo4lo0,عَکْسُ الْعَمَلْ
aksül'amel,aks elaml,عکس العمل
aksülamel,aks elaml,عکس العمل
aksülamel,ao4ko0so9 elo0ao4mo4lo0,عَکْسُ الْعَمَلْ
aksülâmel,aks elaml,عکس العمل
aksülümen,eo6fo2||slmbo1,آق‌سلمن
aksımak,efo2zbu2mfo2,اقصيمق
aksımak,efo2zymfo2,اقصیمق
aksın,eo6fo2sybo1,آقسین
aksır,eo6fo2syr,آقسیر
aksırmak,efo2srmfo2,اقسرمق
aksırmak,eo6fo2sbu2rmfo2,آقسيرمق
aksırmak,eo6fo2syrmfo2,آقسیرمق
aksırt,eo6fo2syrbo2,آقسیرت
aksırtmak,eo6fo2sbu2rbo2mfo2,آقسيرتمق
aksırtmak,eo6fo2syrbo2mfo2,آقسیرتمق
aksırtıcı,eo6fo2sbu2rbo2xu1y,آقسيرتجی
aksırtıcı,eo6fo2syrbo2xu1y,آقسیرتجی
aksırık,efo2srfo2,اقسرق
aksırık,eo6fo2sbu2rbu2fo2,آقسيريق
aksırık,eo6fo2syryfo2,آقسیریق
aksırış,efo2srso3,اقسرش
akta',efo2tea,اقطاع
aktab,efo2tebu1,اقطاب
aktab,efo2ter,اقطار
aktab,eo5fo2tebu1,أقطاب
aktab-ı,eo5fo2tebu1u4,أقطابِ
aktabdan,eo5fo2tebu1dbo1,أقطابدن
aktabdır,eo5fo2tebu1dr,أقطابدر
aktablar,eo5fo2tebu1lr,أقطابلر
aktablara,eo5fo2tebu1lrh,أقطابلره
aktablarda,eo5fo2tebu1lrdh,أقطابلرده
aktabları,eo5fo2tebu1lry,أقطابلری
aktabların,eo5fo2tebu1lrko3,أقطابلرڭ
aktablarına,eo5fo2tebu1lrybo1h,أقطابلرینه
aktabı,eo5fo2tebu1y,أقطابی
aktabın,eo5fo2tebu1ko3,أقطابڭ
aktar,ater,عطار
aktar,efo2ter,اقطار
aktar,eo4fo2o0to4ero0,اَقْطَارْ
aktar,eo5fo2ter,أقطار
aktar,eo6fo2bo2er,آقتار
aktar,eo6fo2ter,آقطار
aktar-i alem,eo4fo2o0to4eru4 ao4elmo0,اَقْطَارِ عَالمْ
aktar-i arz,eo4fo2o0teo4ru4 eo4ro0zo1o0,اَقْطاَرِ اَرْضْ
aktar-i beden,eo4fo2o0teo4ru4 bu1o4do4bo1o0,اَقْطاَرِ بَدَنْ
aktar-i ci̇han,efo2ter xu1hebo1,اقطار جهان
aktar-ı alem,eo4fo2o0to4eru4 ao4elmo0,اَقْطَارِ عَالمْ
aktar-ı arz,eo4fo2o0teo4ru4 eo4ro0zo1o0,اَقْطاَرِ اَرْضْ
aktar-ı beden,eo4fo2o0teo4ru4 bu1o4do4bo1o0,اَقْطاَرِ بَدَنْ
aktar-ı cihan,efo2ter xu1hebo1,اقطار جهان
aktar-ı,eo5fo2teru4,أقطارِ
aktardaki,eo5fo2terdh||ky,أقطارده‌کی
