
b,bu1,ب
belâgatıyla,bu1leao1bo2ylh,بلاغتیله
belâhet,bu1lehbo2,بلاهت
belâhete,bu1lehbo2h,بلاهته
belâhetin,bu1lehbo2ko3,بلاهتڭ
belâhetini,bu1lehbo2bo1y,بلاهتنی
belâhettir,bu1lehbo2dr,بلاهتدر
belâlar,bu1lelr,بلالر
belâlardan,bu1lelrdbo1,بلالردن
belâları,bu1lelry,بلالری
belâlı,bu1lely,بلالی
belâsını,bu1lesbo1y,بلاسنی
belâya,bu1leyh,بلایه
belâyâ,bu1leye,بلایا
belâyı,bu1leyy,بلایی
belâğ,bu1leao1,بلاغ
belçika,bu1lxu3yfo2e,بلچیقا
belî,bu1ly,بلی
belîğ,bu1lbu2ao1,بليغ
belîğ,bu1o4lbu2ao1o0,بَليغْ
belût,bu1lwt,بلوط
bel’,bu1la,بلع
bembeyaz,bu1m<>bu1yezo1,بم‌بیاض
bembeyaz,bu1m||bu1yezo1,بم‌بیاض
bembeyaz,bu1o4mo0 bu1yezo1,بَمْ بیاض
bemol,bu1h<>mwl,به‌مول
bemol,bu1h||mwl,به‌مول
ben gitmesem,bu1bo1 kbo2msm,بن کتمسم
ben ona bir dolap çeviririm,bu1bo1 ekebu1rtwlebu1 xu3wbu2rrm,بن اکابرطولاب چويررم
ben ona bir dolap çeviririm,bu1bo1 ekebu1rtwlebu1 xu3wyrrm,بن اکابرطولاب چویررم
ben ona bir oyun yaparım,bu1bo1 ekebu1rewbu2wbo1 bu2bu3erm,بن اکابراويون يپارم
ben ona bir oyun yaparım,bu1bo1 ekebu1rewywbo1 ybu3erm,بن اکابراویون یپارم
ben,bu1bo1,بن
ben,bu1k,بک
ben,bu1ko3,بڭ
ben,bu1lo5o3,بك
benadir,bu1bo1edr,بنادر
benam,bu1bo1em,بنام
benamı,bu1bo1emy,بنامی
benamından,bu1bo1embo1dbo1,بنامندن
benan,bu1bo1ebo1,بنان
benat,bu1bo1ebo2,بنات
bence,bu1bo1xu1h,بنجه
bend etmek,bu1bo1de,بندا
bend,bu1bo1d,بند
bende,bu1bo1dh,بنده
bende,bu1bo1dh||,بنده‌
bendede,bu1bo1dh||dh,بنده‌ده
bendedir,bu1bo1dh||dr,بنده‌در
bendegan,bu1bo1d<>ko7ebo1,بند‌گان
bendegan,bu1bo1dko7ebo1,بندگان
bendeganesinden,bu1bo1dh||ko7ebo1h||sbo1dbo1,بنده‌گانه‌سندن
bendegi,bu1bo1dko7y,بندگی
bendegân,bu1bo1dko7ebo1,بندگان
bendegân,bu1bo1d||ko7ebo1,بند‌گان
bendegânemin,bu1bo1dh||ko7ebo1h||mko3,بنده‌گانه‌مڭ
bendegî,bu1bo1dko7y,بندگی
bendehane,bu1bo1dh xo1ebo1h||,بنده خانه‌
bendehâne,bu1bo1dh xo1ebo1h,بنده خانه
bendeki,bu1bo1dh||ky,بنده‌کی
bendeki,bu1bo1dky,بندکی
bendeleri,bu1bo1dh||lry,بنده‌لری
bendelerinden,bu1bo1dh||lrbo1dbo1,بنده‌لرندن
bendelerine,bu1bo1dh||lrybo1h,بنده‌لرینه
bendelerîde,bu1bo1dh||lrydh,بنده‌لریده
benden,bu1bo1dbo1,بندن
bendendir,bu1bo1dbo1dr,بندندر
bendene,bu1bo1dh||ko3h,بنده‌ڭه
bendeniz,bu1bo1dh||ko3ro1,بنده‌ڭز
bendenizde,bu1bo1dh||ko3ro1dh,بنده‌ڭزده
bendenizdeki,bu1bo1dh||ko3ro1dh||ky,بنده‌ڭزده‌کی
bendenize,bu1bo1dh||ko3ro1h,بنده‌ڭزه
bendenizi,bu1bo1dh||ko3ro1y,بنده‌ڭزی
bendenizin,bu1bo1dh||ko3ro1ko3,بنده‌ڭزڭ
bender,bu1bo1dr,بندر
bendergah,bu1bo1drko7eh||,بندرگاه‌
bendergâh,bu1bo1drko7eh,بندرگاه
bendesidir,bu1bo1dh||sydr,بنده‌سیدر
bendezade,bu1bo1dh ro1edh||,بنده زاده‌
bendezâde,bu1bo1dh ro1edh,بنده زاده
bendi,bu1bo1dy,بندی
benefşe,bu1bo1fo1so3h,بنفشه
benefşe,bu1bo1fo1so3h||,بنفشه‌
benefşi,bu1bo1fo1so3y,بنفشی
benefşî,bu1bo1fo1so3y,بنفشی
benek,bu1bo1k,بنک
benekli,bu1bo1klw,بنکلو
benekli,bu1bo1kly,بنکلی
beneksiz,bu1bo1ksro1,بنکسز
benevi,bu1bo1wy,بنوی
benevî,bu1bo1wy,بنوی
beng,bu1bo1ko7,بنگ
bengi,bu1bo1ko7y,بنگی
bengî,bu1bo1ko7y,بنگی
beni adem,bu1bo1y edm,بنی ادم
beni,bu1bo1y,بنی
beni-adem,bu1o4bo1y eo6do4mo0,بَنی آدَمْ
beni-âdemi,bu1bo1y eo6dmy,بنی آدمی
beniadem,bu1bo1y eo6dm,بنی آدم
beniadem,bu1bo1y<>eo6dm,بنی‌آدم
beniisrail ı,bu1bo1y esrebo5yl,بنی اسرائیل
beniisrail,bu1bo1y esrebo5yl,بنی اسرائیل
benim bulunduğum halde,bu1bo1m bu1wlbo1dyao1m xeldh||,بنم بولندیغم حالده‌
benim bulunduğum hâlde,bu1bo1m bu1wlbo1dbu2ao1m xeldh,بنم بولنديغم حالده
benim haberim olmayarak,bu1bo1m xo1bu1rm ewlmbu2h rfo2,بنم خبرم اولميه رق
benim haberim olmayarak,bu1bo1m xo1bu1rm ewlmyh rfo2,بنم خبرم اولمیه رق
benim halimde,bu1bo1m xelmdh||,بنم حالمده‌
benim hâlimde,bu1bo1m xelmdh,بنم حالمده
benim,bu1bo1m,بنم
benimdir,bu1bo1mdr,بنمدر
benimki,bu1bo1mky,بنمکی
benimki,bu1bo1ymky,بنیمکی
benimkidir,bu1bo1mkydr,بنمکیدر
benimkiler,bu1bo1mkbu2lr,بنمکيلر
benimkiler,bu1bo1mkylr,بنمکیلر
benimle,bu1bo1mlh,بنمله
benimse,bu1bo1msh<>,بنمسه‌
benimsemek,bu1bo1msh<>mk,بنمسه‌مک
benimsemek,bu1bo1msh||mk,بنمسه‌مک
benimsemektedir,bu1bo1msh||mkdh||dr,بنمسه‌مکده‌در
benimsemesine,bu1bo1msh||mh||sbo1h,بنمسه‌مه‌سنه
benimsemiştir,bu1bo1msh||mso3dr,بنمسه‌مشدر
benimsenecek,bu1bo1msh||bo1h||xu1k,بنمسه‌نه‌جک
benimsenmesi,bu1bo1msh||bo1msy,بنمسه‌نمسی
benimseyen,bu1bo1msh||ybo1,بنمسه‌ین
benimsin,bu1bo1msko3,بنمسڭ
benini,bu1bo1ko3y,بنڭی
beniz,bu1ko3ro1,بڭز
beniz,bu1kro1,بکز
beniz,bu1lo5o3ro1,بكز
beni̇-adem,bu1o4bo1y eo6do4mo0,بَنی آدَمْ
beni̇adem,bu1bo1y eo6dm,بنی آدم
beni̇i̇srai̇l,bu1bo1y esrebo5yl,بنی اسرائیل
benli'yi,bu1ko3ly||yy,بڭلی‌یی
benli,bu1bo1ly,بنلی
benli,bu1ko3ly,بڭلی
benlik,bu1bo1lk,بنلک
benlikleri,bu1bo1lklry,بنلکلری
benlikten,bu1bo1lkdbo1,بنلکدن
benliği,bu1bo1lko7y,بنلگی
benliğimden,bu1bo1lko7mdbo1,بنلگمدن
benliğime,bu1bo1lko7mh,بنلگمه
benliğimi,bu1bo1lko7my,بنلگمی
benliğin,bu1bo1lko7ko3,بنلگڭ
benliğinde,bu1bo1lko7bo1dh,بنلگنده
benliğinden,bu1bo1lko7bo1dbo1,بنلگندن
benliğine,bu1bo1lko7bo1h,بنلگنه
benliğini,bu1bo1lko7bo1y,بنلگنی
benna,bu1bo1ec,بناء
benna,bu1bo1o8e,بنّا
bennâ,bu1bo1ec,بناء
benu,bu1bo1w,بنو
benze,bu1lo5o3ro1h<>,بكزه‌
benzedi,bu1ko3ro1h||dy,بڭزه‌دی
benzedikleri,bu1ko3ro1h||dklry,بڭزه‌دکلری
benzediği,bu1ko3ro1h||dyko7y,بڭزه‌دیگی
benzediğinden,bu1ko3ro1h||dyko7bo1dbo1,بڭزه‌دیگندن
benzeme,bu1ko3ro1h||mh,بڭزه‌مه
benzemedikleri,bu1ko3ro1h||mdklry,بڭزه‌مدکلری
benzemediği,bu1ko3ro1h||mdyko7y,بڭزه‌مدیگی
benzemediğini,bu1ko3ro1h||mdyko7bo1y,بڭزه‌مدیگنی
benzemek,bu1ko3ro1h||mk,بڭزه‌مک
benzemek,bu1kro1h mk,بکزه مک
benzemek,bu1kro1mk,بکزمک
benzemek,bu1lo5o3ro1h<>mk,بكزه‌مک
benzemekle,bu1ko3ro1h||mklh,بڭزه‌مکله
benzemeklik,bu1ko3ro1h||mklk,بڭزه‌مکلک
benzemektedir,bu1ko3ro1h||mkdh||dr,بڭزه‌مکده‌در
benzemektir,bu1ko3ro1h||mkdr,بڭزه‌مکدر
benzemeleri,bu1ko3ro1h||mh||lry,بڭزه‌مه‌لری
benzemeli,bu1ko3ro1h||mly,بڭزه‌ملی
benzemelisiniz,bu1ko3ro1h||mlysko3ro1,بڭزه‌ملیسڭز
benzememek,bu1ko3ro1h||mh||mk,بڭزه‌مه‌مک
benzememeli,bu1ko3ro1h||mh||mly,بڭزه‌مه‌ملی
benzememesi,bu1ko3ro1h||mh||msy,بڭزه‌مه‌مسی
benzemesin,bu1ko3ro1h||msybo1,بڭزه‌مسین
benzemeye,bu1ko3ro1h||mko7h,بڭزه‌مگه
benzemeyecek,bu1ko3ro1h||myh||xu1k,بڭزه‌میه‌جک
benzemeyen,bu1ko3ro1h||mh||ybo1,بڭزه‌مه‌ین
benzemeyip,bu1ko3ro1h||mywbu1,بڭزه‌میوب
benzemez,bu1ko3ro1h||mro1,بڭزه‌مز
benzemez,bu1kro1h mro1,بکزه مز
benzemezler,bu1ko3ro1h||mro1lr,بڭزه‌مزلر
benzemeğe,bu1ko3ro1h||mko7h,بڭزه‌مگه
benzemiyecek,bu1ko3ro1h||myh||xu1k,بڭزه‌میه‌جک
benzemiyor,bu1ko3ro1h||myywr,بڭزه‌مییور
benzemiyorlar,bu1ko3ro1h||myywrlr,بڭزه‌مییورلر
benzemiyoruz,bu1ko3ro1h||myywrro1,بڭزه‌مییورز
benzer,bu1ko3ro1h||r,بڭزه‌ر
benzer,bu1ko3ro1r,بڭزر
benzer,bu1kro1,بکز
benzer,bu1kro1r,بکزر
benzer,bu1lo5o3ro1h<>r,بكزه‌ر
benzerdi,bu1ko3ro1rdy,بڭزردی
benzeri,bu1ko3ro1ry,بڭزری
benzerin,bu1ko3ro1rko3,بڭزرڭ
benzerine,bu1ko3ro1rybo1h,بڭزرینه
benzerini,bu1ko3ro1rybo1y,بڭزرینی
benzeriz,bu1ko3ro1h||rro1,بڭزه‌رز
benzerler,bu1ko3ro1rlr,بڭزرلر
benzerlerini,bu1ko3ro1rlrybo1y,بڭزرلرینی
benzerlerinin,bu1ko3ro1rlrybo1ko3,بڭزرلرینڭ
benzerse,bu1ko3ro1rsh,بڭزرسه
benzersin,bu1ko3ro1rsko3,بڭزرسڭ
benzersiniz,bu1ko3ro1rsko3ro1,بڭزرسڭز
benzet,bu1lo5o3ro1h<>bo2,بكزه‌ت
benzetemezler,bu1ko3ro1h||bo2h||mro1lr,بڭزه‌ته‌مزلر
benzetemiyor,bu1ko3ro1h||bo2h||myywr,بڭزه‌ته‌مییور
benzeterek,bu1ko3ro1h||bo2h||rk,بڭزه‌ته‌رک
benzetildiği,bu1ko3ro1h||bo2ldyko7y,بڭزه‌تلدیگی
benzetilmek,bu1ko3ro1h||bo2lmk,بڭزه‌تلمک
benzetilmesi,bu1ko3ro1h||bo2ylmsy,بڭزه‌تیلمسی
benzetilse,bu1ko3ro1h||bo2ylsh,بڭزه‌تیلسه
benzetip,bu1ko3ro1h||bo2wbu1,بڭزه‌توب
benzetir,bu1ko3ro1h||bo2yr,بڭزه‌تیر
benzetirler,bu1ko3ro1h||bo2yrlr,بڭزه‌تیرلر
benzetiyorum,bu1ko3ro1h||bo2yywrm,بڭزه‌تییورم
benzetme,bu1ko3ro1h||bo2mh,بڭزه‌تمه
benzetme,bu1kro1bo2mh,بکزتمه
benzetme,bu1kro1bo2mh||,بکزتمه‌
benzetme,bu1lo5o3ro1h<>bo2mh||,بكزه‌تمه‌
benzetmek,bu1ko3ro1bo2mk,بڭزتمک
benzetmek,bu1ko3ro1h||bo2mk,بڭزه‌تمک
benzetmek,bu1kro1bo2mk,بکزتمک
benzetmek,bu1lo5o3ro1h<>bo2mk,بكزه‌تمک
benzetmesi,bu1ko3ro1bo2mh||sy,بڭزتمه‌سی
benzetmesinler,bu1ko3ro1bo2mh||sybo1lr,بڭزتمه‌سینلر
benzetmeğe,bu1ko3ro1bo2mko7h,بڭزتمگه
benzetmiştir,bu1ko3ro1h||bo2mso3dr,بڭزه‌تمشدر
benzetsin,bu1ko3ro1bo2sybo1,بڭزتسین
benzettim,bu1ko3ro1bo2dm,بڭزتدم
benzettireceksiniz,bu1ko3ro1bo2dyrh||xu1ksko3ro1,بڭزتدیره‌جکسڭز
benzettiremezler,bu1ko3ro1h||bo2dyrh||mro1lr,بڭزه‌تدیره‌مزلر
benzettiğim,bu1ko3ro1bo2dyko7m,بڭزتدیگم
benzeyecek,bu1ko3ro1h||yh||xu1k,بڭزه‌یه‌جک
benzeyeceksin,bu1ko3ro1h||yh||xu1ksko3,بڭزه‌یه‌جکسڭ
benzeyecektir,bu1ko3ro1h||yh||xu1kdr,بڭزه‌یه‌جکدر
benzeyen,bu1ko3ro1h||ybo1,بڭزه‌ین
benzeyenlerdir,bu1ko3ro1h||ybo1lrdr,بڭزه‌ینلردر
benzeyenleri,bu1ko3ro1h||ybo1lry,بڭزه‌ینلری
benzeyip,bu1ko3ro1h||ywbu1,بڭزه‌یوب
benzeyiş,bu1ko3ro1h||yso3,بڭزه‌یش
benzeyiş,bu1ko3ro1h||yyso3,بڭزه‌ییش
benzeyiş,bu1kro1h bu2so3,بکزه يش
benzeyiş,bu1kro1h yso3,بکزه یش
benzeyiş,bu1lo5o3ro1h<>yyso3,بكزه‌ییش
benzeyişleri,bu1ko3ro1h||yso3lry,بڭزه‌یشلری
benzeyişlik,bu1ko3ro1h||yso3lk,بڭزه‌یشلک
benzi atmış,bu1kro1y ebo2mso3,بکزی اتمش
benzi bembeyaz kesilmek,bu1kro1y bu1m bu1bu2ezo1 kslmk,بکزی بم بياض کسلمک
benzi bembeyaz kesilmek,bu1kro1y bu1m bu1yezo1 kslmk,بکزی بم بیاض کسلمک
benzi kalmamak,bu1kry fo2elmemfo2,بکری قالمامق
benzi kalmamış,bu1kro1y fo2elmemso3,بکزی قالمامش
benzi sararmış,bu1kro1y zrermso3,بکزی صرارمش
benzin,bu1bo1ro1ybo1,بنزین
benziyecek,bu1ko3ro1h||yh||xu1k,بڭزه‌یه‌جک
benziyen,bu1ko3ro1h||ybo1,بڭزه‌ین
benziyor,bu1ko3ro1h||ywr,بڭزه‌یور
benziyordular,bu1ko3ro1h||ywrdylr,بڭزه‌یوردیلر
benziyorlar,bu1ko3ro1h||ywrlr,بڭزه‌یورلر
benziyorlardı,bu1ko3ro1h||ywrlrdy,بڭزه‌یورلردی
benziyormuş,bu1ko3ro1h||ywrmso3,بڭزه‌یورمش
benâdir,bu1bo1edr,بنادر
benâm,bu1bo1em,بنام
benân,bu1bo1ebo1,بنان
benât,bu1bo1ebo2,بنات
benî âdem,bu1bo1y edm,بنی ادم
benî,bu1bo1y,بنی
benî-beşerde,bu1bo1y bu1so3rdh,بنی بشرده
benî-beşerdeki,bu1bo1y bu1so3rdh||ky,بنی بشرده‌کی
benî-beşere,bu1bo1y bu1so3rh,بنی بشره
benî-beşerin,bu1bo1y bu1so3rko3,بنی بشرڭ
benî-israil'e,bu1bo1y eu5sreyo5ylh,بنی إسرائیله
benî-israil'in,bu1bo1y eu5sreyo5ylko3,بنی إسرائیلڭ
benî-israil,bu1bo1y eu5sreyo5yl,بنی إسرائیل
benî-âdem'den,bu1bo1y eo6dmdbo1,بنی آدمدن
benî-âdem'in,bu1bo1y eo6dmko3,بنی آدمڭ
benî-âdem,bu1bo1y eo6dm,بنی آدم
benî-âdem,bu1o4bo1bu2 eo6do4mo0,بَني آدَمْ
benî-âdemden,bu1bo1y eo6dmdbo1,بنی آدمدن
benî-âdemdir,bu1bo1y eo6dmdr,بنی آدمدر
benî-âdeme,bu1bo1y eo6dmh,بنی آدمه
benî-âdemi,bu1bo1y eo6dmy,بنی آدمی
benî-âdemin,bu1bo1y eo6dmko3,بنی آدمڭ
benî-âdemle,bu1bo1y eo6dmlh,بنی آدمله
benîisrâîl,bu1bo1y esrebo5bu2l,بنی اسرائيل
benîâdem,bu1bo1y eo6dm,بنی آدم
benîâdem,bu1bo1y||eo6dm,بنی‌آدم
benîâdemle,bu1bo1y eo6dmlh,بنی آدمله
benû,bu1bo1w,بنو
ber,bu1r,بر
ber-endaz,bu1o4r ||eo5bo1dero1,بَر ‌أنداز
ber-hayat olmak,bu1rxyebo2 ew,برحیات او
ber-hayat,bu1rxyebo2,برحیات
ber-hayât olmak,bu1rxbu2ebo2 ew,برحيات او
ber-hayât,bu1rxbu2ebo2,برحيات
ber-mur,bu1r mwr,بر مور
ber-siyakta,bu1rsyefo2dh||,برسیاقده‌
ber-siyâkta,bu1rsbu2efo2dh,برسياقده
ber-vech-i,bu1r wxu1hu4,بر وجهِ
bera'dan,bu1recdbo1,براءدن
bera'et,bu1rebo5bo2,برائت
bera-yı,bu1reyu4,برایِ
beraat,bu1reabo2,براعت
beraat-i zimmet,bu1rebo5bo2 do1mbo2,برائت ذمت
beraat-i,bu1reabo2u4,براعتِ
beraat-ül,bu1reabo2 el,براعت ال
beraat-üz-zımme,bu1rebo5ho2eldo1mh||,برائةالذمه‌
beraatinden,bu1reabo2bo1dbo1,براعتندن
beraattir,bu1reabo2dr,براعتدر
beraatından,bu1reabo2bo1dbo1,براعتندن
beraber gitmek,bu1rebu1r kbo2mk,برابر کتمک
beraber gitmek,bu1rebu1rkbo2mk,برابرکتمک
beraber kaçmak,bu1rebu1r fo2exu3mfo2,برابر قاچمق
beraber olmak,bu1rebu1rew,برابراو
beraber,bu1rebu1r,برابر
beraberce,bu1rebu1rxu1h,برابرجه
beraberdi,bu1rebu1rdy,برابردی
beraberdik,bu1rebu1rdk,برابردک
beraberdir,bu1rebu1rdr,برابردر
beraberdirler,bu1rebu1rdrlr,برابردرلر
beraberi,bu1rebu1ry,برابری
beraberim,bu1rebu1rm,برابرم
beraberimde,bu1rebu1rmdh,برابرمده
beraberimdeki,bu1rebu1rmdh||ky,برابرمده‌کی
beraberimizde,bu1rebu1rymro1dh,برابریمزده
beraberinde,bu1rebu1rbo1dh,برابرنده
beraberindedir,bu1rebu1rbo1dh||dr,برابرنده‌در
beraberindeki,bu1rebu1rbo1dh||ky,برابرنده‌کی
beraberindekileri,bu1rebu1rbo1dh||kylry,برابرنده‌کیلری
beraberinizde,bu1rebu1ryko3ro1dh,برابریڭزده
beraberiz,bu1rebu1rro1,برابرز
beraberken,bu1rebu1rkbo1,برابرکن
beraberlerinde,bu1rebu1rlrbo1dh,برابرلرنده
beraberlerindedir,bu1rebu1rlrbo1dh||dr,برابرلرنده‌در
beraberlik,bu1rebu1rlk,برابرلک
berabersiniz,bu1rebu1rsko3ro1,برابرسڭز
beraet'e,bu1reyo5bo2h,برائته
beraet'in,bu1reyo5bo2ko3,برائتڭ
beraet,bu1rebo5bo2,برائت
beraet,bu1reyo5bo2,برائت
beraet-i,bu1reyo5bo2u4,برائتِ
beraeti,bu1reyo5bo2y,برائتی
beraetim,bu1reyo5bo2m,برائتم
beraetimden,bu1reyo5bo2mdbo1,برائتمدن
beraetime,bu1reyo5bo2mh,برائتمه
beraetimi,bu1reyo5bo2my,برائتمی
beraetimiz,bu1reyo5bo2mro1,برائتمز
beraetimizde,bu1reyo5bo2mro1dh,برائتمزده
beraetimizden,bu1reyo5bo2mro1dbo1,برائتمزدن
beraetimize,bu1reyo5bo2mro1h,برائتمزه
beraetimizi,bu1reyo5bo2mro1y,برائتمزی
beraetimizle,bu1reyo5bo2mro1lh,برائتمزله
beraetimle,bu1reyo5bo2mlh,برائتمله
beraetinde,bu1reyo5bo2bo1dh,برائتنده
beraetinden,bu1reyo5bo2bo1dbo1,برائتندن
beraetine,bu1reyo5bo2bo1h,برائتنه
beraetini,bu1reyo5bo2bo1y,برائتنی
beraetiniz,bu1reyo5bo2ko3ro1,برائتڭز
beraetle,bu1reyo5bo2lh,برائتله
beraetler,bu1reyo5bo2lr,برائتلر
beraetlerinden,bu1reyo5bo2lrbo1dbo1,برائتلرندن
beraetlerine,bu1reyo5bo2lrybo1h,برائتلرینه
beraetlerini,bu1reyo5bo2lrybo1y,برائتلرینی
beraetlerle,bu1reyo5bo2lrlh,برائتلرله
beraetten,bu1reyo5bo2dbo1,برائتدن
berahime,bu1o4rehu4mh,بَراهِمه
berahin,bu1rehybo1,براهین
berahin-i,bu1rehybo1u4,براهینِ
berahinden,bu1rehybo1dbo1,براهیندن
berahine,bu1rehybo1h,براهینه
berahini,bu1rehybo1y,براهینی
berahinin,bu1rehybo1ko3,براهینڭ
berahininden,bu1rehybo1bo1dbo1,براهینندن
berahinini,bu1rehybo1bo1y,براهیننی
berahiniyle,bu1rehybo1ylh,براهینیله
berahi̇n,bu1rehybo1,براهین
berahîn,bu1rehbu2bo1,براهين
berat'ta,bu1rebo2dh,براتده
berat'ınızı,bu1reyo5bo2ko3ro1y,برائتڭزی
berat,bu1o4ro4ebo2o0,بَرَاتْ
berat,bu1rebo2,برات
berat-ı,bu1rebo2u4,براتِ
berata,bu1rebo2h,براته
beratlarını,bu1reyo5bo2lrybo1y,برائتلرینی
beratı,bu1rebo2y,براتی
beratımızı,bu1reyo5bo2mro1y,برائتمزی
beratın,bu1rebo2ko3,براتڭ
beratınızı,bu1rebo2ko3ro1y,براتڭزی
beray-i ma'lumat,bu1o4ro4eyu4 mo4ao0lo9wmo4ebo2o0,بَرَایِ مَعْلُومَاتْ
beray-ı ma'lumat,bu1o4ro4eyu4 mo4ao0lo9wmo4ebo2o0,بَرَایِ مَعْلُومَاتْ
berayi malumat,bu1rey malwmebo2,برای معلومات
berayı malumat,bu1rey malwmebo2,برای معلومات
berayı,bu1rey,برای
bera’et,bu1rebo5bo2,برائت
berbad,bu1rbu1ed,برباد
berbaddır,bu1rbu1eddr,برباددر
berbadı,bu1rbu1edy,بربادی
berbat,bu1rbu1ed,برباد
berber,bu1o4ro0bu1r,بَرْبر
berber,bu1rbu1r,بربر
berberi,bu1rbu1ry,بربری
berberlik,bu1rbu1rlk,بربرلک
berberî,bu1rbu1ry,بربری
berbâd,bu1rbu1ed,برباد
berca,bu1rxu1e,برجا
berceste,bu1rxu1sbo2h,برجسته
berceste,bu1rxu1sbo2h||,برجسته‌
bercâ,bu1rxu1e,برجا
berd,bu1o4ro0do0,بَرْدْ
berd,bu1rd,برد
berddir,bu1rddr,برددر
berde,bu1rdh,برده
berde,bu1rdh||,برده‌
berdevam,bu1o4ro0dwem,بَرْدوام
berdevam,bu1rdwem,بردوام
berdevamım,bu1rdwemm,بردوامم
berdevamız,bu1o4ro0dwemro1,بَرْدوامز
berdevâm,bu1rdwem,بردوام
berdülacuz,bu1rdelaxu1wro1,بردالعجوز
bere,bu1rc,برء
bere,bu1rh,بره
bere,bu1rh||,بره‌
bered,bu1o4ro4do0,بَرَدْ
bereden,bu1rh||dbo1,بره‌دن
berehne,bu1rhbo1h,برهنه
berehne,bu1rhbo1h||,برهنه‌
berekat,bu1rkebo2,برکات
bereket versin ki,bu1rkbo2 wbu2rswbo1kh,برکت ويرسونکه
bereket versin ki,bu1rkbo2 wyrswbo1kh||,برکت ویرسونکه‌
bereket,bu1rkbo2,برکت
bereket-i,bu1rkbo2u4,برکتِ
berekete,bu1rkbo2h,برکته
bereketi,bu1rkbo2y,برکتی
bereketin,bu1rkbo2ko3,برکتڭ
bereketinden,bu1rkbo2bo1dbo1,برکتندن
bereketindendir,bu1rkbo2bo1dbo1dr,برکتندندر
bereketine,bu1rkbo2bo1h,برکتنه
bereketini,bu1rkbo2bo1y,برکتنی
bereketiyle,bu1rkbo2ylh,برکتیله
bereketle,bu1rkbo2lh,برکتله
bereketlenmesine,bu1rkbo2lbo1msbo1h,برکتلنمسنه
bereketler,bu1rkbo2lr,برکتلر
bereketlere,bu1rkbo2lrh,برکتلره
bereketleri,bu1rkbo2lry,برکتلری
bereketlerini,bu1rkbo2lrybo1y,برکتلرینی
bereketleriyle,bu1rkbo2lrylh,برکتلریله
bereketli,bu1rkbo2lw,برکتلو
bereketli,bu1rkbo2ly,برکتلی
bereketlidirler,bu1rkbo2lydrlr,برکتلیدرلر
bereketsiz,bu1rkbo2sro1,برکتسز
bereketsizlik,bu1rkbo2sro1lk,برکتسزلک
bereketsizliğe,bu1rkbo2sro1lko7h,برکتسزلگه
bereketsizliğine,bu1rkbo2sro1lko7bo1h,برکتسزلگنه
bereketten,bu1rkbo2dbo1,برکتدن
berekât,bu1rkebo2,برکات
berekât-ı,bu1rkebo2u4,برکاتِ
berekâtı,bu1rkebo2y,برکاتی
berekâtın,bu1rkebo2ko3,برکاتڭ
berekâtına,bu1rkebo2bo1h,برکاتنه
berekâtıyla,bu1rkebo2ylh,برکاتیله
berelenmek,bu1rh lbo1mk,بره لنمک
berelenmiş,bu1rh lbo1ms,بره لنمس
bereler,bu1rh||lr,بره‌لر
bereletmek,bu1rh lbo2mk,بره لتمک
bereli,bu1rh ly,بره لی
berevat,bu1rwebo2,بروات
berevât,bu1rwebo2,بروات
bereye,bu1rh||yh,بره‌یه
bereyi,bu1rh||yy,بره‌یی
berf,bu1rfo1,برف
berfin,bu1rfo1ybo1,برفین
berfîn,bu1rfo1bu2bo1,برفين
berg,bu1rko7,برگ
bergama,bu1rao1mh||,برغمه‌
bergson,bu1o4ro0ao1o0so9wbo1o0,بَرْغْسُونْ
bergüzar,bu1rkdo1er,برکذار
bergüzar,bu1rko7do1er,برگذار
bergüzar,bu1rko7ro1er,برگزار
bergüzide,bu1o4ro0ko7o9ro1yu4dh,بَرْگُزیِده
bergüzide,bu1rkro1bu2dh,برکزيده
bergüzide,bu1rkro1ydh||,برکزیده‌
bergüzidelerinizden,bu1rko7ro1ydh||lryko3ro1dbo1,برگزیده‌لریڭزدن
bergüzidenin,bu1o4ro0ko7o9ro1yu4dh||bo1ko3,بَرْگُزیِده‌نڭ
bergüzidenizi,bu1rko7ro1ydh||ko3ro1y,برگزیده‌ڭزی
bergüzidesi,bu1o4ro0ko7o9ro1ydh||sy,بَرْگُزیده‌سی
bergüzâr,bu1rkdo1er,برکذار
bergüzâr,bu1rko7do1er,برگذار
berham'ın,bu1o4ro0hemko3,بَرْهامڭ
berhane,bu1rxo1ebo1h||,برخانه‌
berhava,bu1rhwe,برهوا
berhavâ,bu1rhwe,برهوا
berhayat,bu1rxyebo2,برحیات
berhayât,bu1rxbu2ebo2,برحيات
berhem-zened,bu1o4rhm ro1bo1d,بَرهم زند
berheva,bu1o4rhwe,بَرهوا
berhudar,bu1rxo1wrder,برخوردار
berhudâr,bu1rxo1wrder,برخوردار
berhâne,bu1rxo1ebo1h,برخانه
berhürdar,bu1rxo1wrder,برخوردار
berhürdâr,bu1rxo1wrder,برخوردار
beri,bu1o4ry,بَری
beri,bu1o4ry,بَری
beri,bu1rw,برو
beri,bu1ry,بری
berid,bu1ryd,برید
beride,bu1ry||dh,بری‌ده
beridir,bu1rydr,بریدر
beriki,bu1ryky,بریکی
berikileri,bu1rykylry,بریکیلری
berikini,bu1rykybo1y,بریکینی
berikinin,bu1rykybo1ko3,بریکینڭ
berikisinin,bu1rykysbo1ko3,بریکیسنڭ
