a,ه
tâife,طائفه
tâir,طائر
tâk,تاک
tâk,طاق
takabbül,تقبل
takaddüm,تقدم
takallüb,تقلب
takallüs,تقلص
takarrüb,تقرب
takarrür,تقرر
tâkat,طاقت
tâkatfersâ,طاقت فرسا
takattur,تقطر
takâvim,تقاویم
takayyüd,تقيد
takbîh,تقبيح
tâkçe,طاقچه
takdim,تقدیم
takdime,تقدمه
takdir,تقدیر
takdîren,تقدیرا
takdîrname,تقدیرنامه
takdîs,تقدیس
takıyye,تقيه
tâkıyye,طاقيه
ta'kîb,تعقيب
ta'kîbât,تعقيبات
takiben,تعقيبا
ta'kîben,تعقيبا
taklîd,تقليد
taklîden,تقليدا
taklîl,تقليل
takrîb,تقریب
takrîben,تقریبا
takrîbî,تقریبی
takrîr,تقریر
takrîren,تقریرا
takrîz,تقریض
takrîz,تقریظ
taksîm,تقسيم
taksimat,تقسيمات
taksîr,تقصير
taksîrât,تقصيرات
taksît,تقسيط
taktî',تقطيع
taktîr,تقطير
takvâ,تقوا
takviye,تقویه
takviyet,تقویت
talâk,طلاق
talâknâme,طلاق نامه
tâlân,تالان
tal'at,طلعت
taleb,طلب
talebdar,طلبدار
talebe,طلبه
talebkâr,طلبکار
tâli',تالع
tâli',طالع
tâlî,تالی
talîa,طليعه
tâlib,طالب
ta'lîk,تعليق
ta'lîl,تعليل
ta'lîm,تعليم
ta'lîmât,تعليمات
ta'lîmatname,تعليمات نامه
ta'lîmhâne,تعليم خانه
ta'lîmî,تعليمی
taltif,تلطيف
tama',طمع
tama'kâr,طمعکار
tamâm,تمام
tamâmen,تماما
ta'mîk,تعميق
ta'mîm,تعميم
ta'mîm,تعميم
ta'mîmen,تعميما
ta'mîr,تعمير
ta'mîrât,تعميرات
ta'mîren,تعميرا
tâmm,تام
tâmme,تامه
ta'n,طعن
tanbûr,طنبور
tanbûrî,طنبوری
ta'ne,طعنه
ta'nezen,طعنه
tanîn,طنين
tanînendâz,طنين انداز
tannâz,طناز
tantana,طنطنه
tanz,طنز
tanzîf,تنظيف
tanzîfât,تنظيفات
tanzîm,تنظيم
tanzîr,تنظير
târ,تار
tarab,طرب
tarabengîz,طرب انگيز
tarabgâh,طربگاه
târâc,تاراج
taraf,طرف
tarafdâr,طرفدار
tarafdârân,طرفداران
tarafdârî,طرفداری
tarafeyn,طرفين
tarafgîr,طرفگير
tarassud,ترصد
tarâvet,طراوت
tard,طرد
târem,تارم
tarf,طرف
tarfe,طرفه
tarfetülayn,طرفة العين
tarh,طرح
târık,طارق
ta'rîb,تعریب
ta'rîf,تعریف
ta'rife,تعرفه
târihnüvis,تاریخ نویس
târihşinâs,تاریخ شناس
tarîk,طریق
târîk,تاریک
ta'rîz,تعریض
tarrâr,طرار
târümâr,تارومار
târüpûd,تار و پود
tarz,طرز
tâs,تاس
tasaddî,تصدی
tasallut,تسلط
tasannu,تصنع
tasarruf,تصرف
tasâvîr,تصاویر
tasavvufî,تصوفی
tasavvur,تصور
tasavvurât,تصورات
tasdî',تصدیع
tasdîk,تصدیق
tâse,تاسه
tasfiye,تصفيه
tasfiyehane,تصفيه خانه
tasgîr,تصغير
tashîf,تصحيف
tashih,تصحيح
tâsi',تاسع
tâsi'an,تاسعا
tâsme,تاسمه
tasmîm,تصميم
tasmîmât,تصميمات
tasnî',تصنيع
tasnîf,تصنيف
tasrîf,تصریف
tasrîh,تصریح
tasrîhen,تصریحا
tasvib,تصویب
tasvîr,تصویر
tasvirkâr,تصویرکار
taşt,طشت
tatbîk,تطبيق
tatbîkan,تطبيقا
tatbîkat,تطبيقات
tatbîkî,تطبيقی
tathîr,تطهير
tathîrat,تطهيرات
ta'tîl,تعطيل
ta'tîlât,تعطيلات
tatlîk,تطليق
tatmin,تطمين
tatvîl,تطویل
tâûn,طاعون
tav',طوع
tavâf,طواف
tavâif,طوائف
tav'an,طوعا
tavassut,توسط
tavattun,توطن
tav'î,طوعی
ta'vîk,تعویق
tavîl,طویل
ta'vîz,تعویذ
ta'vîz,تعویض
tavk,طوق
tavr,طور
tavsîf,توصيف
tavsiye,توصيه
tâvus,طاوس
tavzîf,توظيف
tavzîh,توضيح
tavzîhat,توضيحات
tây,تای
ta'yîb,تعييب
ta'yîn,تعيين
taylasan,طيلسان
tayr,طير
tayy,طی
tayyâr,طيار
tayyâre,طياره
tayyib,طيب
tayyibe,طيبه
tâz,تاز
tazallüm,تظلم
tazammun,تضمن
tazarru',تضرع
tazarru'ât,تضرعات
tazarrur,تضرر
tâze,تازه
tâzegî,تازگی
tâzî,تازی
ta'zîb,تعذیب
taz'îf,تضعيف
ta'zîm,تعظيم
ta'zîmen,تعظيما
ta'zîr,تعذیر
tâziyân,تازیان
tâziyâne,تازیانه
ta'ziye,تعزیه
ta'ziyet,تعزیت
ta'ziyetnâme,تعزیت نامه
ta'zîz,تعزیز
tazmîn,تضمين
tazmînât,تضمينات
tazyîk,تضييق
teâdül,تعادل
teâkub,تعاقب
teâlî,تعالی
teâmül,تعامل
teâmülât,تعاملات
tearrî,تعری
teâruz,تعارض
teârüf,تعارف
teâtî,تعاطی
teâvün,تعاون
te'ayyüb,تعيب
teb,تب
tebaa,تبعه
tebâh,تباه
tebahhur,تبحر
tebahhur,تبخر
tebâhkâr,تباهکار
tebahtur,تبختر
tebaiyyet,تبعيت
tebaiyyeten,تبعية
tebâr,تبار
tebâşîr,تباشير
tebâüd,تباعد
tebâyün,تباین
tebcîl,تبجيل
tebdîl,تبدیل
tebdîlen,تبدیلا
tebe'a,تبعه
tebe'an,تبعا
tebeddül,تبدل
tebeddülât,تبدلات
tebellüğ,تبلغ
teber,تبر
teberdâr,تبردار
teberrâ,تبرا
teberru,تبرع
teberruan,تبرعا
teberruât,تبرعات
teberrüd,تبرد
teberrük,تبرک
teberrüken,تبرکا
teberzin,تبرزین
tebessüm,تبسم
tebettül,تبتل
tebevvül,تبول
tebeyyün,تبين
tebhâl,تبخال
tebhîr,تبخير
teb'îd,تبعيد
teblerze,تب لرزه
teblîğ,تبليغ
teblîğât,تبليغات
tebrîd,تبرید
tebrie,تبرئه
tebrîk,تبریک
tebrîkât,تبریکات
tebrîkname,تبریک نامه
tebşîr,تبشير
tecâhül,تجاهل
tecârib,تجارب
tecâsür,تجاسر
tecâvüz,تجاوز
tecavüzkâr,تجاوزکار
tecdîd,تجدید
teceddüd,تجدد
teceddüdât,تجددات
tecellî,تجلی
tecellîgâh,تجليگاه
tecemmu,تجمع
tecemmül,تجمل
tecennün,تجنن
tecerru',تجرع
tecerrüd,تجرد
tecessüm,تجسم
tecessüs,تجسس
tecessüskâr,تجسسکار
tecevvüf,تجوف
tecezzî,تجزی
techîl,تجهيل
techîz,تجهيز
techîzât,تجهيزات
te'cîl,تأجيل
tecnîs,تجنيس
tecribe,تجربه
tecribî,تجربی
tecrîd,تجرید
tecrîden,تجریدا
tecrübe,تجربه
tecvîd,تجوید
tecvîz,تجویز
teczie,تجزئه
teczîr,تجذیر
tecziye,تجزیه
tedâbir,تدابير
tedâfü,تدافع
tedâfüî,تدافعی
tedâhül,تداخل
tedâî,تداعی
tedarikât,تدارکات
tedârukât,تدارکات
tedârük,تدارک
tedâvül,تداول
tedbîr,تدبير
tedbîrülmenzil,تدبيرالمنزل
tedennî,تدنی
tederrüs,تدرس
tedfîn,تدفين
tedhîn,تدخين
tedhîn,تدهين
tedhîş,تدهيش
te'dîb,تأدیب
te'diyât,تأدیات
te'diye,تأدیه
tedkîk,تدقيق
tedkîkât,تدقيقات
tedrîcen,تدریجا
tedrîcî,تدریجی
tedrîs,تدریس
tedrîsât,تدریسات
tedvîn,تدوين
tedvîr,تدویر
teeddüb,تأدب
teeddüben,تأدبا
teehhül,تأهل
teehhür,تأخر
teellüm,تألم
teemmül,تأمل
teennî,تأنی
teessüf,تأسف
teessür,تأثر
teessüs,تأسس
tefahhur,تفخر
tefahhus,تفحص
tefâhür,تفاخر
tefakkud,تفقد
tefâsîl,تفاصيل
tefâsîr,تفاسير
tefâvüt,تفاوت
tefavvuk,تفوق
tefazzul,تفضل
tefehhüm,تفهم
tefekkür,تفکر
tefekkürât,تفکرات
tefelsüf,تفلسف
teferru'ât,تفرعات
teferrüc,تفرج
teferrücgâh,تفرجگاه
teferrüd,تفرد
tefessüh,تفسخ
tefe'ül,تفأل
tefevvuh,تفوه
tefevvuk,تفوق
tefhîm,تفخيم
tefhîm,تفهيم
tefrîh,تفریح
tefrîk,تفریق
tefrika,تفرقه
tefriş,تفریش
tefrişat,تفریشات
tefrît,تفریط
tefsir,تفسير
tefsirât,تفسيرات
tefte,تفته
teftîn,تفتين
teftiş,تفتيش
tefviz,تفویض
tegafül,تغافل
tegayür,تغایر
tegayyür,تغير
tegazzül,تغزل
teh,ته
tehâcî,تهاجی
tehâcüm,تهاجم
tehallüf,تخلف
tehallüs,تخلص
tehâlüf,تخالف
tehâlük,تهالک
tehâsum,تخاصم
tehâşî,تحاشی
tehâvün,تهاون
tehcîr,تهجير
tehdîd,تهدید
tehdîdâmîz,تهدید آميز
tehdîden,تهدیدا
tehdîdkâr,تهدیدکار
tehdîdkârâne,تهدیدکارانه
teheccî,تهجی
tehevvu,تهوع
tehevvür,تهور
teheyyüc,تهيج
tehî,تهی
tehîdest,تهی دست
tehîdestî,تهيدستی
tehîmağz,تهی مغز
tehîmiyân,تهی ميان
te'hîr,تأخير
tehiyye,تهيه
tehniyet,تهنيت
tehyie,تهيئه
tehzîb,تهذیب
tehzîl,تهزیل
tehzîz,تهزیز
tek,تك
tek,تك
tekabül,تقابل
tekâlîf,تکاليف
tekâmül,تکامل
tekâpu,تکاپو
tekârîr,تقاریر
tekârub,تقارب
tekâsüf,تکاثف
tekâsül,تکاسل
tekâsür,تکاثر
tekâtu',تقاطع
tekâüd,تقاعد
tekâüdiye,تقاعدیه
tekâvîm,تقاویم
tekâyâ,تکایا
tekbîr,تکبير
tekdîr,تکدیر
tekebbür,تکبر
tekeffül,تکفل
tekellüm,تکلم
tekemmül,تکمل
tekerrür,تکرر
tekessur,تکسر
tekessür,تکثر
tekevvün,تکون
tekevvünât,تکونات
tekeyyüf,تکيف
tekfîl,تکفيل
tekfîn,تکفين
tekfîr,تکفير
te'kîd,تأکيد
teklîf,تکليف
teklîfât,تکليفات
tekmîl,تکميل
tekmile,تکمله
tekrâr,تکرار
tekrâren,تکرارا
tekrîm,تکریم
tekrîr,تکریر
teksîf,تکثيف
teksîr,تکثير
tekvîn,تکوین
tekye,تکيه
tekzîb,تکذیب
telâffuz,تلفظ
telâfî,تلافی
telâkî,تلاقی
telakkî,تلقی
telakkiyât,تلقيات
telâmîz,تلاميذ
telâsuk,تلاصق
telâşî,تلاشی
telattuf,تلطف
telâtum,تلاطم
telbîs,تلبيس
tele,تله
telebbüs,تلبس
telef,تلف
telefât,تلفات
telehhüf,تلهف
tele'lu,تلألؤ
telemmüz,تلمذ
televvün,تلون
telh,تلخ
telhîs,تلخيص
telhîsen,تلخيصا
telhkâm,تلخکام
te'lîf,تأليف
te'lîfât,تأليفات
te'lifbîn,تأليف بين
te'lîfkerde,تأليف کرده
tel'în,تلعين
tel'înât,تلعينات
telkîh,تلقيح
telkîn,تلقين
telkînî,تلقينی
tell,تل
telmîh,تلميح
telmîhât,تلميحات
telmîhen,تلميحا
telvîn,تلوین
temâdî,تمادی
temâs,تماس
temâsîl,تماثيل
temâsül,تماثل
temâşâ,تماشا
temaşagâh,تماشاگاه
temâyül,تمایل
temâyülât,تمایلات
temâyüz,تمایز
temcîd,تمجيد
temdîd,تمدید
temeddün,تمدن
temekkün,تمکن
temelluk,تملق
temellük,تملک
temennî,تمنی
temerküz,تمرکز
temerrüd,تمرد
temeshur,تمسخر
temessül,تمثل
temettü,تمتع
temevvüc,تموج
temevvül,تمول
temeyyüz,تميز
temîn,تأمين
temînât,تأمينات
temînen,تأمينا
temkîn,تمکين
temlîk,تمليک
temr,تمر
temrîn,تمرین
temsîl,تمثيل
temsîlât,تمثيلات
temyîz,تمييز
ten,تن
tenâfür,تنافر
tenahnuh,تنحنح
tenâkus,تناقص
tenâkuz,تناقض
tenâkür,تناکر
tenâsân,تن آسان
tenâsur,تناصر
tenâsüb,تناسب
tenâsüh,تناسخ
tenâsül,تناسل
tenâsülî,تناسلی
tena'um,تنعم
tenâvüb,تناوب
tenâzur,تناظر
tenâzurî,تناظری
tenbân,تنبان
tenbel,تنبل
tenbîh,تنبيه
tenbîhât,تنبيهات
tendürüst,تن درست
tene,تنه
tenebbüh,تنبه
tenebbüt,تنبت
teneffür,تنفر
teneffüs,تنفس
tenevvü',تنوع
tenevvür,تنور
tenezzüh,تنزه
tenezzül,تنزل
tenezzülen,تنزلا
teng,تنگ
tengdest,تنگ دست
tenhâ,تنها
te'nîs,تأنيس
tenkîd,تنقيد
tenkîdât,تنقيدات
tenkîh,تنقيح
tenkîl,تنکيل
tenkîs,تنقيص
tenkîsât,تنقيصات
tenmiye,تنميه
tennûr,تنور
tennûre,تنوره
tenperver,تن پرور
tensîb,تنسيب
tensîk,تنسيق
tenşît,تنشيط
tenûmend,تنومند
tenvîm,تنویم
tenvîr,تنویر
tenzîh,تنزیه
tenzîl,تنزیل
tenzîlât,تنزیلات
ter,تر
terâcim,تراجم
Terafu,ترافع
terâfuk,ترافق
terahhum,ترحم
terakkî,ترقی
terakkîperver,ترقی پرور
terakkiyât,ترقيات
terâküm,تراکم
terâne,ترانه
terâzû,ترازو
terbî',تربيع
terbiye,تربيه
terbiyevî,تربيوی
terceme,ترجمه
tercî',ترجيع
tercîh,ترجيح
tercüman,ترجمان
tercüme,ترجمه
terdâmen,تردامن
terdîd,تردید
terdîf,تردیف
tereddüd,تردد
tereke,ترکه
terekküb,ترکب
terekkübât,ترکبات
terennüm,ترنم
teressüb,ترسب
tereşşüh,ترشح
terettüb,ترتب
terfî',ترفيع
terfîk,ترفيق
tergîb,ترغيب
terhîn,ترهين
terhis,ترخيص
ter'îb,ترعيب
terk,ترک
terkeş,ترکش
terkîb,ترکيب
terkuve,ترقوه
termîm,ترميم
termîmât,تریمات
ters,ترس
tersâ,ترسا
tersân,ترسان
tersâyân,ترسایان
tersengîz,ترس انگيز
tersî',ترصيع
tersîb,ترسيب
tersîm,ترسيم
tersnâk,ترسناک
tertîb,ترتيب
tertîbât,ترتيبات
terütâze,تروتازه
tervîc,ترویج
terzebân,ترزبان
terzîk,ترزیق
terzîl,ترذیل
tesâdüf,تصادف
tesâdüfen,تصادفا
tesâdüfî,تصادفی
tesâdüm,تصادم
tesâhub,تصاحب
tesâmüh,تسامح
tesâmühkâr,تسامحکار
tesâmühperver,تشامح پرور
tesânîf,تصانيف
tesânüd,تساند
tesâud,تصاعد
tesâvî,تساوی
tesâvîr,تصاویر
tesbîh,تسبيح
tesbît,تثبيت
tescîl,تسجيل
tesdîs,تسدیس
tesellî,تسلی
tesellîkâr,تسلی کار
tesellüm,تسلم
teselsül,تسلسل
tesettür,تستر
teseyyüb,تثيب
teshîl,تسهيل
teshîlât,تسهيلات
teshîr,تسحير
teshîr,تسخير
tes'îd,تسعيد
te'sîr,تأثير
te'sîrât,تأثيرات
te'sîs,تأسيس
te'sîsât,تأسيسات
teskîn,تسکين
teslîh,تسليح
teslîm,تسليم
teslîs,تثليث
tesmîm,تسميم
tesmiye,تسميه
tesniye,تثنيه
tesrî',تسریع
tesvîd,تسوید
tesviye,تسویه
teşâbüh,تشابه
teşa'şu',تشعشع
teşa'ub,تشعب
teşbîh,تشبيه
teşcî',تشجيع
teşdîd,تشدید
teşebbüs,تشبث
teşebbüsât,تشبثات
teşekkül,تشکل
teşekkürât,تشکرات
teşennüc,تشنج
teşerrüf,تشرف
teşevvüş,تشوش
teşeyyu',تشيع
teşfiye,تشفيه
teşhîr,تشهير
teşhîs,تشخيص
teşkîl,تشکيل
teşne,تشنه
teşnedil,تشنه دل
teşrî',تشریع
teşrîf,تشریف
teşrîfât,تشریفات
teşrîh,تشریح
teşrîhhâne,تشریح خانه
teşrîk,تشریک
teşrîn-i evvel,تشرین اول
teşrîn-i sânî,تشرین ثانی
teşvîk,تشویق
teşvîkât,تشویقات
teşvîş,تشويش
teşyî',تشييع
tetâbu',تتابع
tetâbuk,تطابق
tetebbu',تتبع
tetebu'ât,تتبعات
tetimme,تتمه
tevâfuk,توافق
tevaggul,توغل
tevahhuş,توحش
tevakki,توقی
tevakku',توقع
tevakkuf,توقف
tevâlî,توالی
tevânâ,توانا
tevârîh,تواریخ
tevârüs,توارث
tevâtur,تواتر
tevâzu,تواضع
tevâzün,توازن
tevbe,توبه
tevbîh,توبيخ
tevcîh,توجيه
tevdî',تودیع
teveccüh,توجه
tevellüd,تولد
teverrüm,تورم
tevessü,توسع
tevessül,توسل
tevezzü',توزع
tevfîkan,توفيقا
tevhîd,توحيد
te'vîl,تأویل
tevkîf,توقيف
tevlîd,توليد
tevsî',توسيع
tevsîk,توثيق
tevşîh,توشيح
tevvâb,تواب
tevzî',توزیع
teyakkuz,تيقظ
teyemmün,تيمم
te'yîd,تأیيد
tezâd,تضاد
tezâhür,تظاهر
tezâhürât,تظاهرات
tezâyüd,تزاید
tezekkür,تذکر
tezelzül,تزلزل
tezerv,تذرو
tezevvüc,تزوج
tezhîb,تذهيب
tezkâr,تذکار
tezkîr,تذکير
tezlîl,تذليل
tezvîc,تزویج
tezvîr,تزویر
tezyîd,تزیيد
tezyîn,تزیين
tezyînat,تزیينات
tıbb,طب
tıbbî,طبی
tıbbiye,طبيه
tıbk,طبق
tıfl,طفل
tıflâne,طفلانه
tılâ,طلاع
tınab,طناب
tıraş,تراش
tıynet,طينت
tîb,طيب
ticârethâne,تجارت خانه
tîğ,تيغ
tilâvet,تلاوت
tilmîz,تلميذ
tîmâr,تيمار
tîmârhâne,تيمارخانه
timsâh,تمساح
timsâl,تمثال
timsâlî,تمثالی
tîr,تير
tîrâje,تيراژه
tîrdân,تيردان
tîre,تيره
tîrendâz,تيرانداز
tîrkeş,تيرکش
tiryâk,تریاک
tiryâkî,تریاکی
tis'a,تسعه
tis'în,تسعين
tîşe,تيشه
tîz,تيز
tîzâb,تيزاب
töhmet,تهمت
tûde,توده
tufeylât,طفيلات
tufeylî,طفيلی
tufeyliyet,طفيليت
tuffah,تفاح
tufû,تفو
tufûliyyet,طفوليت
tuğyân,طغيان
tuhaf,تحف
tuhfe,تحفه
tuhm,تخم
tûl,طول
tûlânî,طولانی
tullâb,طلاب
tulû,طلوع
tulûât,طلوعات
tuluk,طولوق
tu'me,طعمه
turfa,طرفه
turre,طره
turş,ترش
turuk,طرق
turuncî,ترنجی
tûsen,توسن
tûşe,توشه
tût,توت
tûtî,طوطی
tuyûf,طيوف
tuyûr,طيور
tüccâr,تجار
tühmet,تهمت
tühmetli,تهمتلو
tükme,تکمه
tülbend,تولبند
tün,تون
tünbek,تنبک
tünd,تند
tündbâd,تندباد
tündmizâc,تندمزاج
türâb,تراب
türb,ترب
türbet,تربت
türk,تورك
Türkân,تركان
türrehe,ترهه
türşî,ترشی
türşrû,ترش رو
tüvân,توان
tüvânâ,توانا
tüvânger,توانگر
ubûdiyyet,عبودیت
ubûr,عبور
ucb,عجب
u'cûbe,اعجوبه
ûd,عود
ûdî,عودی
udûl,عدول
ufuk,افق
ufûnet,عفونت
uhde,عهده
uhrâ,اخری
uhrevî,اخروی
uhreviyye,اخرويه
uht,اخت
uhuvvet,اخوت
ukâb,عقاب
ukalâ,عقلا
ukbâ,عقبی
ukde,عقده
ukûbât,عقوبات
ukûbet,عقوبت
ukûd,عقود
ukûl,عقول
ûlâ,اولی
ulemâ,علما
ulûfe,علوفه
ulûhiyyet,الوهيت
ulûm,علوم
ûlülazm,اولو العظم
ûlülebsâr,اولو الابصار
ûlülemr,اولو الامر
ulüvv,علو
ulvî,علوی
ulyâ,عليا
umde,عمده
umk,عمق
ummâl,عمال
ummân,عمان
umran,عمران
umûm,عموم
umûmen,عموما
umûmhâne,عموم خانه
umûmî,عمومی
umûmiyyet,عموميت
umûr,امور
unf,عنف
unfen,عنفا
unfuvân,عنفوان
unmûzec,انموذج
unnâb,عناب
unsur,عنصر
urefâ,عرفا
Urhan,اورخان
urûc,عروج
urûk,عروق
urve,عروه
uryân,عریان
usâre,عصاره
usât,عصات
usr,عسر
usret,عسرت
ustûre,اسطوره
ustûrevî,اسطوروی
usûl,اصول
usûlî,اصولی
uşşâk,عشاق
utrûş,اطروش
utûfet,عطوفت
uyûb,عيوب
uyûn,عيون
uzlet,عزلت
uzletgâh,عزلتگاه
uzletgüzin,عزلت گزین
uzmâ,عظمی
uzûbet,عذوبت
uzûbet,عزوبت
uzv,عضو
uzvî,عضوی
uzviyye,عضویه
uzviyyet,عضویت
übbehet,ابهت
übhet,ابهت
übüvvet,ابوت
ücret,اجرت
ücûr,اجور
ücûrât,اجورات
üdebâ,ادبا
üftâde,افتاده
üftâdegân,افتادگان
üftânühîzân,افتان و خيزان
üfûl,افول
üf'ûle,افعوله
üf'ûlevî,افعولوی
ükül,اکل
ülfet,الفت
ümem,امم
ümenâ,امنا
ümerâ,امرا
ümîd,اميد
ümîdbahş,اميدبخش
ümîdbahşî,اميدبخشی
ümîdvâr,اميدوار
ümîdvârî,اميدواری
ümm,ام
ümmehât,امهات
ümmet,امت
ümmîd,اميد
ümmiyyet,اميت
ümmülbilâd,ام البلاد
ümmülkitâb,ام الکتاب
ümmülkurâ,ام القرا
ümrân,عمران
ünâs,اناس
ünbûbe,انبوبه
üns,انس
ünsiyyet,انسيت
ünûset,انوثت
ürcûfe,ارجوفه
üryân,عریان
üsbû',اسبوع
üsbû'î,اسبوعی
üserâ,اسرا
üskuf,اسقف
üslûb,اسلوب
üss,اس
üssülesâs,اس الاساس
üstâd,استاد
üstâdâne,استادانه
üstâdî,استادی
üstûr,استور
üstûre,اسطوره
üstühan,استخوان
üstüre,استره
üstüvâne,استوانه
üstüvâr,استوار
üstüvârî,استواری
üştür,اشتر
üştürban,اشتربان
üştürdil,اشتردل
üştürhâr,اشترخار
üzn,اذن
vâbeste,وابسته
vâbestegân,وابستگان
vâcib,واجب
vâcibât,واجبات
vâcibe,واجبه
vâcibülîfâ,واجب الایفا
vâcibülvücûd,واجب الوجود
vâcid,واجد
va'd,وعد
vâdî,وادی
vâfir,وافر
vâh,واه
vâha,واحه
vahâmet,وخامت
vâhasretâ,واحسرتا
vâhayfâ,واحيفا
vahdânî,وحدانی
vahdâniyyet,وحدانيت
vahdet,وحدت
vâhî,واهی
vahîd,وحيد
vâhid,واحد
vahîm,وخيم
vahş,وحش
vahşet,وحشت
vahşetengîz,وحشت انگيز
vahşetnâk,وحشتناک
vahşî,وحشی
vahy,وحی
vâiz,واعظ
vâjgûn,واژگون
vak'a,وقعه
vak'anüvis,وقعه نویس
vak'anüvîsân,وقعه نویسان
vakar,وقار
vakâyi',وقایع
vakf,وقف
vakfe,وقفه
vakfegâh,وقفه گاه
vakfiyye,وقفيه
vâkıa,واقعه
vâkıâ,واقعا
vâkıât,واقعات
vâkıf,واقف
vâki,واقع
vakiyye,وقيه
vakt,وقت
vaktâki,وقتاکه
vakûr,وقور
vakûrâne,وقورانه
vâlâ,والا
vâlâcâh,والاجاه
vâlâkadr,والاقدر
vâlid,والد
vâlide,والده
vâlideyn,والدین
vâlih,واله
vâliyân,واليان
vâm,وام
vâmdâr,وامدار
vâmhâh,وامخواه
vâpesin,واپسين
vâr,وار
varak,ورق
varaka,ورقه
varakpâre,ورق پاره
vâreste,وارسته
vârî,واری
vârid,وارد
vâridât,واردات
vâride,وارده
vâris,وارث
varta,ورطه
vârûn,وارون
vârûne,وارونه
vasat,وسط
vasatî,وسطی
vasf,وصف
vâsıl,واصل
vâsıta,واسطه
vâsi',واسع
vasiyyet,وصيت
vasiyyetnâme,وصيت نامه
vasl,وصل
vassaf,وصاف
vassal,وصال
vatan,وطن
vatandaş,وطنداش
vatanî,وطنی
vatanperver,وطن پرور
vatanperverâne,وطن پرورانه
vâveylâ,واویلا
vâye,وایه
va'z,وعظ
vaz',وضع
vazâif,وظائف
vaz'an,وضعا
vâzı',واضع
vâzıh,واضح
vâzıhan,واضحا
vazî',وضيع
vazîfe,وظيفه
vazîfedâr,وظيفه دار
vazîfeşinas,وظيفه شناس
vaziyet,وضعيت
vebâl,وبال
vecâhet,وجاهت
vecd,وجد
vecdâver,وجدآور
vech,وجه
veche,وجهه
vecîbe,وجيبه
vecîz,وجيز
vecîze,وجيزه
vedâ,وداع
vedâyi',ودایع
vedîa,ودیعه
vefâ,وفا
vefâdâr,وفادار
vefâkâr,وفاکار
vefât,وفات
vefeyât,وفيات
vefk,وفق
vegayrühü,وغيره
vegayrühüm,وغيرهم
veh,وه
vehb,وهب
vehbî,وهبی
vehelümmecerrâ,و هلم جری
vehhâb,وهاب
vehhâbiyyet,وهابيت
vehhâbiyyûn,وهابيون
vehim,وهم
vehle,وهله
vehleten,وهلة
vehm,وهم
vehmî,وهمی
vehmnâk,وهمناک
veillâ,والا
vekâhat,وقاحت
vekâlet,وکالت
vekâleten,وکالة
vekâletnâme,وکالت نامه
vekâletpenâh,وکالت پناه
vekâyi',وقایع
vekıs'alâhâzâ,وقس علی هذا
vekil,وکيل
velâdet,ولادت
velâyet,ولایت
velev,ولو
velhâsıl,والحاصل
velî,ولی
velî,ولی
velîahd,وليعهد
velîk,وليک
velîkin,وليکن
velîme,وليمه
velûd,ولود
velvele,ولوله
verâ,ورا
verâset,وراثت
verd,ورد
verem,ورم
verese,ورثه
verîd,ورید
vesâik,وثائق
vesâil,وسائل
vesâit,وسائط
vesâtet,وساطت
vesâyâ,وصایا
vesîka,وثيقه
vesîle,وسيله
vesme,وسمه
vesvese,وسوسه
veş,وش
veşak,وشق
veted,وتد
veter,وتر
vetîre,وتيره
veyl,ویل
vezâif,وظائف
vezân,وزان
vezâret,وزارت
vezîr,وزیر
vezn,وزن
vezne,وزنه
veznedâr,وزنه دار
vicâhen,وجاها
vicâhî,وجاهی
vicdân,وجدان
vicdânen,وجدانا
vidâd,وداد
vikâye,وقایه
vilâdet,ولادت
vilâyât,ولایات
vildân,ولدان
vîrân,ویران
vîrâne,ویرانه
vîrânî,ویرانی
vird,ورد
virgül,ويرگول
virgül,ويرگول
visâk,وثاق
visâl,وصال
vufûr,وفور
vuhûş,وحوش
vukû',وقوع
vukûât,وقوعات
vukûf,وقوف
vuskâ,وثقی
vusla,وصله
vuslat,وصلت
vustâ,وسطی
vusûl,وصول
vuzû,وضوء
vuzûh,وضوح
vücûb,وجوب
vücûd,وجود
vücûh,وجوه
vüfûd,وفود
vüfûr,وفور
vükelâ,وکلا
vülât,ولات
vürûd,ورود
vüs',وسع
vüs'at,وسعت
vüskâ,وثقی
vüsûk,وثوق
vüzerâ,وزرا
yâ,یا
yâb,یاب
yâbis,یابس
yâd,یاد
yad-gar,يادگار
yâdgâr,یادگار
yağmâ,یغما
yağmâger,یغماگر
yah,یخ
yahbeste,یخ بسته
yâhud,یاخود
yâis,یائس
yakaza,یقظه
yakîn,یقين
yakînen,یقينا
yâkût,یاقوت
yakzân,یقظان
yâl,یال
yâleyte,یا ليت
yan,يان
ya'nî,يعني
yâr,یار
yârâ,یارا
yârân,یاران
yârî,یاری
yâsemen,یاسمن
yâsîn,ياسين
yâve,یاوه
yâvegû,یاوه گو
yâver,یاور
yâzdeh,یازده
yebânî,یبانی
yed,ید
yegân,یگان
yegân yegân,یگان یگان
yegâne,یگانه
yegânegî,یگانگی
yek,يك
yekbeyek,یک بيک
yekcihet,یک جهت
yekcins,یک جنس
yekdîger,یک دیگر
yekdil,یک دل
yekpâre,یک پاره
yeksân,یکسان
yekseviye,یک سویه
yekşenbe,یک شنبه
yektene,یک تنه
yekûn,یکون
yel,یل
yeldâ,یلدا
yemîn,یمين
ye's,یأس
