âbâ,eo6bu1ec
mütesellî,mo9bo2o4so4lo8bu2
müteselsil,mo9bo2o4so4lo0su4lo0
müteselsilen,mo9bo2o4so4lo0su4leo44
mütesallib,mo9bo2o4zo4lu4o8bu1o0
müteşekkil,mo9bo2o4so3o4ku4o8lo0
müteşekkir,mo9bo2o4so3o4ku4o8ro0
müteşahhıs,mo9bo2o4so3o4xo1u4o8zo0
mütevâlî,mo9bo2o4wo4elbu2
müteveccih,mo9bo2o4wo4xu1u4o8ho0
müteveccihen,mo9bo2o4wo4xu1u4o8ho44e
müteveffâ,mo9bo2o4wo4fo1o4o8e
mütevellid,mo9bo2o4wo4lu4o8do0
mütevaggil,mo9bo2o4wo4ao1u4o8lo0
mütevakkıf,mo9bo2o4wo4fo2u4o8fo1o0
müteaddid,mo9bo2o4ao4du4o8do0
müteaffin,mo9bo2o4ao4fo1u4o8bo1o0
müteallik,mo9bo2o4ao4lu4o8fo2o0
müteyakkız,mo9bo2o4bu2o4fo2u4o8to1o0
müttefekun aleyh,mo9bo2o4o8fo1o4fo2o99 ao4lo4bu2o0ho0
müttefikan,mo9bo2o4o8fo1u4fo2o44e
müttehem,mo9bo2o4o8ho4mo0
müttehid,mo9bo2o4o8xu4do0
müvellide,mo9wo4lu4o8do4h
müvellidü'l-humûza,mo9wo4lu4o8do9 elo0xo9mo9wzo1o4h
müvellidü'l-humûza,mo9wo4lu4o8do9 elo0xo9mo9wzo1o4h
müvellidü'l-mâ,mo9wo4lu4o8do9 elo0mo4e
müvellidü'l-mâ,mo9wo4lu4o8do9 elo0mo4ec
müyesser,mo9bu2o4so4o8ro0
müzâheret,mo9to1o4eho4ro4bo2o0
müzâkere,mo9do1o4eko4ro4h
müzehheb,mo9do1o4ho4o8bu1o0
müzehher,mo9ro1o4ho4o8ro0
müzekker,mo9do1o4ko4o8ro0
müzeyyen,mo9ro1o4bu2o4o8bo1o0
müzeyyin,mo9ro1o4bu2u4o8bo1o0
müzhir,mo9to1o0hu4ro0
müzmin,mo9ro1o0mu4bo1o0
müzmahil,mo9zo1o0mo4xu4lo0
müzahraf,mo9ro1o4xo1o0ro4fo1o0
muâdil,mo9ao4edu4lo0
muâhede,mo9ao4eho4dho4
muâheze,mo9wo5o4exo1o4do1o4h
muâmelât,mo9ao4emo4leo4bo2o0
muâmele,mo9ao4emo4lo4h
muârefe,mo9ao4ero4fo1o4h
muârız,mo9ao4eru4zo1o0
muâraza,mo9ao4ero4zo1o4h
muâsır,mo9ao4ezu4ro0
muâşeret,mo9ao4eso3o4ro4bo2o0
muâvenet,mo9ao4ewo4bo1o4bo2o0
muâvenet-i gaybiye,mo9ao4ewo4bo1o4bo2u4 ao1o4bu2o0bu1u4bu2o4h
muâvin,mo9ao4ewu4bo1o0
mu'cizekâr,mo9ao0xu1u4ro1o4h ko4ero0
mu'ciznümâ,mo9ao0xu1u4ro1o0bo1o9mo4e
mu'cizü'l-beyân,mo9ao0xu1u4ro1o9 elo0bu1o4bu2o4ebo1o0
mudhike,mo9zo1o0xu4ko4h
mufassal,mo9fo1o4zo4o8lo0
mufassalen,mo9fo1o4zo4o8leo44
mugaddî,mo9ao1o4do8bu2
muğlak,mo9ao1o0lo4fo2o0
muhâbere,mo9xo1o4ebu1o4ro4h
muhâceret,mo9ho4exu1o4ro4bo2o0
muhâcir,mo9ho4exu1u4ro0
muhâfaza,mo9xo4efo1o4to1o4h
muhâkeme,mo9xo4eko4mo4h
muhâl,mo9xo4elo0
muhâl ender muhâl,mo9xo4elo0 eo4bo1o0do4ro0 mo9xo4elo0
muhâlefet,mo9xo1o4elo4fo1o4bo2o0
muhâlif,mo9xo1o4elu4fo1o0
muhârebe,mo9xo4ero4bu1o4h
muhâsara,mo9xo4ezo4ro4h
muhât,mo9xo4eto0
muhâvere,mo9xo4ewo4ro4h
muhbir,mo9xo1o0bu1u4ro0
muhbir-i sâdık,mo9xo1o0bu1u4ru4 zo4edu4fo2o0
muhib,mo9xu4bu1o0
muhik,mo9xu4fo2o8
muhît,mo9xbu2to0
muhît,mo9xbu2to0
muhkem,mo9xo0ko4mo0
muhlis,mo9xo1o0lu4zo0
muhrik,mo9xo0ru4fo2o0
muhsin,mo9xo0su4bo1o0
muhsin,mo9xo0su4bo1o0
muhtâr,mo9xo1o0bo2o4ero0
muhtelif,mo9xo1o0bo2o4lu4fo1o0
muhterem,mo9xo0bo2o4ro4mo0
muhterik,mo9xo0bo2o4ru4fo2o0
muhtevî,mo9xo0bo2o4wbu2
muhteviyât,mo9xo0bo2o4wu4bu2o4ebo2o0
muhtasar,mo9xo1o0bo2o4zo4ro0
muhtasaran,mo9xo1o0bo2o4zo4ro44e
muhabbet-i fıtriye,mo9xo4bu1o4o8bo2u4 fo1u4to0ru4bu2o4h
muhabbet-i mecâziye,mo9xo4bu1o4o8bo2u4 mo4xu1o4ero1u4bu2o4h
muhabbet-i nefsânîye,mo9xo4bu1o4o8bo2u4 bo1o4fo1o0so4ebo1u4bu2o4h
muhabbet-i rahmân,mo9xo4bu1o4o8bo2u4 ro4xo0mbo1o0
muhabbet-i zâtî,mo9xo4bu1o4o8bo2u4 do1o4ebo2u4bu2
muhabbet-i zâtiye,mo9xo4bu1o4o8bo2u4 do1o4ebo2u4bu2o4h
muhakkik,mo9xo4fo2u4o8fo2o0
muhakkikîn,mo9xo4fo2u4o8fo2bu2bo1o0
muharrem,mo9xo4ro4o8mo0
muharrib,mo9xo1o4ru4o8bu1o0
muharrik,mo9xo4ru4o8ko0
muhat,mo9xo4eto0
muhyî,mo9xo0bu2bu2
muhyiddîn,mo9xo0bu2u4bu2 eldo8bu2bo1o0
muîn,mo9abu2bo1o0
muîn-i zâlim,mo9abu2bo1u4 to1o4elu4mo0
mukĀyese,mo9fo2o4ebu2o4so4h
mukni',mo9fo2o0bo1u4ao0
muktebes,mo9fo2o0bo2o4bu1o4so0
muktedir,mo9fo2o0bo2o4du4ro0
muktesid,mo9fo2o0bo2o4zu4do0
muktezâ,mo9fo2o0bo2o4zo1o4e
muktezâ,mo9fo2o0bo2o4zo1o4e
muktezâ-yı fıtrî,mo9fo2o0bo2o4zo1o4ebu2u4 fo1u4to0rbu2
muktezâ-yı hâl,mo9fo2o0bo2o4zo1o4ebu2u4 xo4elo0
muktezĀ-yı insaniyet,mo9fo2o0bo2o4zo1o4ebu2u4 eu4bo1o0so4ebo1u4bu2o4bo2o0
muktezây-ı rahmet,mo9fo2o0bo2o4zo1o4ebu2u4 ro4xo0mo4bo2o0
muktezâ-yı adâlet,mo9fo2o0bo2o4zo1o4ebu2u4 ao4do4elo4bo2o0
muktezî,mo9fo2o0bo2o4zo1bu2
mukteza-yı hikmet,mo9fo2o0bo2o4zo1o4ebu2 xu4ko0mo4bo2o0
mukaddem,mo9fo2o4do4o8mo0
mukaddeme,mo9fo2o4do4o8mo4h
mukaddeme,mo9fo2o4do4o8mo4h
mukaddeme-i mükâfat-ı lahika,mo9fo2o4do4o8mo4u4 mo9ko4efo1o4ebo2u4 lo4exu4fo2o4h
mukadder,mo9fo2o4do4o8ro0
mukadderât,mo9fo2o4do4o8ro4ebo2o0
mukadderât-ı beşer,mo9fo2o4do4o8ro4ebo2u4 bu1o4so3o4ro0
mukadderât-ı hayât,mo9fo2o4do4o8ro4ebo2u4 xo4bu2o4ebo2o0
mukadderât-ı hayâtiye,mo9fo2o4do4o8ro4ebo2u4 xo4bu2o4ebo2u4bu2o4h
mukaddes,mo9fo2o4do4o8so0
mukaddesât,mo9fo2o4do4o8so4ebo2o0
mukaddime,mo9fo2o4du4o8mo4h
mukannen,mo9fo2o4bo1o4o8bo1o0
mukarreb,mo9fo2o4ro4o8bu1o0
mukarrer,mo9fo2o4ro4o8ro0
mukavves,mo9fo2o4wo4o8so0
mukayyed,mo9fo2o4bu2o4o8do0
munsıf,mo9bo1o0zu4fo1o0
muntazır,mo9bo1o0bo2o4to1u4ro0
muntazam,mo9bo1o0bo2o4to1o4mo0
muntazaman,mo9bo1o0bo2o4to1o4mo44e
munazzım,mo9bo1o4to1u4o8mo0
murâd,mo9ro4edo0
murâkabe,mo9ro4efo2o4bu1o4h
murdia,mo9ro0zo1u4ao4h
murdar,mo9ro0do4ero0
murassa',mo9ro4zo4o8ao0
musibet-i âmme,mo9zbu2bu1o4bo2u4 aeo4mo4o8h
musîbet-i âmme,mo9zu4bu2bu1o4bo2u4 ao4emo4o8h
musibetzede,mo9zbu2bu1o4bo2o0ro1o4do4h
musîbetzede,mo9zbu2bu1o4bo2o0ro1o4do4h
musaddak,mo9zo4do4o8fo2o0
musaffâ,mo9zo4fo1o8bu2
musahhih,mo9zo4xu4o8xo0
musahhar,mo9so4xo1o4o8ro0
musahhariyet,mo9so4xo1o4o8ru4bu2o4bo2o0
musallat,mo9so4lo4o8to0
musammem,mo9zo4mo4o8mo0
musannif,mo9zo4bo1u4o8fo1o0
musanna',mo9zo4bo1o4o8ao0
musarrah,mo9zo4ro4o8xo0
musavvir,mo9zo4wu4o8ro0
musavvir,mo9zo4wu4o8ro0
mutâbık,mo9to4ebu1u4fo2o0
mutâbık-ı muktezâ-yı hâl,mo9to4ebu1u4fo2u4 mo9fo2o0bo2o4zo1o4ebu2u4 xo4elo0
mutâbık-ı muktezĀ-yı hâl,mo9to4ebu1u4fo2u4 mo9fo2o0bo2o4zo1o4ebu2u4 xo4elo0
mutĀbık-ı vâki',mo9to4ebu1u4fo2u4 wo4efo2u4ao0
mutâbakat,mo9to4ebu1o4fo2o4bo2o0
mu'teber,mo9ao0bo2o4bu1o4ro0
mu'teriz,mo9ao0bo2o4ru4zo1o0
mu'tezile,mo9ao0bo2o4ro1u4lo4h
mutî',mo9tbu2ao0
mutlak,mo9to0lo4fo2o0
mutmain,mo9to0mo4bo5u4bo1o0
muttali',mo9to4o8lu4ao0
muttarid,mo9to4o8ru4do0
muttasıf,mo9bo2o4o8zu4fo1o0
muttasıl,mo9bo2o4o8zu4lo0
mutantan,mo9to4bo1o0to4bo1o0
mutasarrıf,mo9bo2o4zo4ru4o8fo1o0
mutasavver,mo9bo2o4zo4wo4o8ro0
mutaassıb,mo9bo2o4ao4zu4o8bu1o0
mutazammın,mo9bo2o4zo1o4mu4o8bo1o0
muvâfık,mo9wo4efo1u4fo2o0
muvâfakat,mo9wo4efo1o4fo2o4bo2o0
muvâzene,mo9wo4ero1o4bo1o4h
muvâzene,mo9wo4ero1o4bo1o4h
muvâzî,mo9wo4ero1bu2
muvaffak,mo9wo4fo1o4o8fo2o0
muvaffakiyet,mo9wo4fo1o4o8fo2u4bu2o4bo2o0
muvahhid,mo9wo4xu4o8do0
muvahhidîn,mo9wo4xu4o8dbu2bo1o0
muvahhiş,mo9wo4xu4o8so3o0
muvakkat,mo9wo4fo2o4o8bo2o0
muvakkaten,mo9wo4fo2o4o8bo2eo44
muvazzaf,mo9wo4to1o4o8fo1o0
muaccel,mo9ao4xu1o4o8lo0
muacciz,mo9ao4xu1u4o8ro1o0
muahhar,mo9wo5o4xo1o4o8ro0
muallâ,mo9ao4lo4o8e
muallem,mo9ao4lo4o8mo0
muallim,mo9ao4lu4o8mo0
muallim-i ekber,mo9ao4lu4o8mu4 eo4ko0bu1o4ro0
muallim-i ukŪl,mo9ao4lu4o8mu4 ao9fo2o9wlo0
muallak,mo9ao4lo4o8fo2o0
muammâ,mo9ao4mo4o8e
muammâ-yı hilkat,mo9ao4mo4o8ebu2u4 xo1u4lo0fo2o4bo2o0
muammer,mo9ao4mo4o8ro0
muannid,mo9ao4bo1u4o8do0
muarrif,mo9ao4ru4o8fo1o0
muattıl,mo9ao4tu4o8lo0
muattal,mo9ao4to4o8lo0
muayyen,mo9ao4bu2o4o8bo1o0
muazzez,mo9ao4ro1o4o8ro1o0
muazzam,mo9ao4to1o4o8mo0
muzâaf,mo9zo1o4eao4fo1o0
muzdar,mo9zo1o0to4ro0
muzdarib,mo9zo1o0to4ru4bu1o0
muzır,mo9zo1u4ro0
muzırra,mo9zo1u4ro4o8h
muzlim,mo9to1o0lu4mo0
muzmer,mo9zo1o0mo4ro0
muzaffer,mo9to1o4fo1o4o8ro0
maârif,mo4ao4eru4fo1o0
maârif vekîli,mo4ao4eru4fo1o0 wo4kbu2lu4bu2
ma'bûd-u bâkî,mo4ao0bu1o9wdo9 bu1o4efo2u4bu2
ma'bûd-u bilhak,mo4ao0bu1o9wdu4 bu1u4elo0xo4fo2o0
ma'bûd-u cemîl-i zülcelâl,mo4ao0bu1o9wdo9 xu1o4mu4bu2lu4 do1o9welo0xu1o4lo4elo0
ma'bûd-u ezelî,mo4ao0bu1o9wdu4 eo4ro1o4lbu2
ma'bûd-u hakîkî,mo4ao0bu1o9wdo9 xo4fo2bu2fo2bu2
ma'bûd-u mutlak,mo4ao0bu1o9wdu4 mo9to0lo4fo2o0
ma'bûd-u zülcelâl,mo4ao0bu1o9wdo9 do1o9welo0xu1o4lo4elo0
ma'bûd-u zülcelal,mo4ao0bu1o9wdo9 do1o9welo0xu1o4lo4elo0
ma'cun,mo4ao0xu1o9wbo1o0
maddeten,mo4edo4o8ho2o44
ma'den-i tekemmül,mo4ao0do4bo1u4 bo2o4ko4mo9o8lo0
mağdûr,mo4ao1o0do9wro0
mağfiret,mo4ao1o0fo1u4ro4bo2o0
mağlata,mo4ao1o0lo4to4h
mağrib,mo4ao1o0ru4bu1o0
mağrib,mo4ao1o0ru4bu1o0
mağrûr,mo4ao1o0ro9wro4
mağrûrâne,mo4ao1o0ro9wro4ebo1o4h
mağrûren,mo4ao1o0ro9wro44e
mahbes,mo4xo0bu1o4so0
mahbûb,mo4xo0bu1o9wbu1o0
mahbûb-u bilhak,mo4xo0bu1o9wbu1o9 bu1u4elo0xo4fo2o0
mahbûb-u ezelî,mo4xo0bu1o9wbu1o9 eo4ro1o4lu4bu2
mahbûb-u lâyezâl,mo4xo0bu1o9wbu1u4 lo4e bu2o4ro1o4elo0
mahbûb-u sermedî,mo4xo0bu1o9wbu1o9 so4ro0mo4dbu2
mahbub-u mutlak,mo4xo0bu1o9wbu1o9 mo9to0lo4fo2o0
mahdûm,mo4xo1o0do9wmo0
mahfî,mo4xo1o0fo1bu2
mahfûz,mo4xo0fo1o9wto1o0
mahfaza,mo4xo0fo1o4to1o4h
mahkeme-i celîle,mo4xo0ko4mo4u4 xu1o4lbu2lo4h
mahkeme-i kübrâ,mo4xo0ko4mo4u4 ko9bu1o0ro4e
mahkeme-i temyîz,mo4xo0ko4mo4u4 bo2o4mo0bu2bu2ro1o0
mahkûm,mo4xo0ko9wmo0
mahkûm,mo4xo0ko9wmo0
mahkûm-u mutlak,mo4xo0ko9wmo9 mo9to0lo4fo2o0
mahkûm-u adem,mo4xo0ko9wmo9 ao4do4mo0
mahlûk,mo4xo1o0lo9wfo2o0
mahlût,mo4xo1o0lo9wto0
mahrem,mo4xo0ro4mo0
mahrem,mo4xo0ro4mo0
mahremiyet,mo4xo0ro4mu4bu2o4bo2o0
mahrûtî,mo4xo1o0ro9wtu4bu2
mahrum,mo4xo0ro9wmo0
mahrumiyet,mo4xo0ro9wmu4bu2o4bo2o0
mahsûr,mo4xo0zo9wro0
mahsûs,mo4xo1o0zo9wzo0
mahsud,mo4xo0so9wdo0
mahsulât,mo4xo0zo9wlo4ebo2o0
mahşer,mo4xo0so3o4ro0
mahşer,mo4xo0so3o4ro0
mahviyet,mo4xo0wu4bu2o4bo2o0
mahal,mo4xo4lo0
mahall-i izhâr,mo4xo4lu4o8 eu4to1o0ho4ero0
mahall-i taalluk-u kudret,mo4xo4lu4o8 bo2o4ao4lo9o8fo2o9 fo2o9do0ro4bo2o0
mahall-i zuhûr,mo4xo4lu4o8 to1o9ho9wro0
mahz,mo4xo0zo1o0
mahzen,mo4xo1o0ro1o4bo1o0
mahz-ı edeb,mo4xo0zo1u4 eo4do4bu1o0
mahz-ı fazl,mo4xo0zo1u4 fo1o4zo1o0lo0
mahz-ı fazl ve kerem,mo4xo0zo1u4 fo1o4zo1o0lo0 wo4 ko4ro4mo0
mahz-ı hidâyet,mo4xo0zo1u4 hu4do4ebu2o4bo2o0
mahz-ı hikmet,mo4xo0zo1u4 xu4ko0mo4bo2o0
mahz-ı hak,mo4xo0zo1u4 xo4fo2o0
mahz-ı hakikat,mo4xo0zo1u4 xo4fo2u4bu2fo2o4bo2o0
mahz-ı ni'met,mo4xo0zo1u4 bo1u4ao0mo4bo2o0
mahz-ı rahmet,mo4xo0zo1u4 ro4xo0mo4bo2o0
mahz-ı tevhîd,mo4xo0zo1u4 bo2o4wo0xbu2do0
mahz-ı vahşet,mo4xo0zo1u4 wo4xo0so3o4bo2o0
mahz-ı vahy-i rabbânî,mo4xo0zo1u4 wo4xo0bu2u4 ro4bu1o4o8ebo1bu2
mahz-ı adâlet,mo4xo0zo1u4 ao4do4elo4bo2o0
mahzûn,mo4xo0ro1o9wbo1o0
maîşet,mo4abu2so3o4bo2o0
maîşet-i dünyeviye,mo4abu2so3o4bo2u4 do9bo1o0bu2o4wu4bu2o4h
makbûl,mo4fo2o0bu1o9wlo0
maksûd,mo4fo2o0zo9wdo0
maksûd-u bizzât,mo4fo2o0zo9wdo9 bu1u4eldo1o4o8ebo2o0
maksûd-u hakiki,mo4fo2o0zo9wdo9 xo4fo2bu2fo2bu2
maksad-ı dünyevî,mo4fo2o0zo4du4 do9bo1o0bu2o4wbu2
maktûl,mo4fo2o0bo2o9wlo0
ma'kûl,mo4ao0fo2o9wlo0
makam-ı ebcedî,mo4fo2o4emu4 eo4bu1o0xu1o4dbu2
makam-ı iddiâ,mo4fo2o4emu4 eu4du4o8ao4e
makam-ı mahmûd,mo4fo2o4emu4 mo4xo0mo9wdo0
makam-ı nüfûz,mo4fo2o4emu4 bo1o9fo1o9wdo1o0
makarr-ı saltanat,mo4fo2o4ru4o8 so4lo0to4bo1o4bo2o0
makarr-ı saltanat-ı ebedîye,mo4fo2o4ru4o8 so4lo0to4bo1o4bo2u4 eo4bu1o4du4bu2o4h
ma'lûl,mo4ao0lo9wlo0
ma'lûm,mo4ao0lo9wmo0
ma'lûmât,mo4ao0lo9wmo4ebo2o0
ma'lûmât-ı sâbıka,mo4ao0lo9wmo4ebo2u4 so4ebu1u4fo2o4h
ma'mâfîh,mo4ao4 mo4efo1bu2ho0
ma'mûr,mo4ao0mo9wro0
ma'nâ-yı hakîkî,mo4ao0bo1o4ebu2u4 xo4fo2bu2fo2bu2
ma'nâ-yı harfî,mo4ao0bo1o4ebu2u4 xo4ro0fo1bu2
ma'nâ-yı ismi,mo4ao0bo1o4ebu2u4 eu4so0mu4bu2
ma'nâ-yı ismî,mo4ao0bo1o4ebu2u4 eu4so0mbu2
ma'nâ-yı işârî,mo4ao0bo1o4ebu2u4 eu4so3o4erbu2
ma'nâ-yı işârî,mo4ao0bo1o4ebu2u4 eu4so3o4erbu2
ma'nâ-yı mecâzî,mo4ao0bo1o4ebu2u4 mo4xu1o4ero1bu2
ma'nâ-yı mecâzî,mo4ao0bo1o4ebu2u4 mo4xu1o4ero1bu2
ma'nây-ı mecâzî,mo4ao0bo1o4ebu2u4 mo4xu1o4ero1bu2
ma'nâ-yı örfî,mo4ao0bo1o4ebu2u4 ao9ro0fo1bu2
ma'nâ-yı sarîh,mo4ao0bo1o4ebu2u4 zo4rbu2xo0
ma'nâ-yı zâhirî,mo4ao0bo1o4ebu2u4 to1o4ehu4rbu2
ma'nen,mo4ao0bo1o44e
ma'nevî tevâtür,mo4ao0bo1o4wbu2 bo2o4wo4ebo2o9ro0
ma'nidâr,mo4ao0bo1bu2do4ero0
manyetizma,mo4ebo1o0bu2o4h bo2u4bu2ro1o0mo4h
manzûm,mo4bo1o0to1o9wmo0
manzûm,mo4bo1o0to1o9wmo0
manzûme,mo4bo1o0to1o9wmo4h
ma'rifet,mo4ao0ru4fo1o4bo2o0
ma'rifet-i ilâhiye,mo4ao0ru4fo1o4bo2u4 eu4lhu4bu2o4h
ma'rifet-i kâmile,mo4ao0ru4fo1o4bo2u4 ko4emu4lo4h
ma'rifet-i kudsiye,mo4ao0ru4fo1o4bo2u4 fo2o9do0su4bu2o4h
ma'rûf,mo4ao0ro9wfo1o0
ma'rûz,mo4ao0ro9wzo1o0
ma'ruzât,mo4ao0ro9wzo1o4ebo2o0
maraz,mo4ro4zo1o0
maraz-ı rûhânî,mo4ro4zo1u4 ro9wxo4ebo1bu2
maraz-ı rûhî,mo4ro4zo1u4 ro9wxbu2
maraz-ı vesvese,mo4ro4zo1u4 wo4so0wo4so4h
masdar,mo4zo0do4ro0
maslahat,mo4zo0lo4xo4bo2o0
masnû',mo4zo0bo1o9wao0
masnûât,mo4zo0bo1o9wao4ebo2o0
masnû'iyet,mo4zo0bo1o9wau4bu2o4bo2o0
masrûfun leh,mo4zo0ro9wfo1o99 lo4ho0
mass,mo4zo0
ma'sûm,mo4ao0zo9wmo0
ma'sûmâne,mo4ao0zo9wmo4ebo1o4h
masûn,mo4zo9wbo1o0
ma'sumâne,mo4ao0zo9wmo4ebo1o4h
ma'şûk,mo4ao0so3o9wfo2o0
ma'şûk-u mecâzî,mo4ao0so3o9wfo2o9 mo4xu1o4ero1bu2
ma'şûka,mo4ao0so3o9wfo2o4h
matbû',mo4to0bu1o9wao0
matbûât,mo4to0bu1o9wao4ebo2o0
matbah,mo4to0bu1o4xo1o0
matlûb,mo4to0lo9wbu1o0
ma'tuf,mo4ao0to9wfo1o0
maa'l-memnûniye,mo4ao4 elo0mo4mo0bo1o9wbo1u4bu2o4h
maal-memnûniye,mo4ao4 elo0mo4mo0bo1o9wbo1u4bu2o4h
maatteessüf,mo4ao4 elbo2o4o8eo5o4so9o8fo1o0
maa't-teessüf,mo4ao4 elbo2o4o8eo5o4so9o8fo1o0
mazhar,mo4to1o0ho4ro0
mazhar-ı enbiyâ,mo4to1o0ho4ru4 eo4bo1o0bu1u4bu2o4e
mazhar-ı etemm,mo4to1o0ho4ru4 eo4bo2o4mo8
mazhar-ı mübâhât,mo4to1o0ho4ru4 mo9bu1o4eho4ebo2o0
mazhar-ı rahmet-i âlem,mo4to1o0ho4ru4 ro4xo0mo4bo2u4 ao4elo4mo0
mazhariyet,mo4to1o0ho4ru4bu2o4bo2o0
mazhariyet-i esmâ-yı ilâhiye,mo4to1o0ho4ru4bu2o4bo2u4 eo4so0mo4ebu2u4 eu4lhu4bu2o4h
mazhariyet-i münkeşife,mo4to1o0ho4ru4bu2o4bo2u4 mo9bo1o0ko4so3u4fo1o4h
mazlûm,mo4to1o0lo9wmo0
mazmûn,mo4zo1o0mo9wbo1o0
maznûn,mo4to1o0bo1o9wbo1o0
mazrûf,mo4to1o0ro9wfo1o0
ma'zûr,mo4ao0do1o9wro0
mazarrat,mo4zo1o4ro4o8bo2o0
nâdân,bo1o4edo4ebo1o0
nâdim,bo1o4edu4mo0
nâfi',bo1o4efo1u4ao0
nâfî,bo1o4efo1bu2
nâfile,bo1o4efo1u4lo4h
nâfiz,bo1o4efo1u4do1o0
nâhiye,bo1o4exu4bu2o4h
nâib,bo1o4ebo5u4bu1o0
nâil,bo1o4ebo5u4lo0
nâkıs,bo1o4efo2u4zo0
nâkile,bo1o4efo2u4lo4h
nâlân,bo1o4elo4ebo1o0
nâm,bo1o4emo0
nâmdâr,bo1o4emo0do4ero0
nâmûs,bo1o4emo9wso0
nâmûs-u ikrâm,bo1o4emo9wso9 eu4ko0ro4emo0
nâmûs-u zîhayat,bo1o4emo9wso9 do1bu2 xo4bu2o4ebo2o0
nâ-mütenâhî,bo1o4emo9bo2o4bo1o4ehbu2
nâmus,bo1o4emo9wso0
nâ-mahrem,bo1o4emo4xo0ro4mo0
nâr,bo1o4ero0
nâr-ı hayat,bo1o4eru4 xo4bu2o4ebo2o0
nâs,bo1o4eso0
nâşî,bo1o4eso3u4bu2
nâşir,bo1o4eso3u4ro0
nâtık,bo1o4etu4fo2o0
nâzenîn,bo1o4ero1o4bo1bu2bo1o0
nâzım,bo1o4eto1u4mo0
nâzır,bo1o4eto1u4ro0
nâzikâne,bo1o4ero1u4ko4ebo1o4h
nâzil,bo1o4ero1u4lo0
nebât,bo1o4bu1o4ebo2o0
nebâtât,bo1o4bu1o4ebo2o4ebo2o0
nebâtî,bo1o4bu1o4ebo2bu2
nebze,bo1o4bu1o0do1o4h
necât,bo1o4xu1o4ebo2o0
necîb,bo1o4xu1bu2bu1o0
necis,bo1o4xu1u4so0
necm-i âyet,bo1o4xu1o0mu4 eo6bu2o4bo2o0
necm-i zehrâ,bo1o4xu1o0mu4 ro1o4ho0ro4e
nedâmet,bo1o4do4emo4bo2o0
nefer,bo1o4fo1o4ro0
nefh-i sûr,bo1o4fo1o0xo1u4 zo9wro0
nefh-i sŪr,bo1o4fo1o0xo1u4 zo9wro0
nefis,bo1o4fo1u4so0
nefisperest,bo1o4fo1u4so0bu3o4ro4so0bo2o0
nefisperver,bo1o4fo1u4so0bu3o4ro0wo4ro0
nefiy,bo1o4fo1u4bu2o0
nefiy,bo1o4fo1u4bu2o0
nefret-i âmme,bo1o4fo1o0ro4bo2u4 ao4emo4o8h
nefsî,bo1o4fo1o0sbu2
nefsî,bo1o4fo1o0su4bu2
nefs-i cismânî,bo1o4fo1o0su4 xu1u4so0mo4ebo1u4bu2
nefs-i hizmet,bo1o4fo1o0su4 xo1u4do0mo4bo2o0
nefs-i hakîkat,bo1o4fo1o0su4 xo4fo2bu2fo2o4bo2o0
nefs-i ihbâr,bo1o4fo1o0su4 eu4xo1o0bu1o4ero0
nefs-i amel,bo1o4fo1o0su4 ao4mo4lo0
nefy-i nefiy,bo1o4fo1o0bu2u4 bo1o4fo1u4bu2o0
nehiy,bo1o4hu4bu2o0
neharî,bo1o4ho4eru4bu2
nehy-i ilâhî,bo1o4ho0bu2u4 eu4lo6hu4bu2
nemâ,bo1o4mo4e
nesc,bo1o4so0xu1o0
nesc-i kudret,bo1o4so0xu1u4 fo2o9do0ro4bo2o0
nesebî,bo1o4so4bu1bu2
nesîm,bo1o4sbu2mo0
nesir,bo1o4bo3u4ro0
nesl-i âtî,bo1o4so0lu4 ebo2bu2
neş'e-i uhrâ,bo1o4so3o0bo5o4u4 eo9xo1o0ro4e
neş'et,bo1o4so3o0bo5o4bo2o0
neşîde,bo1o4so3u4bu2do4h
neşir,bo1o4so3u4ro0
neşr-i envâr,bo1o4so3o0ru4 eo4bo1o0wo4ero0
neşr-i esrâr-ı kur'âniye,bo1o4so3o0ru4 eo4so0ro4eru4 fo2o9ro0ebo1u4bu2o4h
neşriyât,bo1o4so3o0ru4bu2o4ebo2o0
neşriyât-ı dîniye,bo1o4so3o0ru4bu2o4ebo2u4 dbu2bo1u4bu2o4h
neşv ü nemâ,bo1o4so3o0wo9 w bo1o4mo4e
neşv ü nemâ,bo1o4so3o0wo9 w bo1o4mo4e
netîce-i hilkat,bo1o4bo2u4bu2xu1o4u4 xo1u4lo0fo2o4bo2o0
netîce-i merâm,bo1o4bo2u4bu2xu1o4u4 mo4ro4emo0
netice-i ni'met-i sâbıka,bo1o4bo2u4bu2xu1o4u4 bo1u4ao0mo4bo2u4 so4ebu1u4fo2o4h
netice-i arziye,bo1o4bo2bu2xu1o4u4 eo4ro0zo1u4bu2o4h
neûzü-billâh,bo1o4ao9wdo1o9 bu1u4ello8ho0
nev'ân,bo1o4wo0aeo44
nevâz,bo1o4wo4ero1o0
nevi',bo1o4wo0ao0
nev'-i beşer,bo1wo0au4 bu1o4so3o4ro0
nev'-i câmi',bo1o4wo0au4 xu1o4emu4ao0
nev'-i insan,bo1o4wo0au4 eu4bo1o0so4ebo1o0
nevm,bo1o4wo0mo0
nevrûz,bo1o4wo0ro9wro1o0
nezâfet,bo1o4to1o4efo1o4bo2o0
