a,h
işve,aso3wh
işvebâz,aso3wh bu1ero1
işveger,aso3wh ko7r
işvekâr,aso3wh ker
i'tâ,eate
itâat,eteabo2
itab,ebo2aebu1
itâb,abo2ebu1
i'tâk,eabo2efo2
itâle,etelh
it'âm,etaem
itbâ,ebo2bu1ea
itfâ,etfo1e
itfâiyye,etfo1ebo5bu2h
ithaf,ebo2xefo1
ithâf,ebo2xefo1
itham,ebo2hem
ithâm,ebo2hem
itibâr,eabo2bu1er
itibâren,eabo2bu1ere
itibârî,eabo2bu1ery
i'tidâl,eabo2del
itikâd,eabo2fo2ed
itikâdât,eabo2fo2edebo2
itikadiyât,eabo2fo2edyebo2
i'tikâf,eabo2kefo1
i'tilâ,eabo2le
itilâf,ebo5bo2lefo1
itilafkâr,ebo5bo2lefo1ker
itimâd,eabo2med
itimâden,eabo2mede
itimâdnâme,eabo2medbo1emh
itinâ,eabo2bo1e
itinakâr,eabo2bo1eker
itirâf,eabo2refo1
itisâf,eabo2sefo1
itiyâd,eabo2bu2ed
i'tizâl,eabo2ro1el
i'tizâr,eabo2do1er
itkân,ebo2fo2ebo1
itlaf,ebo2lefo1
itlâf,ebo2lefo1
itmam,ebo2mem
itmâm,ebo2mem
itmînân,etmbu2bo1ebo1
ittiba,ebo2bu1ea
ittibâ,ebo2bu1ea
ittibâen,ebo2bu1eae
ittifak,ebo2fo1efo2
ittifâk,ebo2fo1efo2
ittifâken,ebo2fo1efo2e
ittifaki,ebo2fo1efo2y
ittifâkî,ebo2fo1efo2y
ittihad,ebo2xed
ittihâd,ebo2xed
ittihâm,ebo2hem
ittihaz,ebo2xo1edo1
ittihâz,ebo2xo1edo1
ittikâl,ebo2kel
ittikan,ebo2fo2ebo1
ittisâ,ebo2sea
ittisaf,ebo2zefo1
ittisal,ebo2zel
ittisâl,ebo2zel
ityan,ebo2bu2ebo1
ityân,ebo2bu2ebo1
ivaz,awzo1
ivazan,awzo1e
i'vicâc,eawxu1exu1
iyâbüzihâb,abu2ebu1 w do1hebu1
iyâl,abu2el
iyân,abu2ebo1
izâbe,edo1ebu1h
iz'âc,ero1aexu1
izâe,ezo1ebo5h
iz'âf,ezo1aefo1
izâfe,ezo1efo1h
izâfet,ezo1efo1bo2
izâfeten,ezo1efo1ho2
izâfî,ezo1efo1y
izâfiyyet,ezo1efo1bu2bo2
îzâh,eyzo1ex
îzâhât,eyzo1exebo2
îzâhen,eyzo1exe
izâle,ero1elh
izâm,ato1em
i'zâm,earo1em
iz'ân,edo1aebo1
i'zâz,earo1ero1
izdihâm,ero1dxem
izdivâc,ero1dwexu1
izdiyâd,ero1dyed
îzed,eyro1d
izhâr,eto1her
izin,edo1bo1
izkâr,edo1ker
izlâl,edo1lel
izmihlâl,ezo1mxlel
izn,edo1bo1
izz,aro1
izzet,aro1bo2
jâj,ro3ero3
jâjhây,ro3ero3xo1ey
jâle,ro3elh
jeng,ro3bo1ko7
jengâr,ro3bo1ko7er
jerf,ro3rfo1
jerfâ,ro3rfo1e
jerfbîn,ro3rfo1 bu1bu2bo1
jinde,ro3bo1dh
jindepûş,ro3bo1dh bu3wso3
jiyân,ro3yebo1
jülîde,ro3wlbu2dh
kabâ,fo2bu1e
kabahat,fo2bu1exbo2
kabâih,fo2bu1ebo5x
kabâil,fo2bu1ebo5l
kabîh,fo2bu1bu2x
kabîl,fo2bu1bu2l
kâbil,fo2ebu1l
kabîle,fo2bu1bu2lh
kâbile,fo2ebu1lh
kâbiliyet,fo2ebu1lbu2bo2
kâbiliyyât,fo2ebu1lbu2ebo2
kabir,fo2bu1r
kabl,fo2bu1l
kablelmîlad,fo2bu1l elmbu2led
kablettârih,fo2bu1l elbo2eryxo1
kablettarihî,zbu1l elbo2eryxo1y
kabr,fo2bu1r
kabristan,fo2bu1rsbo2ebo1
kabul,fo2bu1wl
kabz,fo2bu1zo1
kabza,fo2bu1zo1h
kad,fo2d
kadd,fo2d
kadeh,fo2dx
kadem,fo2dm
kademe,fo2dmh
kader,fo2dr
kadh,fo2dx
kadı,fo2ezo1y
kadid,fo2dyd
kâdilkudât,fo2ezo1y elfo2zo1ebo2
kadim,fo2dym
kadîmen,fo2dyme
kadîr,fo2dyr
kâdir,fo2edr
kadirdân,fo2drdebo1
kadirşinâs,fo2drso3bo1es
kadr,fo2dr
kadrdân,fo2drdebo1
kadrşinâs,fo2drso3bo1es
kâfile,fo2efo1lh
kafiyeperdâz,fo2efo1bu2h bu3rdero1
kahbe,fo2xbu1h
kâhir,fo2ehr
kahpe,fo2xbu1h
kaht,fo2xt
kâid,fo2ebo5d
kâide,fo2eadh
kâideten,fo2eadho2
kâil,fo2ebo5l
kâim,fo2ebo5m
kâime,fo2ebo5mh
kâimmakam,fo2ebo5m mfo2em
kâl,fo2el
kâlıb,fo2elbu1
kaliçe,fo2elbu2xu3h
kâmet,fo2embo2
kamus,fo2emws
kâni,fo2ebo1a
kanun,fo2ebo1wbo1
kanunî,fo2ebo1wbo1y
kâri',fo2erc
kâria,fo2erbo5h
kâri'în,fo2erbo5bu2bo1
karûre,fo2erwrh
kâsid,fo2ezd
kâtıbeten,fo2etbu1ho2
kâti',fo2eta
katil,fo2bo2l
kâtil,fo2ebo2l
katl,fo2bo2l
kâzî,fo2ezo1y
kıbâb,fo2bu1ebu1
kıbel,fo2bu1l
kıble,fo2bu1lh
kıbtî,fo2bu1ty
kıdem,fo2dm
kıdve,fo2dwh
kırâat,fo2rebo5bo2
kırâathâne,fo2rebo5bo2 xo1ebo1h
kıtal,fo2bo2el
kubh,fo2bu1x
kubûr,fo2bu1wr
kudemâ,fo2dme
kudret,fo2drbo2
kudsî,fo2dsy
kudsiyân,fo2dsbu2ebo1
kudsiyet,fo2dsbu2bo2
kudsiyetşiken,fo2dsbu2bo2 so3kbo1
kudûm,fo2dwm
kudûmzen,fo2dwm ro1bo1
kurâ,fo2rec
kurrâ,fo2rec
mahvuispat,mxwwebo3bu1ebo2
meşveret,mso3wrbo2
nev'an mâ,bo1wae me
neve,bo1wh
nevid,bo1wyd
nevin,bo1wybo1
nevm,bo1wm
nevmîd,bo1wmbu2d
nevnihal,bo1wbo1hel
neyistan,bo1bu2sbo2ebo1
neyzâr,bo1bu2ro1er
neyzen,bo1bu2ro1bo1
nîk,bo1bu2k
nikbin,bo1bu2kbu1bu2bo1
nilgun,bo1bu2lko7wbo1
nîm,bo1bu2m
nîm cahilî,bo1bu2m xu1ehly
nîm muzlim,bo1bu2m mto1lm
nîm resmî,bo1bu2m rsmy
nîreng,bo1bu2rbo1ko7
niyâbet,bo1bu2ebu1bo2
niyâm,bo1bu2em
niyâz,bo1bu2ero1
niyâzmend,bo1bu2ero1mbo1d
niyyet,bo1bu2bo2
nîze,bo1bu2ro1h
nüve,bo1wh
nüvid,bo1wyd
nüvîs,bo1wbu2s
o,ewl
ol,ewl
olmak,ewlmfo2
ölmek,ewlmk
ömr,amr
örf,arfo1
örfen,arfo1e
örfî,arfo1y
örfiyyât,arfo1bu2ebo2
öşr,aso3r
özr,ado1r
özrhâh,ado1rxo1weh
pâ,bu3e
pâbend,bu3ebu1bo1d
pâbercâ,bu3ebu1rxu1e
pâberikâb,bu3ebu1rkebu1
pâbeste,bu3ebu1sbo2h
pâbirehne,bu3ebu1rhbo1h
pâbûsî,bu3ebu1wsy
pâcâme,bu3exu1emh
pâçe,bu3exu3h
pâdşâh,bu3edso3eh
pâdşâhî,bu3edso3ehy
pâdzehr,bu3edro1hr
paha,bu1he
pâk,bu3ek
pâkbâz,bu3ekbu1ero1
pâkdâmen,bu3ek dembo1
pâki,bu3eky
pâkîze,bu3ekbu2ro1h
pâlân,bu3elebo1
pâlânduz,bu3elebo1 dwro1
pâmâl,bu3emel
pâpûş,bu3ebu3wso3
pârçe,bu3erxu3h
pâre,bu3erh
pârsâ,bu3erse
pârsî,bu3ersy
pâsban,bu3esbu1ebo1
pâş,bu3eso3
pây,bu3ey
pâyân,bu3eyebo1
pâybend,bu3eybu1bo1d
pâybûsî,bu3eybu1wsy
pâydâr,bu3eyder
pâye,bu3eyh
pâyende,bu3eybo1dh
pâyidar,bu3eyder
pâyin,bu3eybu2bo1
pâyitaht,bu3eybo2xo1bo2
pâyîz,bu3eybu2ro1
pâykûb,bu3eykwbu1
pâzâr,bu1ero1er
peder,bu3dr
pederâne,bu3drebo1h
pederî,bu3dry
pederşâhî,bu3drso3ehy
pehlevân,bu3hlwebo1
pehlû,bu3hlw
pehn,bu3hbo1
pehnâver,bu3hbo1ewr
pejmürde,bu3ro3mrdh
pelas,bu3les
peleng,bu3lbo1ko7
pelîd,bu3lbu2d
penah,bu3bo1eh
penahgâh,bu3bo1ehko7eh
penâhî,bu3bo1ehy
penbe,bu3bo1ehy
penc,bu3bo1xu1
pence,bu3bo1xu1h
pencüdü,bu3bo1xu1 w dw
pencüse,bu3bo1xu1 w sh
pencüyek,bu3bo1xu1 w yk
pençe,bu3bo1xu1h
pend,bu3bo1d
pendname,bu3bo1dbo1emh
penîr,bu3bo1bu2r
per,bu3r
perakende,bu3rekbo1dh
perçem,bu3rxu3m
perdedar,bu3rdh der
perend,bu3rbo1d
perende,bu3rbo1dh
perest,bu3rsbo2
perestâr,bu3rsbo2er
perestîde,bu3rsbo2bu2dh
perestiş,bu3rsbo2so3
perestişgâh,bu3rsbo2so3
perestişkâr,bu3rsbo2so3ker
perestişkârâne,bu3rsbo2so3kerebo1h
perestû,bu3rsbo2w
pergâl,bu3rko7el
pergâr,bu3rko7er
perhizkâr,bu3rhbu2ro1ker
perîçihre,bu3ry xu3hrh
perihan,bu3ry xo1ebo1
perîpeyker,bu3ry bu3bu2kr
perîşan,bu3ryso3ebo1
perîşanhal,bu3ryso3ebo1 xel
perîveş,bu3ry wso3
perniyân,bu3rbo1bu2ebo1
pertev,bu3rbo2w
pertevsuz,bu3rbo2wswro1
pervâ,bu3rwe
pervâne,bu3rwebo1h
pervâneveş,bu3rwebo1h wso3
pervâsız,bu3rwesro1
pervaz,bu3rwero1
perver,bu3rwr
perverdigâr,bu3rwrdko7er
pervin,bu3rwybo1
pes,bu3s
pesend,bu3sbo1d
pesendîde,bu3sbo1dydh
pesmânde,bu3s mebo1dh
peszinde,bu3s ro1bo1dh
peşîman,bu3so3bu2mebo1
peşin,bu3bu2so3bu2bo1
peşm,bu3so3m
peşşe,bu3so3h
peşşebend,bu3so3h bu1bo1d
peştemal,bu3so3bo2mel
peyâm,bu3bu2em
peyamber,bu3bu2embu1r
peydâ,bu3bu2de
peyderpey,bu3y dr bu3y
peygam,bu3bu2ao1em
peygamber,bu3bu2ao1mbu1r
peyk,bu3bu2k
peykân,bu3bu2kebo1
peykar,bu3bu2ker
peyke,bu3bu2kh
peyker,bu3bu2kr
peymâ,bu3bu2me
peymâne,bu3bu2mebo1h
peyrev,bu3bu2rw
pınar,bu3bu2ko3er
pırlangıç,bu3rlebo1ao1bu2xu3
pîl,bu3bu2l
pinhan,bu3bo1hebo1
pîr,bu3bu2r
pîrahen,bu3bu2rehbo1
pîrâye,bu3bu2reyh
pîrezen,bu3bu2rh ro1bo1
pistan,bu3sbo2ebo1
piste,bu3sbo2h
pîş,bu3bu2so3
pîşânî,bu3bu2so3ebo1y
pîşdar,bu3bu2so3der
pîşe,bu3bu2so3h
pîşekâr,bu3bu2so3h ker
pîşgâh,bu3bu2so3ko7eh
pîşgîr,bu3bu2so3ko7bu2r
pîşîn,bu3bu2so3bu2bo1
pîşva,bu3bu2so3we
piyâde,bu3bu2edh
piyâle,bu3bu2elh
post,bu3sbo2
postîn,bu3sbo2bu2bo1
postnişin,bu3sbo2 bo1so3bu2 bo1
pûd,bu3wd
puhte,bu3xo1bo2h
pul,bu3wl
pûlâd,bu3wled
pulat,bu3wled
pur,bu3r
pûr,bu3wr
pûş,bu3wso3
pûşîde,bu3wso3bu2dh
pûte,bu3wbo2h
pûyân,bu3wyebo1
pûziş,bu3wro1so3
pür,bu3r
pürhûn,bu3rxo1wbo1
pürsükût,bu3rskwbo2
pürz,bu3rro1
püser,bu3sr
püşt,bu3so3bo2
püştîban,bu3so3bo2bu2bu1ebo1
rabb,rbu1
rabbânî,rbu1ebo1y
rabbî,rbu1y
râbıta,rebu1to1h
râbıtadar,rebu1th der
râbi,rebu1a
râbian,rebu1ae
rabt,rbu1t
râci,rexu1y
râci',rexu1a
racîm,rxu1bu2m
ra'd,rad
radde,redh
rağbet,rao1bu1bo2
râh,reh
râhib,rehbu1
rahîm,rxbu2m
rahl,rxl
rahman,rxmebo1
rahmet,rxmbo2
râhname,rehbo1emh
rahne,rxo1bo1h
rahnüma,rehbo1me
rahşan,rxo1so3ebo1
rahşende,rxo1so3bo1dh
raht,rxo1bo2
rahvar,rehwer
râhzen,rehro1bo1
raiyyet,rabu2bo2
râkım,refo2m
rakîb,rfo2bu2bu1
râkib,rekbu1
râkiben,rekbu1e
râkid,rekd
rakik,rfo2bu2fo2
rakkas,rfo2ez
rakkase,rfo2ezh
raks,rfo2z
râm,rem
ramak,rmfo2
ramazaniye,rmzo1ebo1bu2h
ra'nâ,rabo1e
rasad,rzd
rasadhane,rzdxo1ebo1h
rasadî,rzdy
râsih,resxo1
rassad,rzed
râst,resbo2
râstbin,resbo2 bu1bu2bo1
râstgû,resbo2 ko7w
râstperverâne,resbo2 bu3rwrebo1h
ra'şe,raso3h
ra'şedâr,raso3h der
ratbüyâbis,rtbu1 w yebu1s
râtib,retbu1
râtibe,rebo2bu1h
ratl,rtl
rauf,rwo5fo1
râvi,rewy
ravza,rwzo1h
rây,rey
râyât,reyebo2
rayb,rybu1
râyet,reybo2
râygân,reyko7ebo1
râyic,reyxu1
râyiha,reyxh
râyihadar,reyxh der
râz,rero1
râzık,rero1fo2
râzi,rezo1y
reâya,raeye
rebî',rbu1bu2a
recâ,rxu1e
recm,rxu1m
recül,rxu1l
recüliyyet,rxu1lbu2bo2
redd,rd
ref',rfo1a
refâh,rfo1eh
refâkat,rfo1efo2bo2
re'fet,reo5fo1bo2
reff,rfo1
refî',rfo1bu2a
refik,rfo1bu2fo2
refîka,rfo1bu2fo2h
reft,rfo1bo2
reftâr,rfo1bo2er
reg,rko7
regzen,rko7 ro1bo1
reh,rh
rehâ,rhe
rehâkâr,rheker
rehavet,rxo1ewbo2
rehavetkâr,rxo1ewbo2ker
rehber,rhbu1r
rehgüzâr,rhko7do1er
rehîn,rhbu2bo1
rehn,rhbo1
rehnüma,rhbo1me
reis,rbo5bu2s
rekâket,rkekbo2
rekz,rkro1
remîde,rmbu2dh
remiz,rmro1
reml,rml
remmal,rmel
remz,rmro1
renc,rbo1xu1
rencber,rbo1xu1bu1r
rencîde,rbo1xu1 dydh
rencûr,rbo1xu1wr
reng,rbo1ko7
rengâreng,rbo1ko7erbo1ko7
rengin,rbo1ko7bu2bo1
re's,reo5s
resâ,rse
resâil,rsebo5l
re'sen,reo5se
resm,rsm
resmen,rsme
resmiyyet,rsmbu2bo2
resul,rswl
re'sülmal,reo5s elmel
reşehat,rso3xebo2
reşid,rso3bu2d
reşk,rso3k
reşkâver,rso3k eo6wr
retküfetk,rbo2fo2 w fo1bo2fo2
revâ,rwe
revâbıt,rwebu1t
revac,rwexu1
revak,rwefo2
revân,rwebo1
reviş,rwso3
revnak,rwbo1fo2
revnakbahş,rwbo1fo2 bu1xo1so3
revnakdar,rwbo1fo2der
revzen,rwro1bo1
reyhan,ryxebo1
rez,rro1
rezâil,rdo1ebo5l
rezâlet,rdo1elbo2
rezzak,rro1efo2
rıdvan,rzo1webo1
rıhlet,rxlbo2
rızâ,rzo1e
rızk,rro1fo2
riâyet,raeybo2
riâyetkâr,raeybo2ker
ribâ,rbu1e
ribâhar,rbu1exo1wer
ribat,rbu1et
ricakâr,rxu1eker
ricâl,rxu1el
ric'at,rxu1abo2
ridâ,rde
rie,rbo5h
rihlet,rxlbo2
rikkat,rfo2bo2
rind,rbo1d
rîş,ryso3
rîşdâr,rbu2so3der
rîşe,ryso3h
rîşhand,ryso3xo1bo1d
rişvet,rso3wbo2
rivâyât,rweyebo2
rivâyet,rweybo2
riyâ,rye
riyâkâr,ryeker
riyâkârâne,ryekerebo1h
riyâset,ryesbo2
riyâz,ryezo1
riyâzet,ryezo1bo2
riyâzî,ryezo1y
riyâziyat,ryezo1bu2ebo2
riyâziyyûn,ryezo1bu2wbo1
rû,rw
rub',rbu1a
rûbah,rwbu1eh
rubaiyat,rbu1eabu2ebo2
rûbeh,rwbu1h
rûberû,rwbu1rw
rugan,rwao1bo1
ruh,rxo1
rûh,rwx
ruham,rxo1em
ruhbân,rhbu1ebo1
ruhbâniyyet,rhbu1ebo1bu2bo2
rûhefza,rwx efo1ro1e
rûhî,rwxy
rûhiyyat,rwxbu2ebo2
ruhsâr,rxo1ser
ruhsat,rxo1zbo2
ruk'a,rfo2ah
rukâd,rfo2ed
rumûz,rmwro1
rûşen,rwso3bo1
rutûbet,rtwbu1bo2
rûy,rwy
rûy-i zemin,rwy ro1mbu2bo1
rûz,rwro1
rûze,rwro1h
rûzgâr,rwro1ko7er
rûz-merre,rwro1mrh
rûznâmçe,rwro1bo1emxu3h
rûzüşeb,rwro1 w so3bu1
rübab,rbu1ebu1
rübai,rbu1eay
rüchan,rxu1xebo1
rücû,rxu1wa
rüesâ,rwo5se
rüfekâ,rfo1fo2e
rükn,rkbo1
rüku',rkwa
rüsum,rswm
rüsûmat,rswmebo2
rüsvâ /y,rswey
rüşd,rso3d
rüşvet,rso3wbo2
rüya,rwye
rü'yet,rwo5ybo2
rüzgâr,rwro1ko7er
saâdet,saedbo2
saâdetbahş,saedbo2 bu1xo1so3
saâdetmend,saedbo2mbo1d
sabâ,zbu1e
sabah,zbu1ex
sabâvet,zbu1ewbo2
sâbık,sebu1fo2
sâbıka,sebu1fo2h
sâbıküzzikr,sebu1fo2 eldo1kr
sabır,zbu1r
sabî,zbu1y
sâbi',sebu1a
sâbi'an,sebu1ae
sâbi'î,zebu1bo5y
sâbir,zebu1r
sâbit,bo3ebu1bo2
sabr,zbu1r
sabûh,zbu1wx
sabun,zebu1wbo1
sabûr,zbu1wr
sâcid,sexu1d
sad,zd
sadâ,zde
sadâkat,zdefo2bo2
sadâret,zderbo2
sadâretpenah,zderbo2 bu3bo1eh
sâdât,sedebo2
sâde,sedh
saded,zdd
sâdedil,sedh dl
sâdedilâne,sedh dlebo1h
sadef,zdfo1
sâdelevh,sedh lwx
sademat,zdmebo2
sâdık,zedfo2
sâdıkülkavl,zedfo2 elfo2wl
sâdır,zedr
sâdire,zedrh
sâdis,seds
sâdisen,sedse
sadme,zdmh
sadpâre,zdbu3erh
sadr,zdr
sadsâl,zdsel
saf,zfo1
sâf,zefo1
safâ,zfo1e
safâbahş,zfo1ebu1xo1so3
safahât,zfo1xebo2
safbeste,zfo1 bu1sbo2h
safder,zfo1dr
safderûn,zefo1 drwbo1
safderûnâne,zefo1 drwbo1ebo1h
safdil,zefo1 dl
safdilâne,zefo1 dlebo1h
saff,zfo1
safha,zfo1xh
sâfî,zefo1y
sâfil,sefo1l
safîr,zfo1bu2r
safra,zfo1rh
safsâf,zfo1zefo1
safsata,sfo1sth
safşikâf,zfo1 so3kefo1
safşiken,zefo1 so3kbo1
safvet,zfo1wbo2
sâgar,seao1r
sagîr,zao1bu2r
sağr,bo3ao1r
sahâ,sexo1h
sâha,sexh
sahâbe,zxebu1h
sahâbî,zxebu1y
sahâif,zxebo5fo1
sahâra,zxery
sahbâ,zhbu1e
sahhaf,zxefo1
sahî,sxo1y
sâhib,zexbu1
sâhibcemâl,zexbu1 xu1mel
sâhibe,zexbu1h
sâhibkemal,zexbu1 kmel
sâhibkerâmet,zexbu1 krembo2
sâhibkıran,zexbu1 fo2rebo1
sâhibnazar,zexbu1 bo1to1r
sahife,zxbu2fo1h
sahih,zxbu2x
sâhil,sexl
sâhilhane,sexl xo1ebo1h
sâhir,sexr
sahleb,bo3albu1
sahn,zxbo1
sahr,zxo1r
sahra,zxre
sahre,zxo1rh
saht,sxo1bo2
sahte,sexo1bo2h
sahtekâr,sexo1bo2h ker
sahtiyan,sxo1bo2bu2ebo1
sahûr,sexwr
sâ'î,seay
sâib,zebo5bu1
sâibî,zebo5bu1y
sâid,sead
sâik,sebo5fo2
sâika,sebo5fo2h
sâil,sebo5l
sâim,zebo5m
sâir,sebo5r
sâirfilmenâm,sebo5r fo1y elmbo1em
saiy,say
sâk,sefo2
sakâmet,sfo2embo2
sâkeyn,sefo2bu2bo1
sakf,sfo2fo1
sâkıb,bo3efo2bu1
sâkıt,sefo2t
sâkî,sefo2y
sakil,bo3fo2bu2l
sakim,sfo2bu2m
sâkin,sekbo1
sâkit,sekbo2
sakka,sfo2e
sâl,sel
salâbet,zlebu1bo2
salâh,zlex
salâhiyet,zlexbu2bo2
salâhiyetdâr,zlexbu2bo2 der
salât,zlebo2
sâldîde,sel dydh
sa'leb,bo3albu1
salib,zlbu2bu1
salîbî,zlbu2bu1y
sâlif,selfo1
sâlifüzzikr,selfo1 eldo1kr
sâlih,zelx
sâlik,selk
sâlim,selm
sâlimen,selme
sâlis,bo3elbo3
sâlisen,bo3elbo3e
sâlnâme,selbo1emh
sâlûs,selws
sâmân,semebo1
sâmi',sema
sâmî,semy
sâmia,semah
samîmâne,zmbu2mebo1h
samîmî,zmbu2my
samimiyet,zmbu2mbu2bo2
sâmin,bo3embo1
sâminen,bo3embo1e
sanâyi,zbo1eya
sancak,sbo1xu1efo2
sandûk,zbo1dwfo2
sandukdar,zbo1dwfo2der
sanem,zbo1m
sânevî,bo3ebo1wy
sâni',zebo1a
sânî,bo3ebo1y
saniye,bo3ebo1bu2h
sâniyen,bo3ebo1bu2e
sâr,bo3er
sarâhat,zrexbo2
sarâhaten,zrexho2
sârban,serbu1ebo1
sarf,zrfo1
sarfiyat,zrfo1bu2ebo2
sârî,sery
sarîhan,zryxe
sârik,serfo2
sârim,zerm
sarsar,zrzr
sath,stx
sathî,stxy
satl,stl
satvet,stwbo2
savâb,bo3webu1
savb,zwbu1
savlet,zwlbo2
savm,zwm
savmaa,zwmah
savt,zwbo2
sa'y,say
sayd,zbu2d
saydgâh,zbu2dko7eh
sâye,seyh
sâyeban,seybu1ebo1
sâyedar,seyh der
sayf,zbu2fo1
sayfiye,zbu2fo1bu2h
sayha,zbu2xh
sâyis,seys
saykal,zbu2fo2l
saykalkâr,zbu2fo2lder
sayyad,zbu2ed
saz,sero1
se,sh
seb',sbu1a
sebak,sbu1fo2
sebât,bo3bu1ebo2
sebâtkâr,bo3bu1ebo2ker
sebâyidü,sh bu1e dw
sebbâbe,sbu1ebu1h
sebeb,sbu1bu1
sebebiyet,sbu1bu1bu2bo2
sebed,sbu1d
sebîke,sbu1bu2kh
sebil,sbu1bu2l
seb'in,sbu1abu2bo1
sebk,sbu1k
sebkat,sbu1fo2bo2
seblâ,sbu1le
sebt,bo3bu1bo2
sebû,sbu1w
seb'ûn,sbu1awbo1
sebük,sbu1k
sebükmağz,sbu1k mro1
sebükmizac,sbu1k mro1exu1
sebükpây,sbu1k bu3ey
sebükser,sbu1k sr
sebz,sbu1ro1
sebze,sbu1ro1h
sec',sxu1a
secâyâ,sxu1eye
secdegâh,sxu1dh ko7eh
secencil,sxu1bo1xu1yl
seciyevî,sxu1bu2wy
seciyye,sxu1bu2h
sedâ,zde
sedânüvis,zde bo1wys
sedâyâ,bo3deye
sedd,sd
seddâd,sded
sedefî,zdfo1y
sedy,bo3dy
sefâhat,sfo1exbo2
sefâin,sfo1ebo5bo1
sefâlet,sfo1elbo2
sefâret,sfo1erbo2
sefârethâne,sfo1erbo2 xo1ebo1h
sefer,sfo1r
seferber,sfo1rbu1r
seferî,sfo1ry
seffâh,sfo1ex
seffâk,sfo1ek
sefîd,sfo1bu2d
sefih,sfo1bu2h
sefil,sfo1bu2l
sefile,sfo1bu2lh
sefîne,sfo1bu2bo1h
sefir,sfo1bu2r
sefirikebir,sfo1bu2rkbu1bu2r
seg,sko7
segâbi,sko7 eo6bu1y
sehâ,sxo1e
sehâb,sxebu1
sehâbâlûd,sxebu1 eo6lwd
sehâkâr,sxo1eker
sehâvet,sxo1ewbo2
sehergâh,sxrko7eh
seherhîz,sxrxo1bu2ro1
sehhâr,sxer
sehî,shy
sehîkad,shy fo2d
sehîkâmet,shy fo2embo2
sehîm,shbu2m
sehl,shl
sehmgîn,shmko7bu2bo1
sehmnâk,shmbo1ek
sehv,shw
sehven,shwe
sehviyyât,shwyebo2
sekene,skbo1h
sekr,skr
sekrâver,skr eo6wr
sekte,skbo2h
selâmet,slembo2
selâs,bo3lebo3
selâse,bo3lebo3h
selâset,slesbo2
selâsil,slesl
selâsîn,bo3lbo3bu2bo1
selâsûn,bo3lbo3wbo1
selâtîn,sletbu2bo1
selb,slbu1
selcûkî,slxu1wfo2y
selef,slfo1
selh,slxo1
selhhâne,slxo1 xo1ebo1h
selîka,slbu2fo2h
selim,slbu2m
selîmülkalb,slbu2m elfo2lbu1
selîs,slbu2s
selle,slh
sellebâf,slh bu1efo1
sem,sm
sem',sma
semâ,sme
semâcet,smexu1bo2
semâhâne,smea xo1ebo1h
semahat,smexbo2
semân,bo3mebo1
semânun,bo3mebo1wbo1
semâvât,smwebo2
semâvî,smewy
semdâr,smder
semek,smk
semenber,smbo1bu1r
semend,smbo1d
semer,bo3mr
semerât,bo3mrebo2
semere,bo3mrh
semeredâr,bo3mrh der
semî,smbu2a
semin,smbu2bo1
semîn,bo3mbu2bo1
semmûr,smwr
semra,smre
semt,smbo2
senâ,bo3bo1e
senâgû,bo3bo1eko7w
senâhân,bo3bo1exo1webo1
senâkâr,bo3bo1eker
senâya,bo3bo1eye
sencîde,sbo1xu1bu2dh
sene,sbo1h
senebesene,sbo1h bu1sbo1h
sened,sbo1d
senedât,sbo1debo2
senevât,sbo1webo2
senevî,sbo1wy
seng,sbo1ko7
sengdil,sbo1ko7 dl
sengdilâne,sbo1ko7 dlebo1h
sengîn,sbo1ko7bu2bo1
senglâh,sbo1ko7lexo1
sengtıraş,sbo1ko7 bo2reso3
seniyye,sbo1bu2h
sepîd,sbu3bu2d
sepîdedem,sbu3bu2dh dm
ser,sr
serâb,srebu1
serâğâz,sreo6ao1ero1
serâir,srebo5r
serâmed,sreo6md
serâmedân,sr eo6mdebo1
serâpâ,srebu3e
serâperde,serebu3rdh
serâser,sresr
serâsîme,sresbu2mh
serasker,sraskr
seraskerî,sraskry
serây,srey
serbeser,srbu1sr
serbest,srbu1sbo2
serbestî,srbu1sbo2y
serbesücûd,sr bu1sxu1wd
serbülend,srbu1lbo1d
serçeşme,srxu3so3mh
serdâr,srder
serefrâz,srefo1rero1
serencâm,srebo1xu1em
seretân,srtebo1
serfirâz,srfo1rero1
serfürû,srfo1rw
sergerdân,srko7rdebo1
sergüzeşt,srko7do1so3bo2
serhad,srxd
serheng,srhbo1ko7
serî,srya
serîr,sryr
serîülintikal,srya elebo1bo2fo2el
seriyye,sryh
serkâtib,srkebo2bu1
serkerde,srkrdh
serkeş,srkso3
serkeşî,srkso3y
serkûy,srkwy
serlevha,srlwxh
sermâ,srme
sermâye,srmeyh
sermâyedâr,srmeyh der
sermed,srmd
sermest,srmsbo2
sermestî,srmsbo2y
sermuharrir,srmxrr
sermüneccim,srmbo1xu1m
sernâme,srbo1emh
sernigun,srbo1ko7wbo1
sernüvişt,srbo1wso3bo2
serpuş,srbu3wso3
serrâc,srexu1
serrâchâne,srexu1 xo1ebo1h
serserî,srsry
serşâr,srso3er
sertâpâ,srbo2ebu3e
sertâser,srbo2esr
serv,srw
servendâm,srwebo1dem
server,srwr
serverân,srwrebo1
servet,bo3rwbo2
servistân,srwsbo2ebo1
servkadd,srwfo2d
serzeniş,srro1bo1so3
serzenişkâr,srro1bo1so3ker
setr,sbo2r
