â,eo6
hapishane,xbu1s xo1ebo1h
har,xo1r
hâr,xo1wer
hâr,xo1wer
hâr,xo1er
harâb,xo1rebu1
harâbat,xo1rebu1ebo2
harâbe,xo1rebu1h
harâc,xo1rexu1
haram,xrem
harâmi,xremy
haramzâde,xrem ro1edh
harâret,xrerbo2
harâtin,xo1retbu2bo1
harb,xrbu1
harbe,xrbu1h
harb-i umûmî,xrbu1 amwmy
harbiye,xrbu1bu2h
harbüze,xo1rbu1ro1h
harc,xo1rxu1
harcıâlem,xo1rxu1 aelm
harcırah,xo1rxu1 reh
harçeng,xo1rxu3bo1ko7
hardal,xo1rdl
hâre,xo1erh
harekât,xrkebo2
hareket,xrkbo2
harem,xrm
haremserây,xrm srey
harf,xrfo1
hargâh,xo1rko7eh
hargûş,xo1rko7wso3
hârî,xo1wery
hârib,herbu1
hâric,xo1erxu1
hâricen,xo1erxu1e
hâricî,xo1erxu1y
hariciye,xo1erxu1bu2h
harîd,xo1ryd
harîdâr,xo1ryder
harîf,xryfo1
harîk,xryfo2
hârika,xo1erfo2h
hârikulâde,xo1erfo2 elaedh
harîm,xrym
harîm-i ismet,xrym azmbo2
harîr,xryr
harîrî,xryry
harîs,xryz
hâris,xerbo3
hâris,xers
hâristan,xo1ersbo2ebo1
harita,xo1ryth
harmen,xo1rmbo1
harmengâh,xo1rmbo1ko7eh
harmühre,xo1rmhrh
harnub,xo1rbo1wbu1
hârpuşt,xo1erbu3so3bo2
hârr,xer
harrât,xo1ret
hars,xrbo3
harsî,xrbo3y
harvâr,xo1rwer
hârzâr,xo1erro1er
has,xo1s
hâs,xo1ez
hasâdet,xsedbo2
hasâil,xo1zebo5l
hasâis,xo1zebo5z
hasâr,xo1ser
hasarât,xo1srebo2
hasardîde,xo1serdydh
hasâret,xo1serbo2
hasâset,xo1sesbo2
hasb,xsbu1
hasbe,xzbu1h
hasbelkader,xsbu1 elfo2dr
hasbetenlillah,xsbu1ho2 ellh
hasbihal,xsbu1 xel
hasbü'l-mâhiye,xsbu1 elmehbu2h
hasebe,xzbu1h
hased,xsd
hasen,xsbo1
hasenât,xsbo1ebo2
hasene,xsbo1h
hasenülhulk,xsbo1 elxo1lfo2
hasf,xo1sfo1
hâsıd,xezd
hâsıl,xezl
hâsılat,xezlebo2
hâsılât-ı gayr-i sâfiye,xezlebo2 ao1bu2r zefo1bu2h
hâsılât-ı sâfiye,xezlebo2 zefo1bu2h
hasıl-ı kelâm,xezl klem
hasım,xo1zm
hasîb,xsbu2bu1
hâsid,xesd
hasîn,xzbu2bo1
hasîr,xzbu2r
hâsir,xo1esr
hasis,xo1sbu2s
hasîsa,xo1zbu2zh
hasiy,xo1zy
haslet,xo1zlbo2
hasm,xo1zm
hasmâne,xo1zmebo1h
hasmî,xo1zmy
hasnâ,xsbo1e
hasr,xzr
hasret,xsrbo2
hasretkeş,xsrbo2 kso3
hassa,xo1ezh
hassâd,xzed
hassas,xses
hassâsiyyet,xsesbu2bo2
hâsse,xo1ezh
hâsseten,xo1ezho2
hâssuâmm,xo1ez w aem
haste,xo1sbo2h
hâste,xo1wesbo2h
hâste,xo1esbo2h
hastegî,xo1sbo2ko7y
hâstgâr,xo1wesbo2ko7er
hâstgârî,xo1wesbo2ko7ery
hasûd,xswd
hasûdâne,xswdebo1h
hasûdî,xswdy
hâşâ,xeso3e
hâşâk,xo1eso3ek
haşeb,xo1so3bu1
haşem,xso3m
haşerat,xso3rebo2
haşere,xso3rh
haşhaş,xo1so3xo1eso3
haşîn,xo1so3bu2bo1
hâşiye,xeso3bu2h
haşmet,xso3mbo2
haşmetmeab,xso3mbo2 meo6bu1
haşmgîn,xo1so3mko7bu2bo1
haşr,xso3r
haşv,xso3w
haşyet,xo1so3bu2bo2
haşyetengiz,xo1so3bu2bo2 ebo1ko7bu2ro1
hatâ,xo1te
hataâlûd,xo1te eo6lwd
hatab,xtbu1
hatâbahş,xo1te bu1xo1so3
hatâen,xo1tec
hatâiyyât,xo1tebo5bu2ebo2
hatakâr,xo1teker
hatâpûş,xo1tebu3wso3
hatar,xo1tr
hatarât,xo1trebo2
hatarnâk,xo1trbo1ek
hatâyâ,xo1teye
hâtem,xo1ebo2m
hâtıf,hebo2fo1
hâtır,xo1etr
hâtıra,xo1etrh
hâtırat,xo1etrebo2
hâtırâzâr,xo1etr eo6ro1er
hâtırâzürde,xo1etr eo6ro1rdh
hâtırşinâs,xo1etrso3bo1es
hatîa,xo1tbu2bo5h
hatîb,xo1tbu2bu1
hâtime,xo1ebo2mh
hatîr,xo1tbu2r
hatm,xo1bo2m
hatn,xo1bo2bo1
hatt,xo1t
hattâ,xbo2y
hattâb,xtebu1
hattat,xo1tet
hatve,xo1twh
havâ,hwe
havadar,hweder
havâdis,xwedbo3
havaî,hwebo5y
havâkin,xo1wefo2bu2bo1
havale,xwelh
havali,xwely
havârik,xo1werfo2
havâss,xo1wez
havâtîn,xo1webo2bu2bo1
havâyic,xweyxu1
hâven,hewbo1
hâver,xo1ewr
hâveran,xo1ewrebo1
hâverşinas,xo1ewrso3bo1es
havf,xo1wfo1
havfnâk,xo1wfo1bo1ek
hâvî,xewy
havl,xwl
havsala,xwzlh
havz,xwzo1
hayâ,xbu2e
hayâl,xo1bu2el
hayâlât,xo1bu2elebo2
hayâlen,xo1bu2ele
hayâlet,xo1bu2elbo2
hayalî,xo1bu2ely
hayalperest,xo1bu2el bu3rsbo2
hayat,xbu2ebo2
hayatbahş,xbu2ebo2 bu1xo1so3
hayât-ı cinsiye,xbu2ebo2 xu1bo1sbu2h
hayât-ı diniye,xbu2ebo2 dybo1bu2h
hayât-ı rûz-i merre,xbu2ebo2 rwro1 mrh
hayatî,xbu2ebo2y
hayâtiyyât,xbu2ebo2bu2ebo2
haydud,xbu2dwd
hâye,xo1eyh
hayf,xbu2fo1
hayır,xo1bu2r
hayırhah,xo1bu2rxo1weh
hayız,xo1bu2zo1
hayl,xo1bu2l
hayli,xo1bu2ly
hayme,xo1bu2mh
haymegâh,xo1bu2mh ko7eh
haymenişin,xo1bu2mh bo1so3bu2bo1
hayr,xo1bu2r
hayran,xbu2rebo1
hayrendiş,xo1bu2rebo1dyso3
hayret,xbu2rbo2
hayretbahş,xbu2rbo2 bu1xo1so3
hayretkâr,xbu2rbo2 ker
hayretzede,xbu2rbo2 ro1dh
haysiyyet,xbu2bo3bu2bo2
hayvan,xbu2webo1
hayvanî,xbu2webo1y
hayvaniye,xbu2webo1bu2h
hayy,xy
hayyât,xo1bu2et
hayye,xbu2h
hayyir,xo1bu2r
hayz,xo1bu2zo1
hazâin,xo1ro1ebo5bo1
hazân,xo1ro1ebo1
hazar,xzo1r
hazer,xdo1ro1
hazerat,xzo1rebo2
hazf,xdo1fo1
hâzık,xedo1fo2
hazır,xezo1r
hâzırûn,xezo1rwbo1
hâzi,xo1ezo1a
hazîn,xro1ybo1
hâzin,xo1ero1bo1
hazine,xo1ro1ybo1h
hazinedar,xo1ro1ybo1h der
hazîre,xto1bu2rh
hazm,xzo1m
hazret,xzo1rbo2
hazz,xto1
hebâ,hbu1e
hecâ,hxu1e
hecâgû,hxu1eko7w
hecîn,hxu1bu2bo1
hecr,hxu1r
hedâyâ,hdeye
hedef,hdfo1
heder,hdr
hediyye,hdyh
heft,hfo1bo2
heftâd,hfo1bo2ed
hefte,hfo1bo2h
heftevreng,hfo1bo2 ewrbo1ko7
helâhil,hlehl
helâk,hlek
helal,xlel
helalzâde,xlel ro1edh
helezon,xlro1wbo1
helva,xlwe
helvafurûş,xlwe fo1rwso3
helvâyî,xlweyy
hem,hm
hemâgûş,hm eo6ko7wso3
hemâheng,hm eo6hbo1ko7
hemâhenk,hm eo6hbo1ko7
heman,hmebo1
hemânâ,hmebo1e
hemandem,hmebo1dm
hemânend,hmebo1bo1d
hemasr,hm azr
hemâvâz,hm eo6wero1
hembâz,hmbu1ero1
hemcins,hm xu1bo1s
hemcivâr,hm xu1wer
hemçü,hmxu3w
hemdem,hmdm
hemderd,hm drd
hemdîger,hmdyko7r
heme,hmh
hemegân,hmko7ebo1
hemfikir,hmfo1kr
hemfikr,hmfo1kr
hemginân,hmko7bo1ebo1
hemhudûd,hm xdwd
hemhudut,hm xdwd
hemin,hmbu2bo1
hemîşe,hmbu2so3h
hemkadd,hm fo2d
hemkâr,hmker
hemkîş,hmkbu2so3
hemm,hm
hemnâm,hmbo1em
hempâ,hmbu3e
hemrâh,hmreh
hemrâz,hmrero1
hemrîş,hmryso3
hemsâl,hmsel
hemsâye,hmseyh
hemsefer,hmsfo1r
hemser,hmsr
hemsinn,hm sbo1
hemsohbet,hm zxbu1bo2
hemşehrî,hm so3hry
hemşeri,
hemşîre,hmso3bu2rh
hemtâ,hmbo2e
hemvâr,hmwer
hemvâre,hmwerh
hemyân,hmbu2ebo1
hemzâd,hmro1ed
hemzebân,hmro1bu1ebo1
henâzir,xo1bo1ero1yr
hendese,hbo1dsh
hendesî,hbo1dsy
hengâm,hbo1ko7em
hengâme,hbo1ko7emh
henüz,hbo1wro1
her,hr
herâyîne,hr eo6ybu2bo1h
herbâr,hrbu1er
hercâî,hrxu1ebo5y
hercâyî,hrxu1ebo5y
hercümerc,hrxu1 w mrxu1
herçend,hrxu3bo1d
herçibâdâbâd,hrxu3h bu1ede bu1ed
herdem,hrdm
herem,hrm
hergele,xo1rko7lh
hergiz,hrko7ro1
herze,hrro1h
herzegû,hrro1h ko7w
herzegûyî,hrro1h ko7wyy
hesâb,xsebu1
hestî,hsbo2y
heşt,hso3bo2
heştâd,hso3bo2ed
hetk,hbo2k
hettâk,hbo2ek
hevâ,hwe
hevâdâr,hweder
hevâdâr,hweder
hevâperest,hwebu3rsbo2
heves,hws
hevesât,hwsebo2
hevesdâr,hwsder
heveskâr,hwsker
hevl,hwl
hevlnâk,hwlbo1ek
heyâkil,hbu2ekl
heyecân,hbu2xu1ebo1
heyelân,hbu2lebo1
heyet,hbu2bo5bo2
hey'et,hbu2bo5bo2
heyet-i ictimâiye,hbu2bo5bo2 exu1bo2meabu2h
heyet-i mecmua,hbu2bo5bo2 mxu1mwah
heyet-i muallimîn,hbu2bo5bo2 malmbu2bo1
hey'etşinâs,hbu2bo5bo2 so3bo1es
heyhât,hbu2hebo2
heykel,hbu2kl
heykeltıraş,hbu2kl bo2reso3
heyûlâ,hbu2wle
heyzüm,hbu2ro1m
hezâr,hro1er
hezârân,hro1erebo1
hezârân,hro1erebo1
hezârdestân,hro1erdsbo2ebo1
hezârpâ,hro1erbu3e
hezeyân,hro1yebo1
hezîmet,hro1ymbo2
hezl,hro1l
hezlgû,hro1l ko7w
hıdiv,xo1dyw
hıfz,xfo1to1
hıfzıssıhha,xfo1to1 elzxh
hılt,xo1lt
hınâ,xbo1e
hınzîr,xo1bo1ro1yr
hırâmân,xo1remebo1
hıred,xo1rd
hıredmend,xo1rdmbo1d
hırka,xo1rfo2h
hırkapûş,xo1rfo2h bu3wso3
hırmân,xrmebo1
hırs,xrz
hırs,xo1rs
hırz,xrro1
hısâl,xo1zel
hısn,xzbo1
hışım,xo1so3m
hışm,xo1so3m
hışmgîn,xo1so3mko7bu2bo1
hışt,xo1so3bo2
hıtat,xo1tt
hıtta,xo1th
hıyâbân,xo1bu2ebu1ebo1
hıyânet,xo1bu2ebo1bo2
hıyânetkâr,xo1bu2ebo1bo2ker
hıyâr,xo1bu2er
hıyre,xo1bu2rh
hıyreçeşm,xo1bu2rh xu3so3m
hıyreser,xo1bu2rh sr
hibâb,xbu1ebu1
hibâle,xbu1elh
hibe,hbu1h
hibr,xbu1r
hibre,xo1bu1rh
hicâ,hxu1e
hicâb,xxu1ebu1
hicaz,xxu1ero1
hiciv,hxu1w
hicr,hxu1r
hicrân,hxu1rebo1
hicret,hxu1rbo2
hicv,hxu1w
hicviye,hxu1wyh
hicviyye,hxu1wyh
hîç,hbu2xu3
hîçkes,hbu2xu3ks
hidâ',xo1dea
hidayet,hdeybo2
hiddet,xdbo2
hidemat,xo1dmebo2
hidiv,xo1dyw
hidmet,xo1dmbo2
hidmetkâr,xo1dmbo2ker
hiffet,xo1fo1bo2
hijdeh,hro3dh
hîk,xo1bu2k
hikâyât,xkeyebo2
hikâyet,xkeybo2
hikem,xkm
hikmet,xkmbo2
hikmetşinâs,xkmbo2 so3bo1es
hilâf,xo1lefo1
hilâl,xo1lel
hilâl,hlel
hil'at,xo1labo2
hîle,xbu2lh
hîlebaz,xbu2lh bu1ero1
hîlekâr,xbu2lh ker
hilkat,xo1lfo2bo2
hilm,xlm
hilye,xlbu2h
himâr,xmer
himaye,xmeyh
hîme,hbu2mh
himem,hmm
himmet,hmbo2
hîn,xbu2bo1
hinduvâne,hbo1dwebo1h
hîn-i hâcet,xbu2bo1 xexu1bo2
hirâs,hres
hired,xo1rd
hiref,xrfo1
hirem,hrm
hirfet,xrfo1bo2
hirmân,xrmebo1
his,xs
hisâb,xsebu1
hisân,xzebo1
hisar,xzer
hiss,xs
hisse,xzh
hissedar,xzh der
hisset,xo1sbo2
hisseyâb,xzh yebu1
hissî,xsy
hiss-i kablelvukû,xs fo2bu1l elwfo2wa
hissiyât,xsbu2ebo2
hissiye,xsbu2h
hîş,xo1wyso3
hitâb,xo1tebu1
hitâbe,xo1tebu1h
hitabet,xo1tebu1bo2
hitâm,xo1bo2em
hitan,xo1bo2ebo1
hiyel,xbu2l
hizâ,xdo1e
hizâb,xo1bu2ro1ebu1
hizâne,xo1ro1ebo1h
hizb,xro1bu1
hizmet,xo1dmbo2
hizmet-i vataniye,xo1dmbo2 wtbo1bu2h
hoca,xo1wexu1h
hod,xo1wd
hodbehod,xo1wdbu1xo1wd
hodbin,xo1wdbu1bu2bo1
hodkâm,xo1wdkem
hodrey,xo1wdrey
hodsitâ,xo1wdsbo2e
hokka,xfo2h
hokkabaz,xfo2h bu1ero1
hoşab,xo1wso3ebu1
hoşaf,xo1wso3ebu1
hoşâmedgû,xo1wso3 eo6md ko7w
hoşâvâz,xo1wso3 eo6wero1
hoşbû,xo1wso3bu1w
hoşgüvâr,xo1wso3 ko7wer
hoşnûd,xo1so3bo1wd
hoşnut,xo1so3bo1wd
hoşrû,xo1wso3 rw
hoşsohbet,xo1wso3 zxbu1bo2
hû,hw
hûb,xo1wbu1
hubb,xbu1
hubbü'l-vatan mine'l-îmân,xbu1 elwtbo1 mbo1 eleymebo1
hubeb,xbu1bu1
hûbî,xo1wbu1y
hûbrûy,xo1wbu1rwy
hûbter,xo1wbu1bo2r
hubûb,xbu1wbu1
hububat,xbu1wbu1ebo2
hubz,xo1bu1ro1
huccâc,xxu1exu1
huccet,xxu1bo2
huceste,xo1xu1sbo2h
hûd,xo1wd
hud'a,xo1dah
hudâ,xo1de
hudâdâd,xo1deded
hudânekerde,xo1debo1krdh
hudârâ,xo1wdeo6re
hudâşinas,xo1deso3bo1es
hudâvend,xo1dewbo1d
hudâvendigâr,xo1dewbo1dko7er
hudâyâ,xo1deye
huddâm,xo1dem
hudperest,xo1wdbu3rsbo2
hudûd,xdwd
hudûs,xdws
huffâş,xo1fo1eso3
huffâz,xfo1eto1
hufre,xfo1rh
hufte,xo1fo1bo2h
hûk,xo1wk
hukne,xfo2bo1h
hukuk,xfo2wfo2
hukuk-i siyasiye,xfo2wfo2 sbu2esbu2h
hukukşinas,xfo2wfo2 so3bo1es
hulâsa,xo1lezh
hulâsa-i kelâm,xo1lezhc klem
hulâsaten,xo1lezho2
huld,xo1ld
hulefa,xo1lfo1e
hulk,xo1lfo2
hulkum,xlfo2wm
hulûl,xlwl
hulûs,xo1lwz
hulûskâr,xo1lwzker
hulyâ,xo1wlbu2e
hum,xo1m
humâr,xo1mer
humekâ,xmfo2e
humhâne,xo1m xo1ebo1h
humk,xmfo2
hummâ,xme
humret,xmrbo2
hums,xo1ms
humûzet,xmwzo1bo2
hûn,xo1wbo1
hûnâlûd,xo1wbo1 eo6lwd
hunbehâ,xo1wbo1 bu1he
hunhâr,xo1wbo1xo1wer
hunnâk,xo1bo1efo2
hunrîz,xo1wbo1ryro1
hunyâger,xo1bo1bu2eko7r
hûr,xwr
hurâfât,xo1refo1ebo2
hurafe,xo1refo1h
hurafeperver,xo1refo1h bu3rwr
hurd,xo1rd
hurdebin,xo1rdh bu1bu2bo1
hurdegîr,xo1rdh ko7bu2r
hûri,xwry
hurûc,xo1rwxu1
hurûş,xo1rwso3
husemâ,xo1zme
husûf,xo1swfo1
husûl,xo1zwl
husûmet,xo1zwmbo2
husûs,xo1zwz
husûsat,xo1zwzebo2
hususî,xo1zwzy
husûsiyet,xo1zwzbu2bo2
hûş,hwso3
hûşe,xo1wso3h
huşk,xo1so3k
huşksâlî,xo1so3k sely
huşû,xo1so3wa
huşûnet,xo1so3wbo1bo2
huşyâr,hso3bu2er
hutût,xo1twt
hûy,xo1wy
huzme,xro1mh
huzûr,xzo1wr
huzzâr,xzo1er
hüccet,xxu1bo2
hücec,xxu1xu1
hüceyrat,xxu1bu2rebo2
hüceyre,xxu1bu2rh
hücre,xxu1rh
hücum,hxu1wm
hücürât,xxu1rebo2
hüdhüd,hdhd
hükemâ,xkme
hükkâm,xkem
hükm,xkm
hüküm,xkm
hükümat,xkwmebo2
hükümdar,xkmder
hükümdârî,xkmdery
hükümet,xkwmbo2
hükümet-i müstebide,xkwmbo2 msbo2bu1dh
hükümran,xkmrebo1
hükümrânî,xkmrebo1y
hülâsa,xo1lezh
hülâsatan,xo1lezho2
hümâ,hme
hümâyûn,hmeywbo1
hüner,hbo1r
hünermend,hbo1rmbo1d
hünkâr,xo1bo1ker
hünsâ,xo1bo1bo3y
hür,xr
hürmet,xrmbo2
hürmetkâr,xrmbo2ker
hürr,xr
hürriyet,xrybo2
hüsam,xsem
hüsn,xsbo1
hüsn-i ahlak,xsbo1 exo1lefo2
hüsn-i idare,xsbo1 ederh
hüsn-i kabul,xsbo1 fo2bu1wl
hüsn-i sûret,xsbo1 zwrbo2
hüsnü kabul,xsbo1 fo2bu1wl
hüsr,xo1sr
hüsran,xo1srebo1
hüsranhîz,xo1srebo1 xo1bu2ro1
hüsrev,xo1srw
hüveydâ,hwyde
hüviyyet,hwybo2
hüzn,xro1bo1
hüznengîz,xro1bo1 ebo1ko7bu2ro1
hüzzam,xro1em
ıhlamur,exo1lemwr
ık'âd,efo2aed
ıkd,afo2d
ıklîm,efo2lbu2m
ıktıdâ,efo2bo2de
ırdâ,erzo1ea
ırk,arfo2
ırken,arfo2e
ırk-ı ahmer,arfo2 exmr
ırk-ı ebyaz,arfo2 ebu1bu2zo1
ırkî,arfo2y
ırz,arzo1
ırzâ,erzo1ea
ısdâr,ezder
ısfırâr,ezfo1rer
ıskât,esfo2et
ıslâh,ezlex
ıslâhât,ezlexebo2
ıslâhpezîr,ezlex bu3do1yr
ısrar,ezrer
ıstıbâr,eztbu1er
ıstıfâ,eztfo1e
ıstıfâî,eztfo1ebo5y
ıstılâh,eztlex
ıstılâhât,eztlexebo2
ıstınâ',eztbo1ea
ıstırab,ezo1trebu1
ışk,aso3fo2
ışka,aso3fo2h
ıtk,abo2fo2
ıtknâme,abo2fo2 bo1emh
ıtlak,etlefo2
ıtnâb,etbo1ebu1
ıtr,atr
ıtrî,atry
ıtriyyât,atryebo2
ıttılâ',etlea
ıttılâât,etleaebo2
ıttırad,etred
ıyâdet,abu2edbo2
ıyâl,abu2el
ız'âf,ezo1aefo1
ızdırap,ezo1trebu1
ızlâl,ezo1lel
ızlâl,eto1lel
ızrâr,ezo1rer
ıztırâb,ezo1trebu1
ıztırâbâver,ezo1trebu1 eo6wr
ıztırâr,ezo1trer
ıztırârî,ezo1trery
iâde,eaedh
iâdeten,eaedho2
iânât,eaebo1ebo2
iâne,eaebo1h
iâşe,eaeso3h
ibâ',ebu1ec
ibâd,abu1ed
ib'âd,ebu1aed
ibâdât,abu1edebo2
ibâdet,abu1edbo2
ibadetgâh,abu1edbo2ko7eh
ibâdethâne,abu1edbo2 xo1ebo1h
ibâdullah,abu1edeellh
ibâhat,ebu1exbo2
ibâhî,ebu1exy
ibârât,abu1erebo2
ibâre,abu1erh
ibâret,abu1erbo2
ibâte,ebu1ebo2h
ibdâ',ebu1dea
ibdâ'kâr,ebu1deaker
ibhâm,ebu1hem
ibhâmât,ebu1hemebo2
ibkâ,ebu1fo2e
ibkâen,ebu1fo2ec
ibl,ebu1l
iblâğ,ebu1leao1
iblîs,ebu1lbu2s
iblîsâne,ebu1lbu2sebo1h
ibn,ebu1bo1
ibrâ',ebu1rec
ibrâm,ebu1rem
ibrânâme,ebu1rebo1emh
ibrâz,ebu1rero1
ibre,ebu1rh
ibret,abu1rbo2
ibretâmîz,abu1rbo2 eo6mbu2ro1
ibretbahş,abu1rbo2 bu1xo1so3
ibreten,abu1rho2
ibrîk,ebu1ryfo2
ibrişim,ebu1ryso3m
ibtâl,ebu1tel
ibtidâ,ebu1bo2de
ibtidâ'î,ebu1bo2debo5y
ibtidâr,ebu1bo2der
ibtihâc,ebu1bo2hexu1
ibtilâ,ebu1bo2le
ibtinâ,ebu1bo2bo1e
ibtinâ'en,ebu1bo2bo1ec
ibzâr,ebu1ro1er
îcâb,eyxu1ebu1
îcâbât,eyxu1ebu1ebo2
icâbet,exu1ebu1bo2
îcâd,eyxu1ed
icâleten,axu1elho2
îcâr,eyxu1er
icâre,exu1erh
i'câz,eaxu1ero1
îcâz,eyxu1ero1
icâzet,exu1ero1bo2
icâzetnâme,exu1ero1bo2 bo1emh
icbâr,exu1bu1er
iclâl,exu1lel
icmâ',exu1mea
icmâl,exu1mel
icmâlen,exu1mele
icmâlî,exu1mely
icrâ,exu1re
icrâât,exu1reeo6bo2
ictihâd,exu1bo2hed
ictimâ',exu1bo2mea
ictimâât,exu1bo2meaebo2
ictimâî,exu1bo2meay
ictimâiyyât,exu1bo2meabu2ebo2
ictimâiyyûn,exu1bo2meabu2wbo1
ictinâb,exu1bo2bo1ebu1
ictisâr,exu1bo2ser
îd,abu2d
i'dâdî,eadedy
i'dâm,eadem
idâme,edemh
idâre,ederh
idârehâne,ederh xo1ebo1h
idâre-i maslahat,ederh mzlxbo2
idâre-i örfiyye,ederh arfo1bu2h
idârî,edery
idbâr,edbu1er
iddiâ,edae
idhâl,edxo1el
idhâlât,edxo1elebo2
îd-i adhâ,abu2d ezo1xy
îd-i fıtr,abu2d fo1tr
îdiyye,abu2dyh
idmân,edmebo1
idrâk,edrek
idrâr,edrer
îfâ,eyfo1e
ifâdât,efo1edebo2
ifâde,efo1edh
ifâkat,efo1efo2bo2
îfâ-yı vazife,eyfo1ey wto1bu2fo1h
ifâze,efo1ezo1h
iffet,afo1bo2
ifhâm,efo1hem
iflâh,efo1lex
iflâs,efo1les
ifnâ,efo1bo1e
ifrâğ,efo1reao1
ifrât,efo1ret
ifrâtkâr,efo1retker
ifratperestî,efo1ret bu3rsbo2y
ifrâz,efo1rero1
ifrâzât,efo1rezo1ebo2
ifrît,afo1rybo2
ifsâd,efo1sed
ifşâ,efo1so3e
ifşâât,efo1so3eeo6bo2
iftâr,efo1ter
iftâriyye,efo1teryh
iftihâr,efo1bo2xo1er
iftikâr,efo1bo2fo2er
iftirâ,efo1bo2re
iftirâk,efo1bo2refo2
iftirâs,efo1bo2res
iftitâh,efo1bo2bo2ex
iftizâh,efo1bo2zo1ex
iğbirâr,eao1bu1rer
iğfâl,eao1fo1el
iğlâk,eao1lefo2
iğlât,eao1let
iğmâz,eao1mezo1
iğnâ,eao1bo1e
iğrâk,eao1refo2
iğtinâm,eao1bo2bo1em
iğtişâş,eao1bo2so3eso3
iğtişâşât,eao1bo2so3eso3ebo2
iğvâ,eao1we
ihâle,exelh
îhâm,eyhem
ihânet,ehebo1bo2
ihâta,exeth
ihbâr,exo1bu1er
ihbârnâme,exo1bu1erbo1emh
ihdâ,ehde
ihdâs,exdebo3
ihfâ,exo1fo1e
ihfâf,exo1fo1efo1
ihkâk,exfo2efo2
ihkâk-ı hak,exfo2efo2 xfo2
ihlâ,exo1le
ihlâk,ehlek
ihlâl,exo1lel
ihlâs,exo1lez
ihmâl,ehmel
ihmâlkâr,ehmelker
ihrâc,exo1rexu1
ihrâcât,exo1rexu1ebo2
ihrâk,exrefo2
ihrâm,exrem
ihrâz,exrero1
ihsâ,exze
ihsâî,exzebo5y
ihsâiyyât,exzebo5bu2ebo2
ihsâiyye,exzebo5bu2h
ihsân,exsebo1
ihsâs,exses
ihtâr,exo1ter
ihticâc,exbo2xu1exu1
ihtidâ,ehbo2de
ihtifâ,exo1bo2fo1e
ihtifâl,exbo2fo1el
ihtikâr,exbo2ker
ihtilâc,exo1bo2lexu1
ihtilâf,exo1bo2lefo1
ihtilâfat,exo1bo2lefo1ebo2
ihtilâl,exo1bo2lel
ihtilâlat,exo1bo2lelebo2
ihtilâm,exbo2lem
ihtilâs,exo1bo2les
ihtilât,exo1bo2let
ihtimâl,exbo2mel
ihtimal ki,exbo2mel kh
ihtimâlât,exbo2melebo2
ihtimâm,ehbo2mem
ihtinâk,exo1bo2bo1efo2
ihtirâ,exo1bo2rea
ihtirâat,exo1bo2reaebo2
ihtirak,exbo2refo2
ihtirâm,exbo2rem
ihtirâmen,exbo2reme
ihtirâs,exbo2rez
ihtirâz,exbo2rero1
ihtisâr,exo1bo2zer
ihtisâren,exo1bo2zere
ihtisâs,exo1bo2zez
ihtişâm,exbo2so3em
ihtitâm,exo1bo2bo2em
ihtivâ,exbo2we
ihtiyâc,exbo2bu2exu1
ihtiyâcât,exbo2bu2exu1ebo2
ihtiyâl,exbo2bu2el
ihtiyâr,exo1bo2bu2er
ihtiyârî,exo1bo2bu2ery
ihtiyât,exbo2bu2et
ihtiyâten,exbo2bu2ete
ihtiyatkâr,exbo2bu2et ker
ihtizâr,exbo2zo1er
ihtizâz,ehbo2ro1ero1
ihvân,exo1webo1
ihyâ,exbu2e
ihzar,exzo1er
ihzâr,exzo1er
ihzârî,exzo1ery
îkâ,eyfo2e
ikâb,afo2ebu1
ik'âd,efo2aed
ikâl,afo2el
ikâme,efo2emh
ikâmet,efo2embo2
ikâmetgah,efo2embo2ko7eh
îkâz,eyfo2eto1
ikbâl,efo2bu1el
ikdâm,efo2dem
iklîm,efo2lbu2m
ikmâl,ekmel
iknâ,efo2bo1ea
ikrâh,ekreh
ikrâhen,ekrehe
ikrâm,ekrem
ikrâmiyye,ekrembu2h
ikrâr,efo2rer
ikrâz,efo2rezo1
iksîr,ekbo3bu2r
iktibâs,efo2bo2bu1es
iktibâsât,efo2bo2bu1esebo2
iktidâ,efo2bo2de
iktidâr,efo2bo2der
iktifâ,ekbo2fo1e
iktihâl,ekbo2xel
iktirâh,efo2bo2reh
iktirân,efo2bo2rebo1
iktisâ,ekbo2se
iktisâb,ekbo2sebu1
iktisâd,efo2bo2zed
iktisâdî,efo2bo2zedy
iktisâdiyyât,efo2bo2zedyebo2
iktisâdiyyûn,efo2bo2zedywbo1
iktisâr,efo2bo2zer
iktitâf,efo2bo2tefo1
iktizâ,efo2bo2zo1e
ilâ,ely
i'lâ,eale
ilâc,alexu1
ilâcnâpezîr,alexu1 bo1ebu3do1yr
ilâh,elxo1
ilâh,elh
ilâhe,elhh
ilâhî,elhy
ilâhî,elhy
ilâhiyyât,elhbu2ebo2
i'lâm,ealem
i'lân,ealebo1
ilânihâye,ely bo1heyh
ilâvât,alewebo2
ilave,alewh
ilâve,alewh
ilâveten,alewho2
ilel,all
ilelebed,ely elebu1d
ilgâ,elao1e
ilhâd,elxed
ilhâk,elxefo2
ilhâm,elhem
ilhâmât,elhemebo2
ilim,alm
ilkâ,elfo2e
ilkâh,elfo2ex
illâ,ele
illet,albo2
illî,aly
illiyyet,albu2bo2
ilm,alm
ilmî,almy
ilmiyye,almbu2h
ilsâk,elzefo2
iltibâs,elbo2bu1es
